"Status","Year","Region_ITL1","Region_ITL3","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","West Midlands (England)","Telford and Wrekin","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Telford and Wrekin","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Walsall","AA/AO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Walsall","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Walsall","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Walsall","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Walsall","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Walsall","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Walsall","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Walsall","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Walsall","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Walsall","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Walsall","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Walsall","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Walsall","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Warwickshire CC","AA/AO","Heterosexual / straight","50","[c]","22320","21690"
"Leaver CS","2023","West Midlands (England)","Warwickshire CC","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Warwickshire CC","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Warwickshire CC","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Warwickshire CC","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Warwickshire CC","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Warwickshire CC","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Warwickshire CC","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Warwickshire CC","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Warwickshire CC","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Warwickshire CC","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Warwickshire CC","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Warwickshire CC","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Warwickshire CC","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Warwickshire CC","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Warwickshire CC","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Warwickshire CC","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Wolverhampton","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Wolverhampton","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Wolverhampton","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Wolverhampton","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Wolverhampton","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Wolverhampton","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Wolverhampton","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Wolverhampton","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Wolverhampton","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Wolverhampton","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Wolverhampton","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Wolverhampton","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Wolverhampton","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Wolverhampton","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Wolverhampton","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Wolverhampton","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Wolverhampton","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Wolverhampton","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Wolverhampton","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Wolverhampton","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Worcestershire CC","AA/AO","Heterosexual / straight","95","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Worcestershire CC","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Worcestershire CC","AA/AO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Worcestershire CC","AA/AO","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Worcestershire CC","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Worcestershire CC","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Worcestershire CC","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Worcestershire CC","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Worcestershire CC","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Worcestershire CC","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Worcestershire CC","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Worcestershire CC","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Worcestershire CC","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Worcestershire CC","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Worcestershire CC","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Worcestershire CC","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Worcestershire CC","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Worcestershire CC","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Worcestershire CC","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands (England)","Worcestershire CC","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","AA/AO","Heterosexual / straight","105","[c]","21650","21690"
"Leaver CS","2023","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","AA/AO","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","EO","Heterosexual / straight","40","[c]","27700","27570"
"Leaver CS","2023","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Bradford","AA/AO","Heterosexual / straight","30","[c]","21550","21500"
"Leaver CS","2023","Yorkshire and The Humber","Bradford","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Bradford","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Bradford","AA/AO","Unknown","120","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Bradford","EO","Heterosexual / straight","35","[c]","27700","27570"
"Leaver CS","2023","Yorkshire and The Humber","Bradford","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Bradford","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Bradford","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Bradford","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Bradford","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Bradford","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Bradford","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Bradford","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Bradford","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Bradford","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Bradford","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Bradford","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Bradford","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Calderdale and Kirklees","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Calderdale and Kirklees","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Calderdale and Kirklees","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Calderdale and Kirklees","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Calderdale and Kirklees","EO","Heterosexual / straight","35","[c]","27880","28120"
"Leaver CS","2023","Yorkshire and The Humber","Calderdale and Kirklees","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Calderdale and Kirklees","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Calderdale and Kirklees","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Calderdale and Kirklees","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Calderdale and Kirklees","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Calderdale and Kirklees","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Calderdale and Kirklees","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Calderdale and Kirklees","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Calderdale and Kirklees","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Calderdale and Kirklees","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Calderdale and Kirklees","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Calderdale and Kirklees","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Calderdale and Kirklees","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Calderdale and Kirklees","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Calderdale and Kirklees","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Calderdale and Kirklees","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","East Riding of Yorkshire","AA/AO","Heterosexual / straight","80","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","East Riding of Yorkshire","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","East Riding of Yorkshire","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","East Riding of Yorkshire","AA/AO","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","East Riding of Yorkshire","EO","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","East Riding of Yorkshire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","East Riding of Yorkshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","East Riding of Yorkshire","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","East Riding of Yorkshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","East Riding of Yorkshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","East Riding of Yorkshire","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","East Riding of Yorkshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","East Riding of Yorkshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","East Riding of Yorkshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","East Riding of Yorkshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","East Riding of Yorkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Kingston upon Hull, City of","AA/AO","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Kingston upon Hull, City of","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Kingston upon Hull, City of","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Kingston upon Hull, City of","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Kingston upon Hull, City of","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Kingston upon Hull, City of","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Kingston upon Hull, City of","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Kingston upon Hull, City of","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Kingston upon Hull, City of","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Kingston upon Hull, City of","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Kingston upon Hull, City of","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Kingston upon Hull, City of","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Kingston upon Hull, City of","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Kingston upon Hull, City of","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Kingston upon Hull, City of","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Kingston upon Hull, City of","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Kingston upon Hull, City of","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Kingston upon Hull, City of","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Kingston upon Hull, City of","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Kingston upon Hull, City of","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Kingston upon Hull, City of","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Leeds","AA/AO","Heterosexual / straight","150","[c]","21440","21690"
"Leaver CS","2023","Yorkshire and The Humber","Leeds","AA/AO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Leeds","AA/AO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Leeds","AA/AO","Unknown","140","[c]","21730","21780"
"Leaver CS","2023","Yorkshire and The Humber","Leeds","EO","Heterosexual / straight","125","[c]","27110","27570"
"Leaver CS","2023","Yorkshire and The Humber","Leeds","EO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Leeds","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Leeds","EO","Unknown","115","[c]","26270","26580"
"Leaver CS","2023","Yorkshire and The Humber","Leeds","G6/G7","Heterosexual / straight","85","[c]","59790","59500"
"Leaver CS","2023","Yorkshire and The Humber","Leeds","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Leeds","G6/G7","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Leeds","G6/G7","Unknown","95","[c]","58900","61170"
"Leaver CS","2023","Yorkshire and The Humber","Leeds","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Leeds","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Leeds","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Leeds","SCS level","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Leeds","SEO/HEO","Heterosexual / straight","160","[c]","35840","34970"
"Leaver CS","2023","Yorkshire and The Humber","Leeds","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Leeds","SEO/HEO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Leeds","SEO/HEO","Unknown","145","[c]","35180","36820"
"Leaver CS","2023","Yorkshire and The Humber","Leeds","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Leeds","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Leeds","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Leeds","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire CC","AA/AO","Heterosexual / straight","55","[c]","24190","21690"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire CC","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire CC","AA/AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire CC","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire CC","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire CC","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire CC","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire CC","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire CC","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire CC","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire CC","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire CC","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire CC","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire CC","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire CC","SEO/HEO","Heterosexual / straight","30","[c]","39060","38290"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire CC","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire CC","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire CC","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire CC","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire CC","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North Yorkshire CC","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North and North East Lincolnshire","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North and North East Lincolnshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North and North East Lincolnshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North and North East Lincolnshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North and North East Lincolnshire","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North and North East Lincolnshire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North and North East Lincolnshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North and North East Lincolnshire","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North and North East Lincolnshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North and North East Lincolnshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North and North East Lincolnshire","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North and North East Lincolnshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North and North East Lincolnshire","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North and North East Lincolnshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","North and North East Lincolnshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Sheffield","AA/AO","Heterosexual / straight","95","[c]","21810","21780"
"Leaver CS","2023","Yorkshire and The Humber","Sheffield","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Sheffield","AA/AO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Sheffield","AA/AO","Unknown","45","[c]","22180","22400"
"Leaver CS","2023","Yorkshire and The Humber","Sheffield","EO","Heterosexual / straight","70","[c]","27760","27390"
"Leaver CS","2023","Yorkshire and The Humber","Sheffield","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Yorkshire and The Humber","Sheffield","EO","Undeclared","10","[c]","[c]","[c]"
