"Status","Year","Disability","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared non-disabled","Department for Transport (excl. agencies)","Economics","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Transport (excl. agencies)","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Transport (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Transport (excl. agencies)","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Transport (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Transport (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Transport (excl. agencies)","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Transport (excl. agencies)","Policy","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Transport (excl. agencies)","Project Delivery","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Transport (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Transport (excl. agencies)","Science and Engineering","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Transport (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Transport (excl. agencies)","Social Research","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Transport (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Transport (excl. agencies)","Unknown","55","[c]","37260","34390"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Commercial","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Counter Fraud","220","[c]","27250","25610"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","295","[c]","41170","38500"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Economics","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Finance","35","[c]","35350","31620"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Human Resources","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Operational Delivery","1105","[c]","24770","21690"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Other","295","[c]","22590","21690"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Policy","60","[c]","31980","32070"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Project Delivery","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Property","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Security","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Social Research","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Statistics","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Unknown","165","[c]","30720","28120"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Disclosure Scotland","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","Digital, Data and Technology","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","Operational Delivery","405","[c]","21840","22500"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","Property","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Standards Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Standards Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Standards Agency","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Standards Agency","Operational Delivery","180","[c]","26780","26960"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Standards Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Driver and Vehicle Standards Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Education Scotland","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Education and Skills Funding Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Education and Skills Funding Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Education and Skills Funding Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Education and Skills Funding Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Education and Skills Funding Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Estyn","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Estyn","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Estyn","Inspector of Education and Training","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Estyn","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Estyn","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","Operational Delivery","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","Policy","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Food Standards Agency","Science and Engineering","5","[c]","[c]","[c]"
