"Status","Year","Disability","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Unknown","HM Revenue and Customs (excl. agencies)","Other","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","HM Revenue and Customs (excl. agencies)","Policy","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","HM Revenue and Customs (excl. agencies)","Project Delivery","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","HM Revenue and Customs (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","HM Revenue and Customs (excl. agencies)","Security","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","HM Revenue and Customs (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","HM Revenue and Customs (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","HM Revenue and Customs (excl. agencies)","Tax","310","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","HM Treasury (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","HM Treasury (excl. agencies)","Economics","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","HM Treasury (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","HM Treasury (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","HM Treasury (excl. agencies)","Policy","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","HM Treasury (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Health and Safety Executive","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Health and Safety Executive","Operational Delivery","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Health and Safety Executive","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Home Office","Commercial","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Home Office","Communications","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Home Office","Digital, Data and Technology","80","[c]","48120","44320"
"Leaver CS","2023","Unknown","Home Office","Economics","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Home Office","Finance","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Home Office","Human Resources","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Home Office","Intelligence Analysis","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Home Office","Operational Delivery","685","[c]","25720","25770"
"Leaver CS","2023","Unknown","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Home Office","Other","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Home Office","Policy","70","[c]","43000","43000"
"Leaver CS","2023","Unknown","Home Office","Project Delivery","40","[c]","48890","43210"
"Leaver CS","2023","Unknown","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Home Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Home Office","Social Research","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Home Office","Statistics","45","[c]","25060","23500"
"Leaver CS","2023","Unknown","Home Office","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Institute for Apprenticeships and Technical Education","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Institute for Apprenticeships and Technical Education","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Institute for Apprenticeships and Technical Education","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Institute for Apprenticeships and Technical Education","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Intellectual Property Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Intellectual Property Office","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Intellectual Property Office","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Intellectual Property Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Intellectual Property Office","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Intellectual Property Office","Other","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Intellectual Property Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Intellectual Property Office","Science and Engineering","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Intellectual Property Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal Aid Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal Aid Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal Aid Agency","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Maritime and Coastguard Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Maritime and Coastguard Agency","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Maritime and Coastguard Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Maritime and Coastguard Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Maritime and Coastguard Agency","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Maritime and Coastguard Agency","Operational Delivery","50","[c]","25220","22500"
"Leaver CS","2023","Unknown","Maritime and Coastguard Agency","Policy","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Communications","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Finance","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Medicine","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Other","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","35","[c]","46680","41190"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","Commercial","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","Communications","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","Digital, Data and Technology","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","Finance","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","Human Resources","165","[c]","35520","30560"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","Intelligence Analysis","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","Medicine","95","[c]","44390","36140"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","Operational Delivery","65","[c]","27420","22220"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","Other","45","[c]","21390","20870"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","Policy","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","Project Delivery","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","Property","40","[c]","26430","20050"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","Science and Engineering","35","[c]","29850","24600"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","Security","215","[c]","29800","27500"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","Statistics","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Justice (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Justice (excl. agencies)","Communications","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Justice (excl. agencies)","Digital, Data and Technology","40","[c]","57570","59290"
"Leaver CS","2023","Unknown","Ministry of Justice (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Justice (excl. agencies)","Finance","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Justice (excl. agencies)","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Justice (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Justice (excl. agencies)","Operational Delivery","40","[c]","31220","29660"
"Leaver CS","2023","Unknown","Ministry of Justice (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Justice (excl. agencies)","Policy","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Justice (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Justice (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Justice (excl. agencies)","Statistics","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Justice (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","National Crime Agency","Digital, Data and Technology","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","National Crime Agency","Finance","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","National Crime Agency","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","National Crime Agency","Legal","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","National Crime Agency","Operational Delivery","225","[c]","38920","38310"
"Leaver CS","2023","Unknown","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","National Records of Scotland","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Northern Ireland Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Northern Ireland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Northern Ireland Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office for Standards in Education, Children's Services and Skills","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office for Standards in Education, Children's Services and Skills","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office for Standards in Education, Children's Services and Skills","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of Gas and Electricity Markets","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of Gas and Electricity Markets","Policy","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of Gas and Electricity Markets","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of Qualifications and Examinations Regulation","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of the Public Guardian","Operational Delivery","35","[c]","21600","21780"
"Leaver CS","2023","Unknown","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of the Secretary of State for Wales","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning Inspectorate","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning Inspectorate","Planning Inspectors","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Planning Inspectorate","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Registers of Scotland","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Registers of Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Registers of Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Registers of Scotland","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Royal Fleet Auxiliary","Other","200","[c]","36910","34110"
"Leaver CS","2023","Unknown","Rural Payments Agency","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Courts and Tribunals Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Courts and Tribunals Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Courts and Tribunals Service","Operational Delivery","80","[c]","26900","25060"
"Leaver CS","2023","Unknown","Scottish Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Fiscal Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Government (excl. agencies)","Unknown","225","[c]","39510","34730"
"Leaver CS","2023","Unknown","Scottish Prison Service","Commercial","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Prison Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Prison Service","Finance","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Prison Service","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Prison Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Prison Service","Operational Delivery","270","[c]","32910","37060"
"Leaver CS","2023","Unknown","Scottish Prison Service","Other","65","[c]","31920","28490"
"Leaver CS","2023","Unknown","Scottish Prison Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Prison Service","Psychology","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Serious Fraud Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Serious Fraud Office","Counter Fraud","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Serious Fraud Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Serious Fraud Office","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Serious Fraud Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Serious Fraud Office","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Security Scotland","Unknown","100","[c]","27840","23340"
"Leaver CS","2023","Unknown","Standards and Testing Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Student Awards Agency for Scotland","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Submarine Delivery Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Submarine Delivery Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Submarine Delivery Agency","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Submarine Delivery Agency","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Submarine Delivery Agency","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Teaching Regulation Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","The Insolvency Service","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","The Insolvency Service","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","The Insolvency Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","The Insolvency Service","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","The Insolvency Service","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","The Insolvency Service","Operational Delivery","35","[c]","22670","22180"
"Leaver CS","2023","Unknown","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","The National Archives","Operational Delivery","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","The National Archives","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Transport Scotland","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Debt Management Office","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Debt Management Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Debt Management Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Debt Management Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Debt Management Office","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Debt Management Office","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Debt Management Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Debt Management Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Debt Management Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Debt Management Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Health Security Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Health Security Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Health Security Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Health Security Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Health Security Agency","Medicine","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Health Security Agency","Operational Delivery","520","[c]","46340","40650"
"Leaver CS","2023","Unknown","UK Health Security Agency","Science and Engineering","35","[c]","43560","40560"
"Leaver CS","2023","Unknown","UK Hydrographic Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Hydrographic Office","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Hydrographic Office","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Hydrographic Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Hydrographic Office","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Hydrographic Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Hydrographic Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Space Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Space Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Space Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Space Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Space Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Space Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Space Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Space Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Statistics Authority","Digital, Data and Technology","50","[c]","43070","37690"
"Leaver CS","2023","Unknown","UK Statistics Authority","Economics","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Statistics Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Statistics Authority","Operational Delivery","175","[c]","23160","21200"
"Leaver CS","2023","Unknown","UK Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Statistics Authority","Policy","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Statistics Authority","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Statistics Authority","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Statistics Authority","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Statistics Authority","Social Research","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Statistics Authority","Statistics","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Supreme Court","Legal","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Valuation Office Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Valuation Office Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Valuation Office Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Valuation Office Agency","Operational Delivery","30","[c]","23370","22520"
"Leaver CS","2023","Unknown","Valuation Office Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Valuation Office Agency","Property","35","[c]","34730","28500"
"Leaver CS","2023","Unknown","Valuation Office Agency","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Veterinary Medicines Directorate","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Water Services Regulation Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Welsh Government (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Welsh Government (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Welsh Government (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Welsh Government (excl. agencies)","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Welsh Government (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Welsh Government (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Welsh Government (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Welsh Government (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Welsh Government (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Welsh Revenue Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Wilton Park","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Active Travel England","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Active Travel England","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Active Travel England","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Active Travel England","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","Operational Delivery","[c]","[c]","[c]","[c]"
