"Status","Year","Age","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","50-59","Department for Education (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","Commercial","Outside London","50","50","46950","44570"
"In post","2023","50-59","Department for Education (excl. agencies)","Communications","London","10","10","47950","43950"
"In post","2023","50-59","Department for Education (excl. agencies)","Communications","Outside London","40","35","35750","32300"
"In post","2023","50-59","Department for Education (excl. agencies)","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","Digital, Data and Technology","London","25","25","47010","44210"
"In post","2023","50-59","Department for Education (excl. agencies)","Digital, Data and Technology","Outside London","140","135","46490","50240"
"In post","2023","50-59","Department for Education (excl. agencies)","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","Finance","London","20","20","46910","43110"
"In post","2023","50-59","Department for Education (excl. agencies)","Finance","Outside London","80","80","46500","44550"
"In post","2023","50-59","Department for Education (excl. agencies)","Human Resources","London","5","5","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","Human Resources","Outside London","20","15","37030","33270"
"In post","2023","50-59","Department for Education (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","Knowledge and Information Management","Outside London","10","10","40400","34440"
"In post","2023","50-59","Department for Education (excl. agencies)","Legal","London","5","5","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","Legal","Outside London","15","15","58110","59300"
"In post","2023","50-59","Department for Education (excl. agencies)","Operational Delivery","London","100","100","49410","42090"
"In post","2023","50-59","Department for Education (excl. agencies)","Operational Delivery","Outside London","295","290","45380","38210"
"In post","2023","50-59","Department for Education (excl. agencies)","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","Operational Research","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","Policy","London","125","120","56220","56040"
"In post","2023","50-59","Department for Education (excl. agencies)","Policy","Outside London","245","230","42940","38210"
"In post","2023","50-59","Department for Education (excl. agencies)","Project Delivery","London","60","60","57430","57940"
"In post","2023","50-59","Department for Education (excl. agencies)","Project Delivery","Outside London","185","185","53120","52150"
"In post","2023","50-59","Department for Education (excl. agencies)","Property","London","5","5","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","Property","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","Social Research","London","5","5","[c]","[c]"
"In post","2023","50-59","Department for Education (excl. agencies)","Social Research","Outside London","20","20","47420","47560"
"In post","2023","50-59","Department for Education (excl. agencies)","Statistics","London","15","15","45200","43890"
"In post","2023","50-59","Department for Education (excl. agencies)","Statistics","Outside London","30","30","40790","41450"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","London","5","5","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Outside London","30","30","36840","37300"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","London","5","5","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Outside London","30","25","41450","38040"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","London","30","30","47460","43750"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","Outside London","200","195","47360","49400"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","London","20","20","50460","54330"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Outside London","120","115","43210","38110"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","London","20","20","50400","54740"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Outside London","75","75","47690","49400"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","Outside London","15","15","36830","30840"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","London","20","15","47340","42970"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","London","10","10","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","London","320","310","49450","44130"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Outside London","355","345","43600","37980"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Outside London","130","125","43210","38090"
"In post","2023","50-59","Department for International Trade","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for International Trade","Communications","London","5","5","[c]","[c]"
"In post","2023","50-59","Department for International Trade","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for International Trade","Digital, Data and Technology","London","20","20","55720","52960"
"In post","2023","50-59","Department for International Trade","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","Department for International Trade","Economics","London","5","5","[c]","[c]"
"In post","2023","50-59","Department for International Trade","Finance","London","25","25","47950","41750"
"In post","2023","50-59","Department for International Trade","Human Resources","London","25","25","47360","43590"
"In post","2023","50-59","Department for International Trade","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for International Trade","International Trade","London","170","170","56270","55500"
"In post","2023","50-59","Department for International Trade","International Trade","Outside London","155","150","46730","44410"
"In post","2023","50-59","Department for International Trade","International Trade","Overseas","25","25","64630","62230"
"In post","2023","50-59","Department for International Trade","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for International Trade","Operational Delivery","London","40","40","41070","36210"
"In post","2023","50-59","Department for International Trade","Operational Delivery","Outside London","5","5","[c]","[c]"
"In post","2023","50-59","Department for International Trade","Other","London","25","25","48280","36620"
"In post","2023","50-59","Department for International Trade","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for International Trade","Policy","London","15","15","51620","55370"
"In post","2023","50-59","Department for International Trade","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for International Trade","Project Delivery","London","25","20","51390","55370"
"In post","2023","50-59","Department for International Trade","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for International Trade","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for International Trade","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for International Trade","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for International Trade","Security","London","10","10","[c]","[c]"
"In post","2023","50-59","Department for International Trade","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for International Trade","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for International Trade","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for International Trade","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for International Trade","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","London","20","20","49480","45050"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","London","10","10","56900","47320"
"In post","2023","50-59","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","Outside London","10","10","60400","54630"
