"Status","Year","Age","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","50-59","Digital, Data & Technology","Department for Work and Pensions","Digital, Data and Technology","50","[c]","51470","54500"
"New entrant CS","2023","50-59","Digital, Data & Technology","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","Department of Health and Social Care","Digital, Data and Technology","10","[c]","65240","53400"
"New entrant CS","2023","50-59","Digital, Data & Technology","HM Land Registry","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","HM Revenue and Customs","Digital, Data and Technology","60","[c]","46050","41780"
"New entrant CS","2023","50-59","Digital, Data & Technology","HM Revenue and Customs","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","HM Revenue and Customs","Unknown","25","[c]","48850","44930"
"New entrant CS","2023","50-59","Digital, Data & Technology","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","Home Office","Digital, Data and Technology","15","[c]","48510","54360"
"New entrant CS","2023","50-59","Digital, Data & Technology","Home Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","30","[c]","38630","33910"
"New entrant CS","2023","50-59","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","10","[c]","30250","27110"
"New entrant CS","2023","50-59","Digital, Data & Technology","Ministry of Justice","Digital, Data and Technology","15","[c]","39630","37680"
"New entrant CS","2023","50-59","Digital, Data & Technology","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","10","[c]","40810","37760"
"New entrant CS","2023","50-59","Finance","Attorney General's Departments","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Finance","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Finance","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Finance","Department for Environment, Food and Rural Affairs","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Finance","Department for Levelling Up, Housing and Communities","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Finance","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Finance","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Finance","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Finance","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Finance","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Finance","HM Revenue and Customs","Finance","10","[c]","29590","22520"
"New entrant CS","2023","50-59","Finance","HM Revenue and Customs","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Finance","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Finance","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Finance","Home Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Finance","Ministry of Defence","Finance","20","[c]","35610","33000"
"New entrant CS","2023","50-59","Finance","Ministry of Justice","Finance","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Finance","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Finance","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Finance","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Finance","Scottish Government","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Finance","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Finance","UK Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Grants Management","Department for Environment, Food and Rural Affairs","Operational Delivery","65","[c]","23040","22150"
"New entrant CS","2023","50-59","Grants Management","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Human Resources","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Human Resources","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Human Resources","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Human Resources","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Human Resources","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","10","[c]","50930","49550"
"New entrant CS","2023","50-59","Human Resources","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Human Resources","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Human Resources","Department for Work and Pensions","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Human Resources","Department for Work and Pensions","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Human Resources","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Human Resources","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Human Resources","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Human Resources","HM Revenue and Customs","Human Resources","10","[c]","51940","52600"
"New entrant CS","2023","50-59","Human Resources","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Human Resources","Home Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Human Resources","Ministry of Defence","Human Resources","100","[c]","32990","29020"
"New entrant CS","2023","50-59","Human Resources","Ministry of Justice","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Human Resources","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Human Resources","National Crime Agency","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Human Resources","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Human Resources","Scottish Government","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Human Resources","UK Statistics Authority","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Internal Audit","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Internal Audit","HM Treasury","Internal Audit","10","[c]","49150","41000"
"New entrant CS","2023","50-59","Internal Audit","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Internal Audit","UK Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Legal","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Legal","Attorney General's Departments","Legal","40","[c]","50010","50480"
"New entrant CS","2023","50-59","Legal","Attorney General's Departments","Operational Delivery","40","[c]","22910","22870"
"New entrant CS","2023","50-59","Legal","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Legal","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Legal","Department for Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Legal","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Legal","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Legal","Department of Health and Social Care","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Legal","Department of Health and Social Care","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Legal","HM Revenue and Customs","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Legal","HM Revenue and Customs","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Legal","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Legal","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Legal","Ministry of Justice","Legal","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Legal","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Legal","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Legal","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Legal","Office of Gas and Electricity Markets","Legal","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Legal","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Legal","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","No function","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","No function","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","No function","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","No function","Cabinet Office","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","No function","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","No function","Charity Commission","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","No function","Department for Business, Energy and Industrial Strategy","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","No function","Department for Business, Energy and Industrial Strategy","Operational Delivery","30","[c]","28020","22180"
"New entrant CS","2023","50-59","No function","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","No function","Department for Business, Energy and Industrial Strategy","Policy","15","[c]","49220","40050"
"New entrant CS","2023","50-59","No function","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","No function","Department for Digital, Culture, Media and Sport","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","No function","Department for Education","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","No function","Department for Education","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","No function","Department for Environment, Food and Rural Affairs","Operational Delivery","60","[c]","25350","24920"
"New entrant CS","2023","50-59","No function","Department for Environment, Food and Rural Affairs","Policy","35","[c]","45960","43820"
