"Status","Year","Age","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","40-49","Digital, Data & Technology","Home Office","Digital, Data and Technology","25","[c]","59940","59250"
"Leaver CS","2023","40-49","Digital, Data & Technology","Home Office","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Home Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Ministry of Defence","Digital, Data and Technology","30","[c]","43210","40820"
"Leaver CS","2023","40-49","Digital, Data & Technology","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Ministry of Justice","Digital, Data and Technology","30","[c]","56820","57140"
"Leaver CS","2023","40-49","Digital, Data & Technology","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","National Crime Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Office of Gas and Electricity Markets","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Office of Rail and Road","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","The National Archives","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","UK Statistics Authority","Digital, Data and Technology","10","[c]","50350","55560"
"Leaver CS","2023","40-49","Digital, Data & Technology","UK Supreme Court","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Department for Business, Energy and Industrial Strategy","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Department for Education","Finance","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Department for Environment, Food and Rural Affairs","Finance","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Department for Levelling Up, Housing and Communities","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Department for Transport","Finance","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Department for Work and Pensions","Finance","10","[c]","40450","35940"
"Leaver CS","2023","40-49","Finance","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","HM Revenue and Customs","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","HM Revenue and Customs","Finance","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","HM Revenue and Customs","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","HM Revenue and Customs","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","HM Treasury","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Home Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Ministry of Defence","Finance","25","[c]","39750","34300"
"Leaver CS","2023","40-49","Finance","Ministry of Justice","Finance","10","[c]","38710","34740"
"Leaver CS","2023","40-49","Finance","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","The National Archives","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","UK Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Grants Management","Department for Environment, Food and Rural Affairs","Operational Delivery","30","[c]","23550","22150"
"Leaver CS","2023","40-49","Human Resources","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Human Resources","Cabinet Office","Unknown","25","[c]","49130","48290"
"Leaver CS","2023","40-49","Human Resources","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Human Resources","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Human Resources","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Human Resources","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Human Resources","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Human Resources","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Human Resources","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Human Resources","Department for Levelling Up, Housing and Communities","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Human Resources","Department for Transport","Human Resources","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Human Resources","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Human Resources","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Human Resources","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Human Resources","Department for Work and Pensions","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Human Resources","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Human Resources","Foreign, Commonwealth and Development Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Human Resources","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Human Resources","HM Revenue and Customs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Human Resources","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Human Resources","Home Office","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Human Resources","Ministry of Defence","Human Resources","100","[c]","35820","31540"
"Leaver CS","2023","40-49","Human Resources","Ministry of Justice","Human Resources","15","[c]","40110","33160"
"Leaver CS","2023","40-49","Human Resources","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Human Resources","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Human Resources","Office for Standards in Education, Children's Services and Skills","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Human Resources","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Human Resources","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Human Resources","UK Statistics Authority","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Human Resources","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Internal Audit","Department for Business, Energy and Industrial Strategy","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Internal Audit","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Internal Audit","HM Treasury","Internal Audit","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Internal Audit","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","Attorney General's Departments","Legal","105","[c]","59370","57870"
"Leaver CS","2023","40-49","Legal","Attorney General's Departments","Operational Delivery","25","[c]","24590","22870"
"Leaver CS","2023","40-49","Legal","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","Competition and Markets Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","Department for Education","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","HM Land Registry","Legal","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","HM Revenue and Customs","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","HM Revenue and Customs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","The National Archives","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Attorney General's Departments","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Cabinet Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Cabinet Office","Unknown","20","[c]","59450","54700"
"Leaver CS","2023","40-49","No function","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Charity Commission","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Department for Business, Energy and Industrial Strategy","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Department for Business, Energy and Industrial Strategy","Operational Delivery","20","[c]","32180","30650"
"Leaver CS","2023","40-49","No function","Department for Business, Energy and Industrial Strategy","Policy","60","[c]","59550","61330"
"Leaver CS","2023","40-49","No function","Department for Business, Energy and Industrial Strategy","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Department for Digital, Culture, Media and Sport","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Department for Digital, Culture, Media and Sport","Policy","15","[c]","54980","53210"
"Leaver CS","2023","40-49","No function","Department for Education","Operational Delivery","15","[c]","47310","41800"
"Leaver CS","2023","40-49","No function","Department for Education","Policy","15","[c]","53760","51640"
"Leaver CS","2023","40-49","No function","Department for Environment, Food and Rural Affairs","Operational Delivery","25","[c]","29340","26690"
"Leaver CS","2023","40-49","No function","Department for Environment, Food and Rural Affairs","Policy","40","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Department for Environment, Food and Rural Affairs","Science and Engineering","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Department for Environment, Food and Rural Affairs","Veterinarian","10","[c]","45770","45400"
"Leaver CS","2023","40-49","No function","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Department for International Trade","International Trade","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Department for Levelling Up, Housing and Communities","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Department for Levelling Up, Housing and Communities","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Department for Levelling Up, Housing and Communities","Planning Inspectors","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Department for Levelling Up, Housing and Communities","Policy","25","[c]","55940","53130"
"Leaver CS","2023","40-49","No function","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Department for Transport","Operational Delivery","190","[c]","26190","26780"
"Leaver CS","2023","40-49","No function","Department for Transport","Policy","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Department for Transport","Unknown","35","[c]","57570","56290"
"Leaver CS","2023","40-49","No function","Department for Work and Pensions","Operational Delivery","990","[c]","27090","27570"
"Leaver CS","2023","40-49","No function","Department for Work and Pensions","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Department for Work and Pensions","Science and Engineering","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Department of Health and Social Care","Medicine","20","[c]","56380","48530"
"Leaver CS","2023","40-49","No function","Department of Health and Social Care","Operational Delivery","295","[c]","46140","41280"
"Leaver CS","2023","40-49","No function","Department of Health and Social Care","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Department of Health and Social Care","Science and Engineering","100","[c]","39000","36870"
"Leaver CS","2023","40-49","No function","Food Standards Agency","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Food Standards Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","HM Land Registry","Operational Delivery","25","[c]","28120","23390"
"Leaver CS","2023","40-49","No function","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","HM Revenue and Customs","Operational Delivery","195","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","HM Revenue and Customs","Tax","90","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","HM Treasury","Policy","15","[c]","63040","61420"
"Leaver CS","2023","40-49","No function","Home Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Home Office","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Home Office","Digital, Data and Technology","10","[c]","59450","60840"
"Leaver CS","2023","40-49","No function","Home Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Home Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Home Office","Intelligence Analysis","15","[c]","30050","27650"
"Leaver CS","2023","40-49","No function","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Home Office","Operational Delivery","225","[c]","28670","25940"
"Leaver CS","2023","40-49","No function","Home Office","Other","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Home Office","Policy","20","[c]","54660","57460"
"Leaver CS","2023","40-49","No function","Home Office","Project Delivery","15","[c]","53140","55950"
"Leaver CS","2023","40-49","No function","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Home Office","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Ministry of Defence","Intelligence Analysis","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Ministry of Defence","Medicine","60","[c]","46100","40590"
"Leaver CS","2023","40-49","No function","Ministry of Defence","Operational Delivery","60","[c]","25320","22220"
"Leaver CS","2023","40-49","No function","Ministry of Defence","Other","25","[c]","26570","21580"
"Leaver CS","2023","40-49","No function","Ministry of Defence","Policy","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Ministry of Defence","Science and Engineering","50","[c]","41020","41200"
"Leaver CS","2023","40-49","No function","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Ministry of Justice","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Ministry of Justice","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Ministry of Justice","Legal","20","[c]","43080","42040"
"Leaver CS","2023","40-49","No function","Ministry of Justice","Operational Delivery","1100","[c]","27130","21780"
"Leaver CS","2023","40-49","No function","Ministry of Justice","Policy","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Ministry of Justice","Psychology","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Ministry of Justice","Unknown","85","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","National Crime Agency","Operational Delivery","45","[c]","43950","41880"
"Leaver CS","2023","40-49","No function","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","30","[c]","69770","77470"
"Leaver CS","2023","40-49","No function","Office for Standards in Education, Children's Services and Skills","Other","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Office of Gas and Electricity Markets","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Office of Gas and Electricity Markets","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Office of Qualifications and Examinations Regulation","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Office of Qualifications and Examinations Regulation","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Scottish Government","Operational Delivery","60","[c]","30560","25060"
"Leaver CS","2023","40-49","No function","Scottish Government","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Scottish Government","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","The National Archives","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","The National Archives","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","UK Statistics Authority","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","UK Statistics Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","UK Statistics Authority","Operational Delivery","35","[c]","27180","21200"
"Leaver CS","2023","40-49","No function","Water Services Regulation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Water Services Regulation Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","Cabinet Office","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","Competition and Markets Authority","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","Department for Business, Energy and Industrial Strategy","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","Department for Business, Energy and Industrial Strategy","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","Department for Education","Project Delivery","15","[c]","52510","53190"
"Leaver CS","2023","40-49","Project Delivery","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","Department for Levelling Up, Housing and Communities","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","Department for Work and Pensions","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","Foreign, Commonwealth and Development Office","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","HM Land Registry","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","HM Revenue and Customs","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","HM Revenue and Customs","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","HM Revenue and Customs","Project Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","Ministry of Defence","Project Delivery","85","[c]","47670","42710"
"Leaver CS","2023","40-49","Project Delivery","Ministry of Defence","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","National Crime Agency","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","UK Statistics Authority","Project Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","Cabinet Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","Cabinet Office","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","Department for Business, Energy and Industrial Strategy","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","Department for Environment, Food and Rural Affairs","Property","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","Department for Transport","Property","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","Foreign, Commonwealth and Development Office","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","HM Revenue and Customs","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","HM Revenue and Customs","Property","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","Ministry of Defence","Property","15","[c]","29290","28360"
"Leaver CS","2023","40-49","Property","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","Ministry of Justice","Property","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","Scottish Government","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
