"Status","Year","Function_of_post","Profession_of_post","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","No function","International Trade","Suffolk CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Tyneside","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Tyneside","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","West Surrey","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","West Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","Westminster","Female","655","645","49780","46660"
"In post","2023","No function","International Trade","Westminster","Male","700","695","51370","55370"
"In post","2023","No function","International Trade","York","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","International Trade","York","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Barnsley, Doncaster and Rotherham","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Barnsley, Doncaster and Rotherham","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Belfast","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Belfast","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Birmingham","Female","5","5","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Birmingham","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Blackburn with Darwen","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Blackburn with Darwen","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Blackpool","Female","5","5","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Blackpool","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Bournemouth, Christchurch and Poole","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Bournemouth, Christchurch and Poole","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Bradford","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Bradford","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Bridgend and Neath Port Talbot","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Bridgend and Neath Port Talbot","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Bristol, City of","Female","15","15","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Bristol, City of","Male","15","15","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Calderdale and Kirklees","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Calderdale and Kirklees","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Camden and City of London","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Camden and City of London","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Cardiff and Vale of Glamorgan","Female","10","10","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Chorley and West Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Chorley and West Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","City of Edinburgh","Female","10","5","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","City of Edinburgh","Male","10","10","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Conwy and Denbighshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Conwy and Denbighshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Coventry","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Coventry","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Croydon","Female","15","15","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Croydon","Male","10","10","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Darlington","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Darlington","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Derby","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Derby","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Devon CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Durham","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Durham","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","East Ayrshire and North Ayrshire mainland","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","East Ayrshire and North Ayrshire mainland","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","East Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","East Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","East Sussex CC","Female","5","5","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","East Sussex CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Glasgow City","Female","10","10","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Glasgow City","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Greater Manchester North East","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Greater Manchester North East","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Greater Manchester North West","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Greater Manchester North West","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Greater Manchester South West","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Greater Manchester South West","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Gwynedd","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Gwynedd","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Hackney and Newham","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Hackney and Newham","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Hounslow and Richmond upon Thames","Female","50","50","34830","31450"
"In post","2023","No function","Knowledge and Information Management","Hounslow and Richmond upon Thames","Male","35","35","35170","30960"
"In post","2023","No function","Knowledge and Information Management","Inverclyde, East Renfrewshire, and Renfrewshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Inverclyde, East Renfrewshire, and Renfrewshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Lambeth","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Lambeth","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Leeds","Female","10","10","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Leeds","Male","10","10","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Leicester","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Leicester","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Leicestershire CC and Rutland","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Leicestershire CC and Rutland","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Liverpool","Female","5","5","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Liverpool","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Manchester","Female","5","5","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Medway","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Medway","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Merton, Kingston upon Thames and Sutton","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Mid Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Monmouthshire and Newport","Female","10","10","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Monmouthshire and Newport","Male","5","5","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","North Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","North Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Norwich and East Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Nottingham","Female","5","5","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Nottingham","Male","[c]","[c]","[c]","[c]"
"In post","2023","No function","Knowledge and Information Management","Plymouth","Female","[c]","[c]","[c]","[c]"
