"Status","Year","Ethnicity","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Mixed","The National Archives","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The National Archives","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The National Archives","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2023","Mixed","The National Archives","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The National Archives","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The National Archives","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The National Archives","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The National Archives","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The National Archives","Other","London","5","5","[c]","[c]"
"In post","2023","Mixed","The National Archives","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The National Archives","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Transport Scotland","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Debt Management Office","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Debt Management Office","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Debt Management Office","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Debt Management Office","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Debt Management Office","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Debt Management Office","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Debt Management Office","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Debt Management Office","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Debt Management Office","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Debt Management Office","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Debt Management Office","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Debt Management Office","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Debt Management Office","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","Operational Delivery","London","10","10","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Legal","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Medicine","London","5","5","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Operational Delivery","London","35","35","42520","33330"
"In post","2023","Mixed","UK Health Security Agency","Operational Delivery","Outside London","25","20","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Science and Engineering","London","15","15","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Science and Engineering","Outside London","10","10","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Hydrographic Office","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Hydrographic Office","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Hydrographic Office","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Hydrographic Office","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Hydrographic Office","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Hydrographic Office","Geography","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Hydrographic Office","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Hydrographic Office","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Hydrographic Office","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Hydrographic Office","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Hydrographic Office","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Hydrographic Office","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Hydrographic Office","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Hydrographic Office","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Hydrographic Office","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Hydrographic Office","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Space Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Space Agency","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Space Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Space Agency","Corporate Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Space Agency","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Space Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Space Agency","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Space Agency","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Space Agency","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Space Agency","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Space Agency","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Space Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Space Agency","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Space Agency","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Space Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Space Agency","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Space Agency","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Space Agency","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Space Agency","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Space Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Space Agency","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Space Agency","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Space Agency","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Space Agency","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Digital, Data and Technology","Outside London","15","15","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Economics","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Geography","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Operational Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Operational Delivery","Outside London","45","35","28660","25100"
"In post","2023","Mixed","UK Statistics Authority","Operational Research","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Property","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Security","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Statistics Authority","Security","Outside London","[c]","[c]","[c]","[c]"
