"Status","Year","Disability","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Unknown","Revenue Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Revenue Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Revenue Scotland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Royal Fleet Auxiliary","Unknown","Unknown","150","[c]","22470","17530"
"New entrant CS","2023","Unknown","Rural Payments Agency","AA/AO","AO","65","[c]","21970","22150"
"New entrant CS","2023","Unknown","Rural Payments Agency","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Rural Payments Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Rural Payments Agency","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Scottish Courts and Tribunals Service","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Scottish Courts and Tribunals Service","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Scottish Courts and Tribunals Service","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Scottish Courts and Tribunals Service","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Scottish Courts and Tribunals Service","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Scottish Fiscal Commission","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Scottish Government (excl. agencies)","AA/AO","AA","60","[c]","24010","22180"
"New entrant CS","2023","Unknown","Scottish Government (excl. agencies)","AA/AO","AO","65","[c]","26160","25710"
"New entrant CS","2023","Unknown","Scottish Government (excl. agencies)","EO","EO","115","[c]","29560","29100"
"New entrant CS","2023","Unknown","Scottish Government (excl. agencies)","G6/G7","G6","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Scottish Government (excl. agencies)","G6/G7","G7","90","[c]","56010","52360"
"New entrant CS","2023","Unknown","Scottish Government (excl. agencies)","SCS level","SCS level","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Scottish Government (excl. agencies)","SEO/HEO","HEO","165","[c]","34440","33520"
"New entrant CS","2023","Unknown","Scottish Government (excl. agencies)","SEO/HEO","SEO","105","[c]","43670","41640"
"New entrant CS","2023","Unknown","Scottish Prison Service","AA/AO","AA","60","[c]","22780","22920"
"New entrant CS","2023","Unknown","Scottish Prison Service","AA/AO","AO","240","[c]","25010","24710"
"New entrant CS","2023","Unknown","Scottish Prison Service","EO","EO","80","[c]","31320","31290"
"New entrant CS","2023","Unknown","Scottish Prison Service","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Scottish Prison Service","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Scottish Prison Service","SEO/HEO","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Scottish Public Pensions Agency","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Scottish Public Pensions Agency","AA/AO","AO","55","[c]","25710","25710"
"New entrant CS","2023","Unknown","Scottish Public Pensions Agency","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Scottish Public Pensions Agency","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Scottish Public Pensions Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Scottish Public Pensions Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Scottish Public Pensions Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Serious Fraud Office","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Social Security Scotland","AA/AO","AA","595","[c]","22220","22180"
"New entrant CS","2023","Unknown","Social Security Scotland","AA/AO","AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Social Security Scotland","EO","EO","410","[c]","29420","29100"
"New entrant CS","2023","Unknown","Social Security Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Social Security Scotland","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Social Security Scotland","SEO/HEO","HEO","130","[c]","35820","35020"
"New entrant CS","2023","Unknown","Social Security Scotland","SEO/HEO","SEO","50","[c]","44790","44890"
"New entrant CS","2023","Unknown","Standards and Testing Agency","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Standards and Testing Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Standards and Testing Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Student Awards Agency for Scotland","AA/AO","AA","50","[c]","22180","22180"
"New entrant CS","2023","Unknown","Student Awards Agency for Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Student Awards Agency for Scotland","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Student Awards Agency for Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Student Awards Agency for Scotland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Submarine Delivery Agency","Unknown","Unknown","145","[c]","31440","27540"
"New entrant CS","2023","Unknown","Teaching Regulation Agency","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","The Insolvency Service","AA/AO","AO","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","The Insolvency Service","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","The Insolvency Service","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","The Insolvency Service","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","The Insolvency Service","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","The National Archives","AA/AO","AO","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","The National Archives","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","The National Archives","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","The National Archives","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","The National Archives","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","The National Archives","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Transport Scotland","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Transport Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Transport Scotland","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Transport Scotland","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Transport Scotland","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Transport Scotland","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Transport Scotland","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Debt Management Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Debt Management Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Debt Management Office","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Debt Management Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Health Security Agency","AA/AO","AA","30","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Health Security Agency","AA/AO","AO","115","[c]","22100","20880"
"New entrant CS","2023","Unknown","UK Health Security Agency","EO","EO","145","[c]","26150","26000"
"New entrant CS","2023","Unknown","UK Health Security Agency","G6/G7","G6","75","[c]","72140","66660"
"New entrant CS","2023","Unknown","UK Health Security Agency","G6/G7","G7","130","[c]","53150","53400"
"New entrant CS","2023","Unknown","UK Health Security Agency","SCS level","SCS level","40","[c]","110370","108690"
"New entrant CS","2023","Unknown","UK Health Security Agency","SEO/HEO","HEO","170","[c]","32860","32980"
"New entrant CS","2023","Unknown","UK Health Security Agency","SEO/HEO","SEO","175","[c]","40430","40880"
"New entrant CS","2023","Unknown","UK Hydrographic Office","AA/AO","AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Hydrographic Office","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Hydrographic Office","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Hydrographic Office","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Hydrographic Office","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Space Agency","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Space Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Space Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Space Agency","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Space Agency","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Statistics Authority","AA/AO","AA","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Statistics Authority","AA/AO","AO","185","[c]","21570","21200"
"New entrant CS","2023","Unknown","UK Statistics Authority","EO","EO","55","[c]","25220","24840"
"New entrant CS","2023","Unknown","UK Statistics Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Statistics Authority","G6/G7","G7","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Statistics Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Statistics Authority","SEO/HEO","HEO","80","[c]","31560","31060"
"New entrant CS","2023","Unknown","UK Statistics Authority","SEO/HEO","SEO","35","[c]","38540","37760"
"New entrant CS","2023","Unknown","UK Supreme Court","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","UK Supreme Court","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Valuation Office Agency","AA/AO","AO","125","[c]","22800","22520"
"New entrant CS","2023","Unknown","Valuation Office Agency","EO","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Valuation Office Agency","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Valuation Office Agency","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Valuation Office Agency","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Welsh Government (excl. agencies)","AA/AO","AO","35","[c]","22100","22150"
"New entrant CS","2023","Unknown","Welsh Government (excl. agencies)","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Welsh Government (excl. agencies)","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Welsh Government (excl. agencies)","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Welsh Government (excl. agencies)","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Welsh Revenue Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","","",""
"Version","Generated on 2023-07-28, with GIT d545f65.","","","","","","","",""
"Data column","Description","","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","","",""
"Organisation","Executive Agencies, Ministerial and Non-Ministerial Departments, Crown Non-departmental Public Bodies.","","","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","","","",""
"Responsibility_level_ungrouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","","",""
"","Responsibility_level_ungrouped shows the mapped grades at a higher level of detail, however not all Government Departments / bodies have distinct grades that map exactly to these levels so figures should be considered as approximations and treated with caution.","","","","","","","",""
"Disability","Self reported disability.","","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","","",""
