"Status","Year","Disability","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data and Technology","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data and Technology","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data and Technology","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data and Technology","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data and Technology","London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data and Technology","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data and Technology","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data and Technology","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data and Technology","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data and Technology","Outside London","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data and Technology","Outside London","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data and Technology","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data and Technology","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data and Technology","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data and Technology","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Digital, Data and Technology","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Economics","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Economics","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Economics","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Economics","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Economics","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Economics","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Economics","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Economics","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Geography","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Geography","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","London","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Outside London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Outside London","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Inspector of Education and Training","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Intelligence Analysis","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Intelligence Analysis","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Intelligence Analysis","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Intelligence Analysis","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Intelligence Analysis","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Intelligence Analysis","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Intelligence Analysis","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Intelligence Analysis","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Intelligence Analysis","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Intelligence Analysis","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","International Trade","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","International Trade","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","International Trade","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","International Trade","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","International Trade","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","International Trade","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","International Trade","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","International Trade","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","International Trade","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","International Trade","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","International Trade","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","International Trade","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","International Trade","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Knowledge and Information Management","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Knowledge and Information Management","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Knowledge and Information Management","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Knowledge and Information Management","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Knowledge and Information Management","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Knowledge and Information Management","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Knowledge and Information Management","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Knowledge and Information Management","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Knowledge and Information Management","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Knowledge and Information Management","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Medicine","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Medicine","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Medicine","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Medicine","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Medicine","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Medicine","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Medicine","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","London","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","London","EO","50","[c]","31230","31060"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","London","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","Outside London","AA","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","Outside London","AO","205","[c]","21860","21690"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","Outside London","EO","200","[c]","27730","28120"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","Outside London","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","Outside London","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","Outside London","HEO","40","[c]","32940","32670"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","Outside London","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Research","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Research","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Research","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Research","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Research","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Research","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Operational Research","Outside London","G7","[c]","[c]","[c]","[c]"
