"Status","Year","Disability","Function_of_post","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Project Delivery","Department for Environment, Food and Rural Affairs","Operational Delivery","60","55","28100","25920"
"In post","2023","Declared non-disabled","Project Delivery","Department for Environment, Food and Rural Affairs","Project Delivery","145","135","37800","37300"
"In post","2023","Declared non-disabled","Project Delivery","Department for Environment, Food and Rural Affairs","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for International Trade","Operational Delivery","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for International Trade","Policy","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for International Trade","Project Delivery","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Levelling Up, Housing and Communities","Operational Delivery","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Levelling Up, Housing and Communities","Project Delivery","125","120","50080","49700"
"In post","2023","Declared non-disabled","Project Delivery","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Transport","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Transport","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Transport","Policy","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Transport","Project Delivery","375","365","53060","55190"
"In post","2023","Declared non-disabled","Project Delivery","Department for Transport","Science and Engineering","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Work and Pensions","Operational Delivery","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Work and Pensions","Other","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Work and Pensions","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department for Work and Pensions","Project Delivery","1075","980","40430","38470"
"In post","2023","Declared non-disabled","Project Delivery","Department for Work and Pensions","Science and Engineering","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department of Health and Social Care","Medicine","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department of Health and Social Care","Operational Delivery","30","30","50930","41900"
"In post","2023","Declared non-disabled","Project Delivery","Department of Health and Social Care","Operational Research","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department of Health and Social Care","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department of Health and Social Care","Policy","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department of Health and Social Care","Project Delivery","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Department of Health and Social Care","Science and Engineering","130","125","56700","55210"
"In post","2023","Declared non-disabled","Project Delivery","Department of Health and Social Care","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Estyn","Inspector of Education and Training","60","55","78360","78500"
"In post","2023","Declared non-disabled","Project Delivery","Estyn","Operational Delivery","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Estyn","Project Delivery","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Estyn","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Food Standards Agency","Project Delivery","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Foreign, Commonwealth and Development Office","Other","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Foreign, Commonwealth and Development Office","Policy","185","175","52420","54960"
"In post","2023","Declared non-disabled","Project Delivery","Foreign, Commonwealth and Development Office","Project Delivery","200","195","49900","49140"
"In post","2023","Declared non-disabled","Project Delivery","HM Land Registry","Project Delivery","105","105","40930","39520"
"In post","2023","Declared non-disabled","Project Delivery","HM Revenue and Customs","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","HM Revenue and Customs","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","HM Revenue and Customs","Operational Delivery","215","205","36610","34700"
"In post","2023","Declared non-disabled","Project Delivery","HM Revenue and Customs","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","HM Revenue and Customs","Other","40","35","49990","45960"
"In post","2023","Declared non-disabled","Project Delivery","HM Revenue and Customs","Policy","745","710","59170","59180"
"In post","2023","Declared non-disabled","Project Delivery","HM Revenue and Customs","Project Delivery","2075","2005","48890","42510"
"In post","2023","Declared non-disabled","Project Delivery","HM Revenue and Customs","Tax","405","375","37510","35000"
"In post","2023","Declared non-disabled","Project Delivery","HM Revenue and Customs","Unknown","135","130","45850","41780"
"In post","2023","Declared non-disabled","Project Delivery","HM Treasury","Project Delivery","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Home Office","Other","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Home Office","Policy","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Home Office","Project Delivery","30","30","55720","59000"
"In post","2023","Declared non-disabled","Project Delivery","Ministry of Defence","Communications","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Ministry of Defence","Knowledge and Information Management","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Ministry of Defence","Operational Delivery","455","435","41240","39890"
"In post","2023","Declared non-disabled","Project Delivery","Ministry of Defence","Operational Research","55","55","46210","49260"
"In post","2023","Declared non-disabled","Project Delivery","Ministry of Defence","Other","35","30","44200","39890"
"In post","2023","Declared non-disabled","Project Delivery","Ministry of Defence","Policy","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Ministry of Defence","Project Delivery","3975","3850","44750","41380"
"In post","2023","Declared non-disabled","Project Delivery","Ministry of Defence","Science and Engineering","595","585","45250","43400"
"In post","2023","Declared non-disabled","Project Delivery","Ministry of Justice","Communications","10","10","[c]","[c]"
