"Status","Year","Age","Function_of_post","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","No function","International Trade","London","495","495","41850","41550"
"In post","2023","20-29","No function","International Trade","Outside London","80","80","33830","32800"
"In post","2023","20-29","No function","International Trade","Overseas","25","25","43400","39700"
"In post","2023","20-29","No function","Knowledge and Information Management","London","65","60","34110","33760"
"In post","2023","20-29","No function","Knowledge and Information Management","Outside London","55","55","27970","26340"
"In post","2023","20-29","No function","Legal","London","20","20","40650","39530"
"In post","2023","20-29","No function","Legal","Outside London","90","90","34490","31270"
"In post","2023","20-29","No function","Medicine","London","15","15","42730","34190"
"In post","2023","20-29","No function","Medicine","Outside London","95","85","32630","32930"
"In post","2023","20-29","No function","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","Operational Delivery","London","5040","4975","32590","32520"
"In post","2023","20-29","No function","Operational Delivery","Outside London","32240","31530","26460","25750"
"In post","2023","20-29","No function","Operational Delivery","Overseas","15","15","38800","38310"
"In post","2023","20-29","No function","Operational Delivery","Unknown","85","80","25350","25750"
"In post","2023","20-29","No function","Operational Research","London","25","25","42560","40030"
"In post","2023","20-29","No function","Operational Research","Outside London","40","40","25520","22520"
"In post","2023","20-29","No function","Other","London","260","260","34680","31730"
"In post","2023","20-29","No function","Other","Outside London","590","580","27020","25880"
"In post","2023","20-29","No function","Other","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","Planning","London","20","20","38870","38070"
"In post","2023","20-29","No function","Planning","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","No function","Planning Inspectors","Outside London","10","10","32020","28430"
"In post","2023","20-29","No function","Policy","London","5730","5715","42660","41060"
"In post","2023","20-29","No function","Policy","Outside London","1550","1540","34970","31660"
"In post","2023","20-29","No function","Policy","Overseas","220","220","37420","33620"
"In post","2023","20-29","No function","Policy","Unknown","10","5","[c]","[c]"
"In post","2023","20-29","No function","Project Delivery","London","170","170","42570","36180"
"In post","2023","20-29","No function","Project Delivery","Outside London","85","85","33280","32000"
"In post","2023","20-29","No function","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","Psychology","London","40","35","32010","31310"
"In post","2023","20-29","No function","Psychology","Outside London","355","355","29910","30940"
"In post","2023","20-29","No function","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","Science and Engineering","London","165","165","37550","36920"
"In post","2023","20-29","No function","Science and Engineering","Outside London","1285","1280","30210","29080"
"In post","2023","20-29","No function","Science and Engineering","Overseas","5","5","[c]","[c]"
"In post","2023","20-29","No function","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","Security","London","25","25","39630","36750"
"In post","2023","20-29","No function","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","No function","Social Research","London","10","10","39240","36710"
"In post","2023","20-29","No function","Social Research","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","No function","Statistics","London","30","30","33090","29920"
"In post","2023","20-29","No function","Statistics","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","No function","Tax","London","205","200","42410","39450"
"In post","2023","20-29","No function","Tax","Outside London","2130","2090","30560","28130"
"In post","2023","20-29","No function","Unknown","London","1125","1120","41570","39450"
"In post","2023","20-29","No function","Unknown","Outside London","805","795","30570","27890"
"In post","2023","20-29","No function","Unknown","Unknown","10","10","50360","55790"
"In post","2023","20-29","No function","Veterinarian","Outside London","20","20","31430","30320"
"In post","2023","20-29","Project Delivery","Communications","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","Communications","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Project Delivery","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2023","20-29","Project Delivery","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Project Delivery","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","Medicine","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","Operational Delivery","London","55","55","35700","33500"
"In post","2023","20-29","Project Delivery","Operational Delivery","Outside London","190","185","28790","30320"
"In post","2023","20-29","Project Delivery","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","Operational Research","London","10","10","[c]","[c]"
"In post","2023","20-29","Project Delivery","Operational Research","Outside London","30","30","34540","30650"
"In post","2023","20-29","Project Delivery","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","Other","Outside London","45","45","23520","19180"
"In post","2023","20-29","Project Delivery","Planning","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","Policy","London","230","230","42840","40600"
"In post","2023","20-29","Project Delivery","Policy","Outside London","60","60","37350","35000"
"In post","2023","20-29","Project Delivery","Policy","Overseas","5","5","[c]","[c]"
"In post","2023","20-29","Project Delivery","Project Delivery","London","675","675","38740","35700"
"In post","2023","20-29","Project Delivery","Project Delivery","Outside London","1495","1485","33670","32500"
"In post","2023","20-29","Project Delivery","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","Science and Engineering","London","35","35","39410","34110"
"In post","2023","20-29","Project Delivery","Science and Engineering","Outside London","345","345","31170","30650"
"In post","2023","20-29","Project Delivery","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","Tax","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Project Delivery","Tax","Outside London","45","45","31590","34400"
"In post","2023","20-29","Project Delivery","Unknown","London","25","25","49730","56430"
"In post","2023","20-29","Project Delivery","Unknown","Outside London","40","40","38080","34850"
"In post","2023","20-29","Property","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","Finance","Outside London","10","10","38040","36020"
"In post","2023","20-29","Property","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Property","Operational Delivery","London","10","10","[c]","[c]"
"In post","2023","20-29","Property","Operational Delivery","Outside London","185","180","25120","22520"
"In post","2023","20-29","Property","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","Other","Outside London","35","30","29040","28490"
"In post","2023","20-29","Property","Policy","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","Project Delivery","London","5","5","[c]","[c]"
"In post","2023","20-29","Property","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","Property","London","185","180","35070","32480"
"In post","2023","20-29","Property","Property","Outside London","650","640","29460","27140"
"In post","2023","20-29","Property","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Property","Unknown","London","5","5","[c]","[c]"
"In post","2023","20-29","Property","Unknown","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","Digital, Data and Technology","London","5","5","[c]","[c]"
"In post","2023","20-29","Security","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Security","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","Human Resources","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","Security","Intelligence Analysis","London","40","40","39350","37060"
"In post","2023","20-29","Security","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","Other","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","Policy","London","15","15","41690","41410"
"In post","2023","20-29","Security","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","Policy","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","Security","London","160","155","37080","36140"
"In post","2023","20-29","Security","Security","Outside London","865","860","28560","27480"
"In post","2023","20-29","Security","Security","Overseas","10","10","[c]","[c]"
"In post","2023","20-29","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Security","Unknown","London","40","40","35160","32480"
"In post","2023","20-29","Security","Unknown","Outside London","115","115","26470","24610"
"In post","2023","20-29","Security","Unknown","Unknown","25","25","25570","24610"
"In post","2023","20-29","Unknown","Communications","Outside London","15","15","32980","30610"
"In post","2023","20-29","Unknown","Digital, Data and Technology","Outside London","20","20","29260","27890"
"In post","2023","20-29","Unknown","Economics","Outside London","15","15","39440","36590"
"In post","2023","20-29","Unknown","Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Finance","Outside London","25","25","29550","27890"
"In post","2023","20-29","Unknown","Human Resources","Outside London","60","60","24630","22150"
"In post","2023","20-29","Unknown","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
