"Status","Year","Age","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","40-49","Digital, Data & Technology","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Unknown","35","[c]","61000","60500"
"Leaver CS","2023","40-49","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Finance","95","[c]","46710","42100"
"Leaver CS","2023","40-49","Finance","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Grants Management","Operational Delivery","30","[c]","23550","22150"
"Leaver CS","2023","40-49","Human Resources","Human Resources","175","[c]","40070","34310"
"Leaver CS","2023","40-49","Human Resources","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Human Resources","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Human Resources","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Human Resources","Unknown","25","[c]","49770","54710"
"Leaver CS","2023","40-49","Internal Audit","Internal Audit","10","[c]","50500","49530"
"Leaver CS","2023","40-49","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","Legal","140","[c]","59140","56930"
"Leaver CS","2023","40-49","Legal","Operational Delivery","30","[c]","24590","22870"
"Leaver CS","2023","40-49","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Legal","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Communications","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Digital, Data and Technology","15","[c]","56380","59000"
"Leaver CS","2023","40-49","No function","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Inspector of Education and Training","30","[c]","69770","77470"
"Leaver CS","2023","40-49","No function","Intelligence Analysis","20","[c]","32390","28730"
"Leaver CS","2023","40-49","No function","International Trade","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Knowledge and Information Management","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Legal","20","[c]","43080","42040"
"Leaver CS","2023","40-49","No function","Medicine","80","[c]","48640","40590"
"Leaver CS","2023","40-49","No function","Operational Delivery","3310","[c]","30430","27570"
"Leaver CS","2023","40-49","No function","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Other","55","[c]","35290","27630"
"Leaver CS","2023","40-49","No function","Planning Inspectors","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Policy","220","[c]","56590","53600"
"Leaver CS","2023","40-49","No function","Project Delivery","20","[c]","51680","54470"
"Leaver CS","2023","40-49","No function","Psychology","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Science and Engineering","165","[c]","39280","37420"
"Leaver CS","2023","40-49","No function","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Tax","90","[c]","[c]","[c]"
"Leaver CS","2023","40-49","No function","Unknown","145","[c]","57560","55190"
"Leaver CS","2023","40-49","No function","Veterinarian","15","[c]","45120","41410"
"Leaver CS","2023","40-49","Project Delivery","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","Policy","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","Project Delivery","180","[c]","49180","47270"
"Leaver CS","2023","40-49","Project Delivery","Science and Engineering","10","[c]","47450","45320"
"Leaver CS","2023","40-49","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Project Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","Operational Delivery","10","[c]","26320","22520"
"Leaver CS","2023","40-49","Property","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Property","Property","60","[c]","39020","33990"
"Leaver CS","2023","40-49","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Security","Security","95","[c]","32750","30380"
"Leaver CS","2023","40-49","Security","Unknown","10","[c]","41160","41160"
"Leaver CS","2023","40-49","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Medicine","15","[c]","71070","73730"
"Leaver CS","2023","40-49","Unknown","Operational Delivery","15","[c]","37400","33090"
"Leaver CS","2023","40-49","Unknown","Other","50","[c]","43190","39350"
"Leaver CS","2023","40-49","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Policy","15","[c]","54860","45610"
"Leaver CS","2023","40-49","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Science and Engineering","15","[c]","51560","43400"
"Leaver CS","2023","40-49","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","Unknown","290","[c]","45610","38330"
"Leaver CS","2023","50-59","Analysis","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Science and Engineering","20","[c]","46690","49260"
"Leaver CS","2023","50-59","Analysis","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Statistics","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Commercial","60","[c]","49690","41770"
"Leaver CS","2023","50-59","Commercial","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Commercial","Unknown","40","[c]","87630","71510"
"Leaver CS","2023","50-59","Communications","Communications","35","[c]","46570","40390"
"Leaver CS","2023","50-59","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Counter Fraud","90","[c]","29790","27840"
"Leaver CS","2023","50-59","Counter Fraud","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Legal","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Operational Delivery","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Other","15","[c]","26350","28120"
"Leaver CS","2023","50-59","Counter Fraud","Tax","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Debt","Operational Delivery","70","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Debt","Other","65","[c]","22670","21690"
"Leaver CS","2023","50-59","Debt","Tax","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","Digital, Data and Technology","295","[c]","48810","44620"
"Leaver CS","2023","50-59","Digital, Data & Technology","Knowledge and Information Management","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","Operational Delivery","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","Science and Engineering","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","Unknown","15","[c]","59870","60640"
"Leaver CS","2023","50-59","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Finance","145","[c]","46200","41760"
"Leaver CS","2023","50-59","Finance","Operational Delivery","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Grants Management","Operational Delivery","30","[c]","22830","22150"
"Leaver CS","2023","50-59","Grants Management","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Human Resources","285","[c]","37980","33300"
"Leaver CS","2023","50-59","Human Resources","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Unknown","20","[c]","63730","50990"
"Leaver CS","2023","50-59","Internal Audit","Internal Audit","20","[c]","50900","41620"
"Leaver CS","2023","50-59","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","Legal","105","[c]","61760","60800"
"Leaver CS","2023","50-59","Legal","Operational Delivery","45","[c]","27790","28540"
"Leaver CS","2023","50-59","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","No function","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","No function","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","No function","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","No function","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","No function","Inspector of Education and Training","55","[c]","65730","77470"
"Leaver CS","2023","50-59","No function","Intelligence Analysis","30","[c]","32940","31950"
"Leaver CS","2023","50-59","No function","International Trade","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","No function","Knowledge and Information Management","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","No function","Legal","35","[c]","46400","45160"
"Leaver CS","2023","50-59","No function","Medicine","65","[c]","62080","47670"
"Leaver CS","2023","50-59","No function","Operational Delivery","4500","[c]","29900","27570"
"Leaver CS","2023","50-59","No function","Other","110","[c]","32500","26350"
"Leaver CS","2023","50-59","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","No function","Policy","155","[c]","57580","56450"
"Leaver CS","2023","50-59","No function","Project Delivery","10","[c]","48570","46190"
"Leaver CS","2023","50-59","No function","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","No function","Psychology","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","No function","Science and Engineering","160","[c]","42210","41660"
"Leaver CS","2023","50-59","No function","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","No function","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","No function","Tax","130","[c]","[c]","[c]"
"Leaver CS","2023","50-59","No function","Unknown","225","[c]","62120","54760"
"Leaver CS","2023","50-59","No function","Veterinarian","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","Operational Delivery","15","[c]","42330","36240"
"Leaver CS","2023","50-59","Project Delivery","Policy","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","Project Delivery","180","[c]","49500","43310"
"Leaver CS","2023","50-59","Project Delivery","Science and Engineering","15","[c]","53240","46880"
"Leaver CS","2023","50-59","Project Delivery","Tax","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Operational Delivery","20","[c]","34710","22520"
"Leaver CS","2023","50-59","Property","Other","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","Property","95","[c]","39400","34300"
"Leaver CS","2023","50-59","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Security","200","[c]","36430","36460"
"Leaver CS","2023","50-59","Security","Unknown","40","[c]","31940","33000"
"Leaver CS","2023","50-59","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Medicine","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Operational Delivery","20","[c]","47420","39710"
"Leaver CS","2023","50-59","Unknown","Other","50","[c]","48840","44000"
"Leaver CS","2023","50-59","Unknown","Policy","40","[c]","49380","43760"
"Leaver CS","2023","50-59","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Science and Engineering","10","[c]","55280","49260"
"Leaver CS","2023","50-59","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Unknown","315","[c]","45040","41500"
"Leaver CS","2023","60-64","Analysis","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","Other","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","Science and Engineering","15","[c]","45410","49260"
"Leaver CS","2023","60-64","Analysis","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","Statistics","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Commercial","50","[c]","43550","39920"
"Leaver CS","2023","60-64","Commercial","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Unknown","15","[c]","65430","64500"
"Leaver CS","2023","60-64","Communications","Communications","15","[c]","41400","36880"
"Leaver CS","2023","60-64","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","Counter Fraud","85","[c]","30970","28120"
"Leaver CS","2023","60-64","Counter Fraud","Legal","30","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","Operational Delivery","30","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","Other","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","Tax","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Debt","Operational Delivery","55","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Debt","Other","60","[c]","24150","21690"
"Leaver CS","2023","60-64","Debt","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Digital, Data and Technology","145","[c]","42900","40100"
"Leaver CS","2023","60-64","Digital, Data & Technology","Knowledge and Information Management","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Operational Delivery","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Finance","130","[c]","45570","42380"
"Leaver CS","2023","60-64","Finance","Operational Delivery","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Grants Management","Operational Delivery","30","[c]","27300","24030"
"Leaver CS","2023","60-64","Human Resources","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Human Resources","230","[c]","33550","29280"
"Leaver CS","2023","60-64","Human Resources","Operational Delivery","15","[c]","32550","34170"
"Leaver CS","2023","60-64","Human Resources","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Unknown","10","[c]","43240","37810"
"Leaver CS","2023","60-64","Internal Audit","Internal Audit","15","[c]","48520","44770"
"Leaver CS","2023","60-64","Legal","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","Legal","60","[c]","63590","61920"
"Leaver CS","2023","60-64","Legal","Operational Delivery","25","[c]","30380","28850"
"Leaver CS","2023","60-64","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","Tax","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Inspector of Education and Training","30","[c]","73230","77470"
"Leaver CS","2023","60-64","No function","Intelligence Analysis","30","[c]","32960","30490"
"Leaver CS","2023","60-64","No function","International Trade","15","[c]","49470","49960"
"Leaver CS","2023","60-64","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Legal","20","[c]","45790","45450"
"Leaver CS","2023","60-64","No function","Medicine","45","[c]","67740","41850"
"Leaver CS","2023","60-64","No function","Operational Delivery","2995","[c]","29760","27570"
"Leaver CS","2023","60-64","No function","Other","115","[c]","32170","23400"
"Leaver CS","2023","60-64","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Policy","110","[c]","54600","49680"
"Leaver CS","2023","60-64","No function","Project Delivery","15","[c]","71690","63340"
"Leaver CS","2023","60-64","No function","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Science and Engineering","110","[c]","42050","38380"
"Leaver CS","2023","60-64","No function","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Tax","170","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Unknown","120","[c]","53380","56340"
"Leaver CS","2023","60-64","No function","Veterinarian","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","Operational Delivery","15","[c]","67040","49340"
"Leaver CS","2023","60-64","Project Delivery","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","Policy","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","Project Delivery","145","[c]","48990","44990"
"Leaver CS","2023","60-64","Project Delivery","Science and Engineering","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","Tax","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Operational Delivery","10","[c]","29600","22520"
"Leaver CS","2023","60-64","Property","Other","10","[c]","30400","24710"
"Leaver CS","2023","60-64","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Property","105","[c]","38860","39340"
"Leaver CS","2023","60-64","Property","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","Security","125","[c]","36430","36300"
"Leaver CS","2023","60-64","Security","Unknown","10","[c]","30020","26540"
"Leaver CS","2023","60-64","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Operational Delivery","10","[c]","35800","29060"
"Leaver CS","2023","60-64","Unknown","Other","50","[c]","49160","39830"
"Leaver CS","2023","60-64","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Policy","30","[c]","53750","47470"
"Leaver CS","2023","60-64","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Science and Engineering","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","250","[c]","46160","41500"
"Leaver CS","2023","65+","Analysis","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","Science and Engineering","20","[c]","42450","41460"
"Leaver CS","2023","65+","Analysis","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","Commercial","20","[c]","39700","37640"
"Leaver CS","2023","65+","Commercial","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","Communications","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","Counter Fraud","105","[c]","28200","27740"
"Leaver CS","2023","65+","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","Legal","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","Operational Delivery","25","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","Other","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Counter Fraud","Tax","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","Operational Delivery","55","[c]","[c]","[c]"
"Leaver CS","2023","65+","Debt","Other","45","[c]","22830","21690"
"Leaver CS","2023","65+","Debt","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Digital, Data & Technology","Digital, Data and Technology","90","[c]","38390","34230"
"Leaver CS","2023","65+","Digital, Data & Technology","Knowledge and Information Management","15","[c]","29050","27470"
