"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Home Office","Statistics","AA/AO","Male","15","15","[c]","[c]"
"In post","2023","Home Office","Statistics","EO","Female","10","10","[c]","[c]"
"In post","2023","Home Office","Statistics","EO","Male","15","15","[c]","[c]"
"In post","2023","Home Office","Statistics","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","Home Office","Statistics","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Home Office","Statistics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Statistics","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Statistics","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2023","Home Office","Statistics","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2023","Home Office","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Home Office","Unknown","EO","Male","5","5","[c]","[c]"
"In post","2023","Home Office","Unknown","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Home Office","Unknown","G6/G7","Male","25","25","[c]","[c]"
"In post","2023","Home Office","Unknown","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Home Office","Unknown","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Home Office","Unknown","Unknown","Female","50","50","[c]","[c]"
"In post","2023","Home Office","Unknown","Unknown","Male","75","75","[c]","[c]"
"In post","2023","Ministry of Defence","Commercial","AA/AO","Female","95","90","23410","22330"
"In post","2023","Ministry of Defence","Commercial","AA/AO","Male","65","65","23640","22220"
"In post","2023","Ministry of Defence","Commercial","EO","Female","180","175","27500","27140"
"In post","2023","Ministry of Defence","Commercial","EO","Male","115","115","27220","27140"
"In post","2023","Ministry of Defence","Commercial","G6/G7","Female","160","150","56920","55500"
"In post","2023","Ministry of Defence","Commercial","G6/G7","Male","170","165","60250","55500"
"In post","2023","Ministry of Defence","Commercial","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Ministry of Defence","Commercial","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Ministry of Defence","Commercial","SEO/HEO","Female","695","660","38300","36990"
"In post","2023","Ministry of Defence","Commercial","SEO/HEO","Male","535","525","38970","38680"
"In post","2023","Ministry of Defence","Commercial","Unknown","Female","80","75","39430","35230"
"In post","2023","Ministry of Defence","Commercial","Unknown","Male","85","85","46360","43400"
"In post","2023","Ministry of Defence","Communications","AA/AO","Female","40","35","22360","22220"
"In post","2023","Ministry of Defence","Communications","AA/AO","Male","35","35","23220","22220"
"In post","2023","Ministry of Defence","Communications","EO","Female","65","65","27910","27470"
"In post","2023","Ministry of Defence","Communications","EO","Male","80","75","28640","27740"
"In post","2023","Ministry of Defence","Communications","G6/G7","Female","50","45","58890","57940"
"In post","2023","Ministry of Defence","Communications","G6/G7","Male","35","35","59650","60120"
"In post","2023","Ministry of Defence","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Communications","SEO/HEO","Female","175","170","37910","36420"
"In post","2023","Ministry of Defence","Communications","SEO/HEO","Male","130","125","39970","39700"
"In post","2023","Ministry of Defence","Communications","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Corporate Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Corporate Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Corporate Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Corporate Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Corporate Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Corporate Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Counter Fraud","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Counter Fraud","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Counter Fraud","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Counter Fraud","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Counter Fraud","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Digital, Data and Technology","AA/AO","Female","70","65","22850","22220"
"In post","2023","Ministry of Defence","Digital, Data and Technology","AA/AO","Male","125","125","23010","22220"
"In post","2023","Ministry of Defence","Digital, Data and Technology","EO","Female","165","155","27940","27470"
"In post","2023","Ministry of Defence","Digital, Data and Technology","EO","Male","355","350","29060","27470"
"In post","2023","Ministry of Defence","Digital, Data and Technology","G6/G7","Female","100","95","57530","56180"
"In post","2023","Ministry of Defence","Digital, Data and Technology","G6/G7","Male","245","245","58740","56400"
"In post","2023","Ministry of Defence","Digital, Data and Technology","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Ministry of Defence","Digital, Data and Technology","SCS level","Male","25","25","[c]","[c]"
"In post","2023","Ministry of Defence","Digital, Data and Technology","SEO/HEO","Female","450","430","37230","34640"
"In post","2023","Ministry of Defence","Digital, Data and Technology","SEO/HEO","Male","950","935","38580","38300"
"In post","2023","Ministry of Defence","Digital, Data and Technology","Unknown","Female","15","10","[c]","[c]"
"In post","2023","Ministry of Defence","Digital, Data and Technology","Unknown","Male","35","30","40280","39820"
"In post","2023","Ministry of Defence","Finance","AA/AO","Female","170","155","22390","22220"
"In post","2023","Ministry of Defence","Finance","AA/AO","Male","90","90","22110","22220"
"In post","2023","Ministry of Defence","Finance","EO","Female","330","310","28210","27470"
"In post","2023","Ministry of Defence","Finance","EO","Male","170","170","28170","27470"
"In post","2023","Ministry of Defence","Finance","G6/G7","Female","190","180","61010","59180"
"In post","2023","Ministry of Defence","Finance","G6/G7","Male","185","180","61590","59590"
"In post","2023","Ministry of Defence","Finance","SCS level","Female","20","20","[c]","[c]"
"In post","2023","Ministry of Defence","Finance","SCS level","Male","35","35","102870","93370"
"In post","2023","Ministry of Defence","Finance","SEO/HEO","Female","580","545","39880","39840"
"In post","2023","Ministry of Defence","Finance","SEO/HEO","Male","495","485","40970","41200"
"In post","2023","Ministry of Defence","Finance","Unknown","Female","25","25","[c]","[c]"
"In post","2023","Ministry of Defence","Finance","Unknown","Male","35","30","57840","49910"
"In post","2023","Ministry of Defence","Geography","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","Ministry of Defence","Geography","AA/AO","Male","25","25","[c]","[c]"
"In post","2023","Ministry of Defence","Geography","EO","Female","70","65","28080","27610"
"In post","2023","Ministry of Defence","Geography","EO","Male","115","110","28540","27610"
"In post","2023","Ministry of Defence","Geography","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Geography","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Geography","SEO/HEO","Female","75","70","37020","34370"
"In post","2023","Ministry of Defence","Geography","SEO/HEO","Male","165","160","37070","34370"
"In post","2023","Ministry of Defence","Human Resources","AA/AO","Female","455","415","22310","22220"
"In post","2023","Ministry of Defence","Human Resources","AA/AO","Male","145","140","22060","22220"
"In post","2023","Ministry of Defence","Human Resources","EO","Female","485","465","27710","27470"
"In post","2023","Ministry of Defence","Human Resources","EO","Male","975","955","29550","29140"
"In post","2023","Ministry of Defence","Human Resources","G6/G7","Female","240","230","58810","56180"
"In post","2023","Ministry of Defence","Human Resources","G6/G7","Male","150","145","61100","60310"
"In post","2023","Ministry of Defence","Human Resources","SCS level","Female","25","25","[c]","[c]"
"In post","2023","Ministry of Defence","Human Resources","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Ministry of Defence","Human Resources","SEO/HEO","Female","890","860","40070","37940"
"In post","2023","Ministry of Defence","Human Resources","SEO/HEO","Male","885","875","39880","37300"
"In post","2023","Ministry of Defence","Human Resources","Unknown","Female","30","30","38390","38790"
"In post","2023","Ministry of Defence","Human Resources","Unknown","Male","30","25","[c]","[c]"
"In post","2023","Ministry of Defence","Intelligence Analysis","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Intelligence Analysis","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Ministry of Defence","Intelligence Analysis","EO","Female","60","60","29050","29520"
"In post","2023","Ministry of Defence","Intelligence Analysis","EO","Male","135","130","29630","30080"
"In post","2023","Ministry of Defence","Intelligence Analysis","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","Ministry of Defence","Intelligence Analysis","G6/G7","Male","60","60","61170","60510"
"In post","2023","Ministry of Defence","Intelligence Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Intelligence Analysis","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Intelligence Analysis","SEO/HEO","Female","150","145","39230","38020"
"In post","2023","Ministry of Defence","Intelligence Analysis","SEO/HEO","Male","370","365","40210","38680"
"In post","2023","Ministry of Defence","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Internal Audit","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Internal Audit","EO","Female","15","15","[c]","[c]"
"In post","2023","Ministry of Defence","Internal Audit","EO","Male","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Internal Audit","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Internal Audit","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Internal Audit","SEO/HEO","Female","40","40","39600","34610"
"In post","2023","Ministry of Defence","Internal Audit","SEO/HEO","Male","35","30","39650","39050"
"In post","2023","Ministry of Defence","Knowledge and Information Management","AA/AO","Female","145","135","22820","22220"
"In post","2023","Ministry of Defence","Knowledge and Information Management","AA/AO","Male","95","95","23400","22220"
"In post","2023","Ministry of Defence","Knowledge and Information Management","EO","Female","135","135","27930","27470"
"In post","2023","Ministry of Defence","Knowledge and Information Management","EO","Male","115","115","28470","27470"
"In post","2023","Ministry of Defence","Knowledge and Information Management","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","Ministry of Defence","Knowledge and Information Management","G6/G7","Male","30","30","57790","59890"
"In post","2023","Ministry of Defence","Knowledge and Information Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Knowledge and Information Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Knowledge and Information Management","SEO/HEO","Female","135","130","36850","34300"
"In post","2023","Ministry of Defence","Knowledge and Information Management","SEO/HEO","Male","145","145","37950","37850"
"In post","2023","Ministry of Defence","Knowledge and Information Management","Unknown","Female","15","15","[c]","[c]"
"In post","2023","Ministry of Defence","Knowledge and Information Management","Unknown","Male","10","10","[c]","[c]"
"In post","2023","Ministry of Defence","Legal","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Legal","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Legal","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","Ministry of Defence","Legal","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","Ministry of Defence","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Legal","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Legal","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Medicine","AA/AO","Female","285","260","24250","24680"
"In post","2023","Ministry of Defence","Medicine","AA/AO","Male","20","20","[c]","[c]"
"In post","2023","Ministry of Defence","Medicine","EO","Female","185","165","34000","32930"
"In post","2023","Ministry of Defence","Medicine","EO","Male","85","80","32740","32930"
"In post","2023","Ministry of Defence","Medicine","G6/G7","Female","285","225","80140","83920"
"In post","2023","Ministry of Defence","Medicine","G6/G7","Male","160","140","84470","85070"
"In post","2023","Ministry of Defence","Medicine","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Ministry of Defence","Medicine","SCS level","Male","25","20","[c]","[c]"
"In post","2023","Ministry of Defence","Medicine","SEO/HEO","Female","415","365","41610","40590"
"In post","2023","Ministry of Defence","Medicine","SEO/HEO","Male","145","135","42370","40590"
"In post","2023","Ministry of Defence","Medicine","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
