"Status","Year","Organisation","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Overseas","SEO/HEO","60","[c]","45920","44760"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Defence (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","London","AA/AO","15","[c]","25200","25480"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","London","EO","65","[c]","29480","29660"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","London","G6/G7","115","[c]","61820","60080"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","London","SCS level","10","[c]","94290","85090"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","London","SEO/HEO","145","[c]","40820","41750"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Outside London","AA/AO","20","[c]","21270","21780"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Outside London","EO","30","[c]","26080","25830"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Outside London","G6/G7","55","[c]","58760","59590"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Outside London","SEO/HEO","85","[c]","35490","33430"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Ministry of Justice (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","London","AA/AO","10","[c]","27970","26550"
"Leaver CS","2023","National Crime Agency","London","EO","40","[c]","37170","37050"
"Leaver CS","2023","National Crime Agency","London","G6/G7","20","[c]","70310","71430"
"Leaver CS","2023","National Crime Agency","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","London","SEO/HEO","35","[c]","47770","47300"
"Leaver CS","2023","National Crime Agency","Outside London","AA/AO","30","[c]","25430","24650"
"Leaver CS","2023","National Crime Agency","Outside London","EO","105","[c]","35250","36040"
"Leaver CS","2023","National Crime Agency","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Outside London","SEO/HEO","85","[c]","44060","43840"
"Leaver CS","2023","National Crime Agency","Overseas","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Overseas","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Crime Agency","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","National Infrastructure Commission","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Infrastructure Commission","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Infrastructure Commission","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Infrastructure Commission","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Records of Scotland","Outside London","AA/AO","15","[c]","25060","24890"
"Leaver CS","2023","National Records of Scotland","Outside London","EO","10","[c]","29900","29100"
"Leaver CS","2023","National Records of Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Records of Scotland","Outside London","SEO/HEO","15","[c]","38070","38330"
"Leaver CS","2023","National Savings and Investments","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","London","SEO/HEO","15","[c]","39360","40000"
"Leaver CS","2023","National Savings and Investments","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Budget Responsibility","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Budget Responsibility","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Budget Responsibility","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","London","G6/G7","10","[c]","73130","76140"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","London","SEO/HEO","15","[c]","41020","40290"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Outside London","AA/AO","25","[c]","20870","22490"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Outside London","EO","10","[c]","27120","27140"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Outside London","G6/G7","80","[c]","77760","77470"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Outside London","SEO/HEO","75","[c]","46520","47750"
"Leaver CS","2023","Office of Gas and Electricity Markets","London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","London","EO","35","[c]","28050","26910"
"Leaver CS","2023","Office of Gas and Electricity Markets","London","G6/G7","65","[c]","64240","62550"
"Leaver CS","2023","Office of Gas and Electricity Markets","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","London","SEO/HEO","45","[c]","37950","38200"
"Leaver CS","2023","Office of Gas and Electricity Markets","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Outside London","EO","20","[c]","25600","25000"
"Leaver CS","2023","Office of Gas and Electricity Markets","Outside London","G6/G7","25","[c]","54480","56250"
"Leaver CS","2023","Office of Gas and Electricity Markets","Outside London","SEO/HEO","45","[c]","35990","35000"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","London","G6/G7","15","[c]","66190","69500"
"Leaver CS","2023","Office of Rail and Road","London","SEO/HEO","10","[c]","42170","42880"
"Leaver CS","2023","Office of Rail and Road","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Public Guardian","Outside London","AA/AO","80","[c]","21490","21780"
"Leaver CS","2023","Office of the Public Guardian","Outside London","EO","15","[c]","25610","25830"
"Leaver CS","2023","Office of the Public Guardian","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Scottish Charity Regulator","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Scottish Charity Regulator","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","Outside London","AA/AO","15","[c]","20940","21960"
"Leaver CS","2023","Planning Inspectorate","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","Outside London","G6/G7","25","[c]","59120","60050"
"Leaver CS","2023","Planning Inspectorate","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","Outside London","SEO/HEO","15","[c]","38690","40720"
"Leaver CS","2023","Queen Elizabeth II Centre","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Outside London","AA/AO","10","[c]","25840","26410"
"Leaver CS","2023","Registers of Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Outside London","SEO/HEO","25","[c]","40650","39590"
"Leaver CS","2023","Revenue Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Royal Fleet Auxiliary","Unknown","Unknown","200","[c]","36910","34110"
"Leaver CS","2023","Rural Payments Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","Outside London","AA/AO","130","[c]","21680","21300"
"Leaver CS","2023","Rural Payments Agency","Outside London","EO","55","[c]","25290","25920"
"Leaver CS","2023","Rural Payments Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","Outside London","SEO/HEO","25","[c]","33840","32020"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Outside London","AA/AO","110","[c]","23410","23190"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Outside London","EO","25","[c]","30980","31970"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Outside London","SEO/HEO","20","[c]","42470","40650"
"Leaver CS","2023","Scottish Fiscal Commission","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Fiscal Commission","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","Outside London","AA/AO","90","[c]","25590","24890"
"Leaver CS","2023","Scottish Government (excl. agencies)","Outside London","EO","85","[c]","30570","29450"
"Leaver CS","2023","Scottish Government (excl. agencies)","Outside London","G6/G7","100","[c]","68760","65280"
"Leaver CS","2023","Scottish Government (excl. agencies)","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","Outside London","SEO/HEO","210","[c]","41650","41640"
"Leaver CS","2023","Scottish Government (excl. agencies)","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Outside London","AA/AO","175","[c]","25650","24710"
"Leaver CS","2023","Scottish Prison Service","Outside London","EO","170","[c]","36230","37060"
"Leaver CS","2023","Scottish Prison Service","Outside London","G6/G7","10","[c]","59350","57260"
"Leaver CS","2023","Scottish Prison Service","Outside London","SEO/HEO","50","[c]","44400","42590"
"Leaver CS","2023","Scottish Public Pensions Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","London","G6/G7","25","[c]","62160","60970"
"Leaver CS","2023","Serious Fraud Office","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","London","SEO/HEO","30","[c]","38890","40000"
"Leaver CS","2023","Social Security Scotland","Outside London","AA/AO","90","[c]","23040","23340"
"Leaver CS","2023","Social Security Scotland","Outside London","EO","35","[c]","29260","29100"
"Leaver CS","2023","Social Security Scotland","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","Outside London","SEO/HEO","30","[c]","39760","38330"
"Leaver CS","2023","Standards and Testing Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","Outside London","AA/AO","25","[c]","23100","22180"
"Leaver CS","2023","Student Awards Agency for Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Outside London","Unknown","170","[c]","41920","38790"
"Leaver CS","2023","Teaching Regulation Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Teaching Regulation Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Outside London","AA/AO","45","[c]","21700","22180"
"Leaver CS","2023","The Insolvency Service","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Outside London","SEO/HEO","30","[c]","37060","37830"
"Leaver CS","2023","The National Archives","London","AA/AO","25","[c]","23260","23460"
"Leaver CS","2023","The National Archives","London","EO","10","[c]","25200","24990"
"Leaver CS","2023","The National Archives","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","London","SEO/HEO","45","[c]","35730","33410"
"Leaver CS","2023","Transport Scotland","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Outside London","G6/G7","15","[c]","67340","65280"
"Leaver CS","2023","Transport Scotland","Outside London","SEO/HEO","15","[c]","40900","38330"
"Leaver CS","2023","UK Debt Management Office","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","London","G6/G7","10","[c]","62050","56000"
"Leaver CS","2023","UK Debt Management Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","London","EO","10","[c]","31790","32300"
"Leaver CS","2023","UK Export Finance","London","G6/G7","20","[c]","64190","60000"
"Leaver CS","2023","UK Export Finance","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","London","SEO/HEO","35","[c]","40550","42000"
"Leaver CS","2023","UK Export Finance","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","London","AA/AO","40","[c]","23790","23780"
"Leaver CS","2023","UK Health Security Agency","London","EO","135","[c]","27570","27690"
"Leaver CS","2023","UK Health Security Agency","London","G6/G7","195","[c]","58080","54690"
"Leaver CS","2023","UK Health Security Agency","London","SCS level","60","[c]","98420","91060"
"Leaver CS","2023","UK Health Security Agency","London","SEO/HEO","380","[c]","37010","36330"
"Leaver CS","2023","UK Health Security Agency","Outside London","AA/AO","195","[c]","20860","20880"
"Leaver CS","2023","UK Health Security Agency","Outside London","EO","150","[c]","24650","24390"
"Leaver CS","2023","UK Health Security Agency","Outside London","G6/G7","200","[c]","56980","53150"
"Leaver CS","2023","UK Health Security Agency","Outside London","SCS level","50","[c]","101790","106000"
"Leaver CS","2023","UK Health Security Agency","Outside London","SEO/HEO","515","[c]","35090","36330"
"Leaver CS","2023","UK Health Security Agency","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Outside London","AA/AO","25","[c]","21450","21690"
"Leaver CS","2023","UK Hydrographic Office","Outside London","EO","20","[c]","28200","27610"
"Leaver CS","2023","UK Hydrographic Office","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Outside London","SEO/HEO","35","[c]","39070","38420"
"Leaver CS","2023","UK Space Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","London","SEO/HEO","20","[c]","36650","33710"
"Leaver CS","2023","UK Statistics Authority","Outside London","AA/AO","360","[c]","20690","20350"
"Leaver CS","2023","UK Statistics Authority","Outside London","EO","55","[c]","25220","24840"
"Leaver CS","2023","UK Statistics Authority","Outside London","G6/G7","75","[c]","56470","54890"
"Leaver CS","2023","UK Statistics Authority","Outside London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Outside London","SEO/HEO","160","[c]","34460","33520"
"Leaver CS","2023","UK Supreme Court","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","London","SEO/HEO","10","[c]","36280","37230"
"Leaver CS","2023","Valuation Office Agency","London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","London","EO","10","[c]","31260","31070"
"Leaver CS","2023","Valuation Office Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","London","SEO/HEO","30","[c]","46040","46800"
"Leaver CS","2023","Valuation Office Agency","Outside London","AA/AO","75","[c]","22320","22520"
"Leaver CS","2023","Valuation Office Agency","Outside London","EO","50","[c]","26860","26890"
"Leaver CS","2023","Valuation Office Agency","Outside London","G6/G7","20","[c]","61610","58250"
"Leaver CS","2023","Valuation Office Agency","Outside London","SEO/HEO","70","[c]","41590","43790"
"Leaver CS","2023","Vehicle Certification Agency","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Outside London","SEO/HEO","25","[c]","47680","46370"
"Leaver CS","2023","Welsh Government (excl. agencies)","Outside London","AA/AO","45","[c]","23380","24630"
"Leaver CS","2023","Welsh Government (excl. agencies)","Outside London","EO","40","[c]","28240","29430"
"Leaver CS","2023","Welsh Government (excl. agencies)","Outside London","G6/G7","35","[c]","64970","61440"
"Leaver CS","2023","Welsh Government (excl. agencies)","Outside London","SCS level","10","[c]","99490","92110"
"Leaver CS","2023","Welsh Government (excl. agencies)","Outside London","SEO/HEO","75","[c]","41730","41980"
"Leaver CS","2023","Welsh Revenue Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","Outside London","EO","15","[c]","24710","24710"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","London","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","Outside London","AA/AO","20","[c]","22170","22150"
"Leaver Dept.","2023","Animal and Plant Health Agency","Outside London","EO","15","[c]","26360","25920"
"Leaver Dept.","2023","Animal and Plant Health Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","Outside London","SEO/HEO","15","[c]","34710","34860"
"Leaver Dept.","2023","Attorney General's Office","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","London","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","London","SEO/HEO","15","[c]","35020","34790"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","London","AA/AO","20","[c]","23530","24490"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","London","EO","115","[c]","27830","28190"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","London","G6/G7","310","[c]","59380","56430"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","London","SCS level","75","[c]","83870","77390"
