"Status","Year","Parent_department","Region_ITL2","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Department for Environment, Food and Rural Affairs","West Central Scotland","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","West Central Scotland","North Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","West Midlands","Birmingham","Outside London","90","90","41280","37300"
"In post","2023","Department for Environment, Food and Rural Affairs","West Midlands","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","West Midlands","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","West Midlands","Solihull","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","Gwynedd","Outside London","75","65","27920","25920"
"In post","2023","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","South West Wales","Outside London","175","165","29690","25920"
"In post","2023","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","West Yorkshire","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","West Yorkshire","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs","West Yorkshire","Leeds","Outside London","185","180","34080","30320"
"In post","2023","Department for International Trade","Bedfordshire and Hertfordshire","Hertfordshire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Derbyshire and Nottinghamshire","Nottingham","Outside London","40","35","47380","46070"
"In post","2023","Department for International Trade","East Anglia","Cambridgeshire CC","Outside London","35","30","46340","45190"
"In post","2023","Department for International Trade","East Anglia","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","East Wales","Cardiff and Vale of Glamorgan","Outside London","50","50","49040","52000"
"In post","2023","Department for International Trade","Eastern Scotland","City of Edinburgh","Outside London","35","35","47900","52000"
"In post","2023","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Outside London","50","45","40920","42370"
"In post","2023","Department for International Trade","Greater Manchester","Manchester","Outside London","75","70","43810","40170"
"In post","2023","Department for International Trade","Hampshire and Isle of Wight","South Hampshire","Outside London","25","25","42480","42930"
"In post","2023","Department for International Trade","Inner London - West","Westminster","London","2690","2660","49260","43290"
"In post","2023","Department for International Trade","Northern Ireland","Belfast","Outside London","15","15","54540","52000"
"In post","2023","Department for International Trade","Northumberland, and Tyne and Wear","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Overseas","Overseas","Overseas","175","175","57480","55370"
"In post","2023","Department for International Trade","Surrey, East and West Sussex","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Tees Valley and Durham","Darlington","Outside London","190","185","40000","38050"
"In post","2023","Department for International Trade","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","West Central Scotland","Glasgow City","Outside London","10","10","41640","38200"
"In post","2023","Department for International Trade","West Midlands","Birmingham","Outside London","75","70","41720","38740"
"In post","2023","Department for International Trade","West Yorkshire","Leeds","Outside London","60","55","43080","43540"
"In post","2023","Department for Levelling Up, Housing and Communities","Bedfordshire and Hertfordshire","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Bedfordshire and Hertfordshire","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Bedfordshire and Hertfordshire","Hertfordshire CC","Outside London","60","60","45980","42560"
"In post","2023","Department for Levelling Up, Housing and Communities","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Cheshire","Cheshire East","Outside London","10","10","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Cheshire","Cheshire West and Chester","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Cheshire","Warrington","Outside London","60","60","42160","37540"
"In post","2023","Department for Levelling Up, Housing and Communities","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Outside London","15","15","51230","51030"
"In post","2023","Department for Levelling Up, Housing and Communities","Cumbria","East Cumbria","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Cumbria","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Derbyshire and Nottinghamshire","Derby","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Derbyshire and Nottinghamshire","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Derbyshire and Nottinghamshire","North Nottinghamshire","Outside London","10","10","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Derbyshire and Nottinghamshire","Nottingham","Outside London","55","50","43750","37540"
"In post","2023","Department for Levelling Up, Housing and Communities","Derbyshire and Nottinghamshire","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Derbyshire and Nottinghamshire","South and West Derbyshire","Outside London","10","10","55600","56070"
"In post","2023","Department for Levelling Up, Housing and Communities","Devon","Devon CC","Outside London","40","35","50400","48660"
"In post","2023","Department for Levelling Up, Housing and Communities","Devon","Plymouth","Outside London","25","20","42240","37540"
"In post","2023","Department for Levelling Up, Housing and Communities","Dorset and Somerset","Bournemouth, Christchurch and Poole","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Dorset and Somerset","Dorset","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Dorset and Somerset","Somerset CC","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","East Anglia","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","East Anglia","Cambridgeshire CC","Outside London","45","40","49570","43410"
"In post","2023","Department for Levelling Up, Housing and Communities","East Anglia","Norwich and East Norfolk","Outside London","10","10","28320","25080"
"In post","2023","Department for Levelling Up, Housing and Communities","East Anglia","Suffolk CC","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","East Wales","Cardiff and Vale of Glamorgan","Outside London","40","40","48270","49700"
"In post","2023","Department for Levelling Up, Housing and Communities","East Wales","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","East Wales","Monmouthshire and Newport","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","East Wales","Powys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Eastern Scotland","City of Edinburgh","Outside London","35","35","46720","49700"
"In post","2023","Department for Levelling Up, Housing and Communities","Essex","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities","Essex","Essex Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
