"Status","Year","Disability","Organisation","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Department for International Trade","Overseas","SEO/HEO","45","45","39070","39450"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","London","EO","20","20","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G6/G7","110","110","58870","56200"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SCS level","20","20","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SEO/HEO","105","105","37160","35090"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","EO","15","15","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","G6/G7","30","30","55160","55430"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SEO/HEO","55","50","33950","31420"
"In post","2023","Unknown","Department for Transport (excl. agencies)","London","AA/AO","70","60","34030","34390"
"In post","2023","Unknown","Department for Transport (excl. agencies)","London","EO","60","60","31740","30920"
"In post","2023","Unknown","Department for Transport (excl. agencies)","London","G6/G7","220","215","59990","56340"
"In post","2023","Unknown","Department for Transport (excl. agencies)","London","SCS level","30","30","82300","77480"
"In post","2023","Unknown","Department for Transport (excl. agencies)","London","SEO/HEO","260","255","39940","40220"
"In post","2023","Unknown","Department for Transport (excl. agencies)","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Transport (excl. agencies)","Outside London","EO","20","20","[c]","[c]"
"In post","2023","Unknown","Department for Transport (excl. agencies)","Outside London","G6/G7","45","45","62970","61940"
"In post","2023","Unknown","Department for Transport (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport (excl. agencies)","Outside London","SEO/HEO","55","55","35720","33410"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","London","AA/AO","35","35","25610","25610"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","London","EO","215","205","32450","32520"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","London","G6/G7","55","55","63680","60120"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","London","SCS level","20","15","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","London","SEO/HEO","105","100","41430","39150"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Outside London","AA/AO","740","690","21840","21690"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Outside London","EO","1080","1025","28320","28120"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Outside London","G6/G7","150","145","60240","59400"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Outside London","SEO/HEO","310","300","37320","34550"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","AA/AO","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","EO","10","10","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","London","AA/AO","20","20","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","London","EO","185","180","28860","28770"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","London","G6/G7","740","720","59430","54690"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","London","SCS level","95","95","93800","85370"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","London","SEO/HEO","630","620","38610","41950"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","Outside London","AA/AO","15","15","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","Outside London","EO","90","90","25730","25190"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","Outside London","G6/G7","355","340","56590","52500"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","Outside London","SCS level","40","40","96860","95750"
"In post","2023","Unknown","Department of Health and Social Care (excl. agencies)","Outside London","SEO/HEO","305","295","35520","38120"
"In post","2023","Unknown","Disclosure Scotland","Outside London","AA/AO","110","100","24380","24890"
"In post","2023","Unknown","Disclosure Scotland","Outside London","EO","35","30","32010","31940"
"In post","2023","Unknown","Disclosure Scotland","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Unknown","Disclosure Scotland","Outside London","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Unknown","Driver and Vehicle Licensing Agency","Outside London","AA/AO","530","470","21360","22500"
"In post","2023","Unknown","Driver and Vehicle Licensing Agency","Outside London","EO","55","50","27020","26960"
"In post","2023","Unknown","Driver and Vehicle Licensing Agency","Outside London","G6/G7","30","25","[c]","[c]"
"In post","2023","Unknown","Driver and Vehicle Licensing Agency","Outside London","SEO/HEO","70","70","38940","36170"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","London","AA/AO","10","10","[c]","[c]"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","London","EO","45","45","31570","31260"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","Outside London","AA/AO","295","290","24680","22500"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","Outside London","EO","585","560","27630","27190"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","Outside London","G6/G7","15","15","[c]","[c]"
"In post","2023","Unknown","Driver and Vehicle Standards Agency","Outside London","SEO/HEO","90","90","35210","32090"
"In post","2023","Unknown","Education Scotland","Outside London","AA/AO","25","20","[c]","[c]"
"In post","2023","Unknown","Education Scotland","Outside London","EO","15","15","[c]","[c]"
"In post","2023","Unknown","Education Scotland","Outside London","G6/G7","105","105","72760","79110"
"In post","2023","Unknown","Education Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Education Scotland","Outside London","SEO/HEO","40","40","43060","41640"
"In post","2023","Unknown","Education and Skills Funding Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Education and Skills Funding Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Education and Skills Funding Agency","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Education and Skills Funding Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Education and Skills Funding Agency","Outside London","EO","20","20","[c]","[c]"
"In post","2023","Unknown","Education and Skills Funding Agency","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Unknown","Education and Skills Funding Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Education and Skills Funding Agency","Outside London","SEO/HEO","75","70","34430","31060"
"In post","2023","Unknown","Estyn","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Estyn","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","FCDO Services","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","FCDO Services","London","EO","5","5","[c]","[c]"
"In post","2023","Unknown","FCDO Services","London","G6/G7","10","5","[c]","[c]"
"In post","2023","Unknown","FCDO Services","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Unknown","FCDO Services","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","FCDO Services","Outside London","AA/AO","20","20","[c]","[c]"
"In post","2023","Unknown","FCDO Services","Outside London","EO","30","30","29010","28540"
"In post","2023","Unknown","FCDO Services","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Unknown","FCDO Services","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","FCDO Services","Outside London","SEO/HEO","30","25","[c]","[c]"
"In post","2023","Unknown","FCDO Services","Outside London","Unknown","30","30","[c]","[c]"
"In post","2023","Unknown","FCDO Services","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","FCDO Services","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","FCDO Services","Overseas","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Food Standards Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Food Standards Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Food Standards Agency","London","G6/G7","10","10","[c]","[c]"
"In post","2023","Unknown","Food Standards Agency","London","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Unknown","Food Standards Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Food Standards Agency","Outside London","EO","35","35","26590","26910"
"In post","2023","Unknown","Food Standards Agency","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Unknown","Food Standards Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Food Standards Agency","Outside London","SEO/HEO","95","90","35130","35770"
"In post","2023","Unknown","Food Standards Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Food Standards Scotland","Outside London","EO","40","35","30790","31940"
"In post","2023","Unknown","Food Standards Scotland","Outside London","G6/G7","15","15","[c]","[c]"
"In post","2023","Unknown","Food Standards Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Food Standards Scotland","Outside London","SEO/HEO","75","75","38980","38330"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","London","AA/AO","65","65","28030","28600"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","London","EO","140","140","31860","32630"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","London","G6/G7","915","885","60790","59290"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","London","SCS level","115","115","84980","79460"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","London","SEO/HEO","660","655","39780","40600"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","AA/AO","100","100","24560","23950"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","EO","90","85","27230","26900"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","G6/G7","245","235","56590","54630"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","SEO/HEO","300","290","38430","37950"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","EO","10","10","[c]","[c]"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","G6/G7","465","465","59600","57790"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SCS level","50","50","84300","77480"
