"Status","Year","Ethnicity","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Other ethnicity","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Operational Delivery","London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Operational Delivery","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Planning","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Policy","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Tax","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data and Technology","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Operational Delivery","London","35","[c]","34590","32520"
"Leaver Dept.","2023","Undeclared","Operational Delivery","Outside London","140","[c]","27240","27100"
"Leaver Dept.","2023","Undeclared","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Policy","London","50","[c]","49730","52630"
"Leaver Dept.","2023","Undeclared","Policy","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Tax","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","London","45","[c]","44780","42470"
"Leaver Dept.","2023","Undeclared","Unknown","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","London","55","[c]","38950","34860"
"Leaver Dept.","2023","Unknown","Communications","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data and Technology","London","60","[c]","40930","36380"
"Leaver Dept.","2023","Unknown","Digital, Data and Technology","Outside London","75","[c]","36520","33280"
"Leaver Dept.","2023","Unknown","Digital, Data and Technology","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Economics","London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Economics","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","London","60","[c]","37770","33250"
"Leaver Dept.","2023","Unknown","Finance","Outside London","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Outside London","45","[c]","35890","31660"
"Leaver Dept.","2023","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Intelligence Analysis","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","International Trade","London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","London","40","[c]","53520","52560"
"Leaver Dept.","2023","Unknown","Legal","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Delivery","London","250","[c]","39970","34280"
"Leaver Dept.","2023","Unknown","Operational Delivery","Outside London","745","[c]","27450","25830"
"Leaver Dept.","2023","Unknown","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Operational Research","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","London","50","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Other","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Planning","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Policy","London","325","[c]","46380","41950"
"Leaver Dept.","2023","Unknown","Policy","Outside London","55","[c]","38040","37590"
"Leaver Dept.","2023","Unknown","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","London","80","[c]","37120","33250"
"Leaver Dept.","2023","Unknown","Project Delivery","Outside London","50","[c]","37510","34080"
"Leaver Dept.","2023","Unknown","Project Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Science and Engineering","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Science and Engineering","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Research","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Research","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Statistics","London","50","[c]","34240","32880"
"Leaver Dept.","2023","Unknown","Statistics","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Tax","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Tax","Outside London","85","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","London","695","[c]","40860","32960"
"Leaver Dept.","2023","Unknown","Unknown","Outside London","190","[c]","37730","32000"
"Leaver Dept.","2023","Unknown","Unknown","Overseas","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Commercial","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Commercial","Outside London","135","[c]","38720","39090"
"Leaver Dept.","2023","White","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Communications","London","90","[c]","43170","40030"
"Leaver Dept.","2023","White","Communications","Outside London","55","[c]","35670","31800"
"Leaver Dept.","2023","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Counter Fraud","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Counter Fraud","Outside London","100","[c]","29290","28120"
"Leaver Dept.","2023","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Digital, Data and Technology","London","75","[c]","55650","51540"
"Leaver Dept.","2023","White","Digital, Data and Technology","Outside London","300","[c]","39900","38310"
"Leaver Dept.","2023","White","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Economics","London","80","[c]","50170","40100"
"Leaver Dept.","2023","White","Economics","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Finance","London","70","[c]","59980","58240"
"Leaver Dept.","2023","White","Finance","Outside London","170","[c]","42760","38470"
"Leaver Dept.","2023","White","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Human Resources","London","95","[c]","45190","41450"
"Leaver Dept.","2023","White","Human Resources","Outside London","305","[c]","35090","32240"
"Leaver Dept.","2023","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Intelligence Analysis","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Intelligence Analysis","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Internal Audit","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","International Trade","London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","International Trade","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","International Trade","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Knowledge and Information Management","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Knowledge and Information Management","Outside London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Legal","London","70","[c]","62760","63730"
"Leaver Dept.","2023","White","Legal","Outside London","60","[c]","48410","50000"
"Leaver Dept.","2023","White","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Operational Delivery","London","410","[c]","39160","33210"
"Leaver Dept.","2023","White","Operational Delivery","Outside London","3095","[c]","28290","27570"
"Leaver Dept.","2023","White","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Operational Delivery","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Operational Research","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Operational Research","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Other","London","75","[c]","45170","36330"
