"Status","Year","Parent_department","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Attorney General's Departments","South Teesside","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","South Teesside","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Stoke-on-Trent","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Suffolk CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Suffolk CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Swansea","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Swansea","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Tyneside","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Tyneside","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Wakefield","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Wakefield","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Warrington","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Warrington","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","West Cumbria","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","West Cumbria","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","West Northamptonshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","West Northamptonshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","West Surrey","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","West Surrey","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Westminster","Female","230","[c]","45530","50500"
"Leaver CS","2023","Attorney General's Departments","Westminster","Male","185","[c]","51670","52790"
"Leaver CS","2023","Attorney General's Departments","Worcestershire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","Worcestershire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","York","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Attorney General's Departments","York","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Ards and North Down","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Ards and North Down","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Berkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Berkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Birmingham","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Birmingham","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Blackpool","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Blackpool","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Bristol, City of","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Bristol, City of","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Camden and City of London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Camden and City of London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Cardiff and Vale of Glamorgan","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Central Bedfordshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Central Bedfordshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Cheshire East","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Cheshire East","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Coventry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Coventry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Darlington","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Darlington","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Glasgow City","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Glasgow City","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Gloucestershire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Gloucestershire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Greater Manchester South East","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Greater Manchester South East","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Greater Manchester South West","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Greater Manchester South West","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Hertfordshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Hertfordshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Inverclyde, East Renfrewshire, and Renfrewshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Inverclyde, East Renfrewshire, and Renfrewshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Leeds","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Leeds","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Lewisham and Southwark","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Lewisham and Southwark","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Liverpool","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Liverpool","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Manchester","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Manchester","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Milton Keynes","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Milton Keynes","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Monmouthshire and Newport","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Monmouthshire and Newport","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","North Hampshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","North Hampshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","North Yorkshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","North Yorkshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Norwich and East Norfolk","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Norwich and East Norfolk","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Nottingham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Nottingham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Peterborough","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Peterborough","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Plymouth","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Plymouth","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Portsmouth","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Portsmouth","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Sheffield","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Sheffield","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","South Hampshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","South Hampshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","South Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","South Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","South and West Derbyshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","South and West Derbyshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Telford and Wrekin","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Tower Hamlets","Female","110","[c]","51270","54700"
"Leaver CS","2023","Cabinet Office","Tower Hamlets","Male","105","[c]","55770","56430"
"Leaver CS","2023","Cabinet Office","Tyneside","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Tyneside","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Unknown","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","West Cumbria","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","West Cumbria","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Westminster","Female","255","[c]","48300","40600"
"Leaver CS","2023","Cabinet Office","Westminster","Male","230","[c]","55380","54700"
"Leaver CS","2023","Cabinet Office","Wiltshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Wiltshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Wolverhampton","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","Wolverhampton","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","York","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office","York","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Camden and City of London","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Camden and City of London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Durham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Durham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Glasgow City","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Glasgow City","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Westminster","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Chancellor's other departments","Westminster","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Sefton","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Sefton","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Somerset CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Somerset CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Westminster","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Charity Commission","Westminster","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Manchester","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Manchester","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Competition and Markets Authority","Tower Hamlets","Female","55","[c]","48630","45190"
"Leaver CS","2023","Competition and Markets Authority","Tower Hamlets","Male","60","[c]","61540","55130"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Aberdeen City and Aberdeenshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Aberdeen City and Aberdeenshire","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Antrim and Newtownabbey","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Antrim and Newtownabbey","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Barnsley, Doncaster and Rotherham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Barnsley, Doncaster and Rotherham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Belfast","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Belfast","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Berkshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Berkshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Birmingham","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Birmingham","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Blackpool","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Blackpool","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Bournemouth, Christchurch and Poole","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Bournemouth, Christchurch and Poole","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Brighton and Hove","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Brighton and Hove","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Bristol, City of","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Bristol, City of","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Calderdale and Kirklees","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Calderdale and Kirklees","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","Female","55","[c]","32160","24570"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","Male","45","[c]","36130","32910"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Cheshire West and Chester","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Cheshire West and Chester","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","City of Edinburgh","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","City of Edinburgh","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Croydon","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Croydon","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Darlington","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Darlington","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Devon CC","Female","55","[c]","34760","37420"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Devon CC","Male","90","[c]","37010","35230"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Flintshire and Wrexham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Flintshire and Wrexham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Glasgow City","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Glasgow City","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Greater Manchester South West","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Greater Manchester South West","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Hackney and Newham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Hackney and Newham","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Heart of Essex","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Heart of Essex","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Hertfordshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Hertfordshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Hounslow and Richmond upon Thames","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Hounslow and Richmond upon Thames","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Leeds","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Leeds","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Lincolnshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Lincolnshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Manchester","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Manchester","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Medway","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Medway","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","Female","30","[c]","32640","28750"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","Male","55","[c]","39100","36570"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","North Hampshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","North Hampshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Nottingham","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Nottingham","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Oxfordshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Oxfordshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Plymouth","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Plymouth","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Somerset CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Somerset CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","South Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","South Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","South West Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","South West Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Southampton","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Southampton","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Staffordshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Staffordshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Suffolk CC","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Suffolk CC","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Swansea","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Swansea","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Swindon","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Swindon","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Tyneside","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Tyneside","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","West Sussex (North East)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","West Sussex (North East)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Westminster","Female","270","[c]","47300","41210"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Westminster","Male","275","[c]","49570","52840"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Wirral","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy","Wirral","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Westminster","Female","135","[c]","43970","38020"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport","Westminster","Male","105","[c]","46650","51730"
"Leaver CS","2023","Department for Education","Barnsley, Doncaster and Rotherham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Barnsley, Doncaster and Rotherham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Birmingham","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Birmingham","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Bristol, City of","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Bristol, City of","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Coventry","Female","55","[c]","40070","37710"
"Leaver CS","2023","Department for Education","Coventry","Male","45","[c]","45170","39380"
"Leaver CS","2023","Department for Education","Croydon","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Croydon","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Darlington","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Darlington","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Devon CC","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Devon CC","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","East Derbyshire","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","East Derbyshire","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","East Kent","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","East Kent","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
