"Status","Year","Organisation","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","National Savings and Investments","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Other","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","National Savings and Investments","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland Office","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Budget Responsibility","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Budget Responsibility","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Budget Responsibility","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Heterosexual / straight","120","[c]","67700","77470"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Other","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Policy","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Social Research","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Statistics","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Communications","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Human Resources","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Legal","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Legal","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Operational Delivery","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Other","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Policy","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Policy","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Project Delivery","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Unknown","Heterosexual / straight","75","[c]","38950","33400"
"Leaver CS","2023","Office of Gas and Electricity Markets","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Unknown","Unknown","35","[c]","53330","45610"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Operational Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Public Guardian","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Public Guardian","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Public Guardian","Operational Delivery","Heterosexual / straight","50","[c]","22890","21780"
"Leaver CS","2023","Office of the Public Guardian","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Public Guardian","Operational Delivery","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Public Guardian","Operational Delivery","Unknown","35","[c]","21850","21780"
"Leaver CS","2023","Office of the Public Guardian","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Public Guardian","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Scottish Charity Regulator","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Scottish Charity Regulator","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Scottish Charity Regulator","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","Operational Delivery","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","Other","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","Planning Inspectors","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","Planning Inspectors","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","Psychology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","Operational Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Digital, Data and Technology","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Operational Delivery","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Operational Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Revenue Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Revenue Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Royal Fleet Auxiliary","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Royal Fleet Auxiliary","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Royal Fleet Auxiliary","Other","Unknown","200","[c]","36910","34110"
"Leaver CS","2023","Rural Payments Agency","Operational Delivery","Heterosexual / straight","60","[c]","24710","22150"
"Leaver CS","2023","Rural Payments Agency","Operational Delivery","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","Operational Delivery","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","Operational Delivery","Unknown","130","[c]","23580","22150"
"Leaver CS","2023","Rural Payments Agency","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","Project Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
