"Status","Year","Age","Disability","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Unknown","Declared non-disabled","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Overseas","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Declared non-disabled","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Undeclared","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Undeclared","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","London","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Overseas","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared disabled","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared disabled","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared disabled","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared non-disabled","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared non-disabled","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Declared non-disabled","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Undeclared","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Unknown","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Unknown","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","16-19","Unknown","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","London","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","London","EO","50","[c]","29550","29660"
"Leaver Dept.","2023","20-29","Declared disabled","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","London","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","London","HEO","90","[c]","34880","34610"
"Leaver Dept.","2023","20-29","Declared disabled","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","London","SEO","40","[c]","40970","40800"
"Leaver Dept.","2023","20-29","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Outside London","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Outside London","AO","75","[c]","22150","21690"
"Leaver Dept.","2023","20-29","Declared disabled","Outside London","EO","60","[c]","27310","27570"
"Leaver Dept.","2023","20-29","Declared disabled","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Outside London","HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Outside London","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared disabled","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","London","AO","80","[c]","24980","25480"
"Leaver Dept.","2023","20-29","Declared non-disabled","London","EO","335","[c]","29410","29190"
"Leaver Dept.","2023","20-29","Declared non-disabled","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","London","G7","150","[c]","55110","54700"
"Leaver Dept.","2023","20-29","Declared non-disabled","London","HEO","560","[c]","34560","34550"
"Leaver Dept.","2023","20-29","Declared non-disabled","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","London","SEO","220","[c]","41780","41750"
"Leaver Dept.","2023","20-29","Declared non-disabled","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Outside London","AA","30","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Outside London","AO","460","[c]","21910","21780"
"Leaver Dept.","2023","20-29","Declared non-disabled","Outside London","EO","455","[c]","27290","27570"
"Leaver Dept.","2023","20-29","Declared non-disabled","Outside London","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Outside London","HEO","220","[c]","32640","32150"
"Leaver Dept.","2023","20-29","Declared non-disabled","Outside London","SEO","70","[c]","39560","39190"
"Leaver Dept.","2023","20-29","Declared non-disabled","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Unknown","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","London","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","London","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","London","HEO","40","[c]","33930","33820"
"Leaver Dept.","2023","20-29","Undeclared","London","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Outside London","AO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Outside London","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Outside London","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","London","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","London","AO","50","[c]","25140","25480"
"Leaver Dept.","2023","20-29","Unknown","London","EO","195","[c]","29350","29660"
"Leaver Dept.","2023","20-29","Unknown","London","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","London","G7","100","[c]","56500","55290"
"Leaver Dept.","2023","20-29","Unknown","London","HEO","685","[c]","33100","32960"
"Leaver Dept.","2023","20-29","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","London","SEO","150","[c]","42440","41950"
"Leaver Dept.","2023","20-29","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Outside London","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Outside London","AO","240","[c]","22290","22020"
"Leaver Dept.","2023","20-29","Unknown","Outside London","EO","180","[c]","26740","26530"
"Leaver Dept.","2023","20-29","Unknown","Outside London","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Outside London","HEO","195","[c]","31570","32000"
"Leaver Dept.","2023","20-29","Unknown","Outside London","SEO","50","[c]","38480","38070"
"Leaver Dept.","2023","20-29","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Overseas","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Unknown","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","London","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","London","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","London","G7","40","[c]","55510","54760"
"Leaver Dept.","2023","30-39","Declared disabled","London","HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","London","SEO","35","[c]","42280","41640"
"Leaver Dept.","2023","30-39","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Outside London","AO","45","[c]","21760","21690"
"Leaver Dept.","2023","30-39","Declared disabled","Outside London","EO","80","[c]","27220","27570"
"Leaver Dept.","2023","30-39","Declared disabled","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Outside London","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Outside London","HEO","50","[c]","32400","31990"
"Leaver Dept.","2023","30-39","Declared disabled","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Outside London","SEO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","London","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","London","EO","155","[c]","30410","30970"
"Leaver Dept.","2023","30-39","Declared non-disabled","London","G6","135","[c]","66820","66340"
"Leaver Dept.","2023","30-39","Declared non-disabled","London","G7","340","[c]","55580","55020"
"Leaver Dept.","2023","30-39","Declared non-disabled","London","HEO","220","[c]","35220","35000"
"Leaver Dept.","2023","30-39","Declared non-disabled","London","SCS level","40","[c]","77500","74430"
"Leaver Dept.","2023","30-39","Declared non-disabled","London","SEO","245","[c]","42380","41950"
"Leaver Dept.","2023","30-39","Declared non-disabled","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Outside London","AA","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Outside London","AO","385","[c]","21990","21690"
"Leaver Dept.","2023","30-39","Declared non-disabled","Outside London","EO","515","[c]","27470","27570"
"Leaver Dept.","2023","30-39","Declared non-disabled","Outside London","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Outside London","G7","145","[c]","52620","51530"
"Leaver Dept.","2023","30-39","Declared non-disabled","Outside London","HEO","290","[c]","32860","32160"
"Leaver Dept.","2023","30-39","Declared non-disabled","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Outside London","SEO","245","[c]","40060","39380"
"Leaver Dept.","2023","30-39","Declared non-disabled","Outside London","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Overseas","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","London","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","London","G7","30","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","London","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","London","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Outside London","AO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Outside London","EO","45","[c]","27680","28120"
"Leaver Dept.","2023","30-39","Undeclared","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Outside London","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Outside London","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Undeclared","Outside London","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","London","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","London","EO","40","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","London","G6","80","[c]","66110","66040"
"Leaver Dept.","2023","30-39","Unknown","London","G7","190","[c]","55740","55150"
"Leaver Dept.","2023","30-39","Unknown","London","HEO","190","[c]","34350","33500"
"Leaver Dept.","2023","30-39","Unknown","London","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","London","SEO","135","[c]","42610","42360"
"Leaver Dept.","2023","30-39","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Outside London","AA","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Outside London","AO","145","[c]","22870","22400"
"Leaver Dept.","2023","30-39","Unknown","Outside London","EO","120","[c]","27320","26780"
"Leaver Dept.","2023","30-39","Unknown","Outside London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Outside London","G7","55","[c]","52170","51470"
"Leaver Dept.","2023","30-39","Unknown","Outside London","HEO","145","[c]","32910","32000"
"Leaver Dept.","2023","30-39","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Outside London","SEO","105","[c]","40280","39540"
"Leaver Dept.","2023","30-39","Unknown","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Overseas","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Unknown","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","London","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","London","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","London","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","London","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","London","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Outside London","AO","50","[c]","21830","21690"
"Leaver Dept.","2023","40-49","Declared disabled","Outside London","EO","65","[c]","27700","27840"
"Leaver Dept.","2023","40-49","Declared disabled","Outside London","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Outside London","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Outside London","HEO","45","[c]","32410","31990"
"Leaver Dept.","2023","40-49","Declared disabled","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Outside London","SEO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared disabled","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","London","AO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","London","EO","65","[c]","30560","31060"
"Leaver Dept.","2023","40-49","Declared non-disabled","London","G6","105","[c]","68280","67570"
"Leaver Dept.","2023","40-49","Declared non-disabled","London","G7","125","[c]","57160","56130"
"Leaver Dept.","2023","40-49","Declared non-disabled","London","HEO","70","[c]","36170","35570"
"Leaver Dept.","2023","40-49","Declared non-disabled","London","SCS level","80","[c]","89920","81180"
"Leaver Dept.","2023","40-49","Declared non-disabled","London","SEO","100","[c]","43460","43360"
"Leaver Dept.","2023","40-49","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Outside London","AA","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Outside London","AO","280","[c]","21850","21690"
"Leaver Dept.","2023","40-49","Declared non-disabled","Outside London","EO","385","[c]","27600","27570"
"Leaver Dept.","2023","40-49","Declared non-disabled","Outside London","G6","50","[c]","66830","65310"
"Leaver Dept.","2023","40-49","Declared non-disabled","Outside London","G7","135","[c]","53610","52350"
"Leaver Dept.","2023","40-49","Declared non-disabled","Outside London","HEO","205","[c]","33090","32900"
"Leaver Dept.","2023","40-49","Declared non-disabled","Outside London","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Outside London","SEO","235","[c]","40730","40000"
"Leaver Dept.","2023","40-49","Declared non-disabled","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Unknown","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Declared non-disabled","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Undeclared","London","SCS level","5","[c]","[c]","[c]"
