"Status","Year","Age","Parent_department","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","65+","Ministry of Defence","Geography","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Geography","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Geography","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Human Resources","Heterosexual / straight","160","145","33190","32570"
"In post","2023","65+","Ministry of Defence","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Human Resources","Undeclared","35","35","33740","33470"
"In post","2023","65+","Ministry of Defence","Human Resources","Unknown","5","5","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Intelligence Analysis","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Knowledge and Information Management","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Knowledge and Information Management","Undeclared","10","10","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Knowledge and Information Management","Unknown","5","5","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Medicine","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Medicine","Undeclared","5","5","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Operational Delivery","Heterosexual / straight","435","380","28560","24000"
"In post","2023","65+","Ministry of Defence","Operational Delivery","LGBO","5","5","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Operational Delivery","Undeclared","60","55","27330","22850"
"In post","2023","65+","Ministry of Defence","Operational Delivery","Unknown","25","20","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Other","Heterosexual / straight","205","190","26800","21600"
"In post","2023","65+","Ministry of Defence","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Other","Undeclared","40","35","26990","23920"
"In post","2023","65+","Ministry of Defence","Other","Unknown","45","40","34370","32550"
"In post","2023","65+","Ministry of Defence","Policy","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Project Delivery","Heterosexual / straight","75","65","49400","44430"
"In post","2023","65+","Ministry of Defence","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Project Delivery","Undeclared","10","10","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Property","Heterosexual / straight","135","125","29950","27470"
"In post","2023","65+","Ministry of Defence","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Property","Undeclared","15","15","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Property","Unknown","25","20","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Science and Engineering","Heterosexual / straight","235","200","41360","40300"
"In post","2023","65+","Ministry of Defence","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Science and Engineering","Undeclared","40","35","35100","34020"
"In post","2023","65+","Ministry of Defence","Science and Engineering","Unknown","30","20","48460","41080"
"In post","2023","65+","Ministry of Defence","Security","Heterosexual / straight","185","160","26440","22130"
"In post","2023","65+","Ministry of Defence","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Security","Undeclared","25","25","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Security","Unknown","10","10","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Commercial","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Digital, Data and Technology","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Finance","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Human Resources","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Legal","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Operational Delivery","Heterosexual / straight","1665","1265","28090","25480"
"In post","2023","65+","Ministry of Justice","Operational Delivery","LGBO","40","30","27670","25480"
"In post","2023","65+","Ministry of Justice","Operational Delivery","Undeclared","240","175","29490","25480"
"In post","2023","65+","Ministry of Justice","Operational Delivery","Unknown","355","245","28300","27540"
"In post","2023","65+","Ministry of Justice","Policy","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Property","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Psychology","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","National Crime Agency","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","National Crime Agency","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","National Crime Agency","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","National Crime Agency","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","National Crime Agency","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","National Crime Agency","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","National Crime Agency","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","National Crime Agency","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","National Crime Agency","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","National Crime Agency","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","National Crime Agency","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","National Crime Agency","Operational Delivery","Heterosexual / straight","55","45","41480","38640"
"In post","2023","65+","National Crime Agency","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","National Crime Agency","Operational Delivery","Unknown","15","15","[c]","[c]"
"In post","2023","65+","National Crime Agency","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","National Crime Agency","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","National Crime Agency","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","National Crime Agency","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","National Crime Agency","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","National Crime Agency","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Northern Ireland Office","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Northern Ireland Office","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Northern Ireland Office","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Northern Ireland Office","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Qualifications and Examinations Regulation","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Qualifications and Examinations Regulation","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Qualifications and Examinations Regulation","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Qualifications and Examinations Regulation","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Rail and Road","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Rail and Road","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Rail and Road","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Rail and Road","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Rail and Road","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Rail and Road","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Rail and Road","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Rail and Road","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Rail and Road","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Government","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Government","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Government","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Government","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Government","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Government","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Government","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Government","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Government","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Government","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Government","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Government","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Government","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Government","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Government","Legal","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","65+","Scottish Government","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Government","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Government","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Government","Operational Delivery","Heterosexual / straight","65","45","30380","28490"
"In post","2023","65+","Scottish Government","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Government","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Government","Operational Delivery","Unknown","100","65","29290","28490"
"In post","2023","65+","Scottish Government","Other","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","65+","Scottish Government","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Government","Other","Unknown","25","15","[c]","[c]"
"In post","2023","65+","Scottish Government","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Government","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Government","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Government","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Government","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Government","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Government","Unknown","Heterosexual / straight","115","100","41240","35490"
"In post","2023","65+","Scottish Government","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Government","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","65+","Scottish Government","Unknown","Unknown","160","130","39310","31940"
"In post","2023","65+","The National Archives","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","The National Archives","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","The National Archives","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","The National Archives","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","The National Archives","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","The National Archives","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","The National Archives","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","The National Archives","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","The National Archives","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","The National Archives","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","The National Archives","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","The National Archives","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","The National Archives","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","The National Archives","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","The National Archives","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","The National Archives","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","The National Archives","Operational Delivery","Unknown","5","5","[c]","[c]"
"In post","2023","65+","The National Archives","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","The National Archives","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","The National Archives","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","The National Archives","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","The National Archives","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","The National Archives","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","The National Archives","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Export Finance","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Export Finance","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Export Finance","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Export Finance","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Export Finance","Operational Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","65+","UK Export Finance","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Export Finance","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Export Finance","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Export Finance","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","Digital, Data and Technology","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","Operational Delivery","Heterosexual / straight","200","130","23000","21200"
"In post","2023","65+","UK Statistics Authority","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","Operational Delivery","Undeclared","5","5","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","Operational Delivery","Unknown","50","30","22920","21200"
"In post","2023","65+","UK Statistics Authority","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Supreme Court","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Supreme Court","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Water Services Regulation Authority","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Water Services Regulation Authority","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Water Services Regulation Authority","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","65+","Water Services Regulation Authority","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Water Services Regulation Authority","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","65+","Water Services Regulation Authority","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Water Services Regulation Authority","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
