"Status","Year","Function_of_post","Parent_department","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities","Outside London","SEO/HEO","10","10","40750","41750"
"In post","2023","Commercial","Department for Transport","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Transport","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Transport","London","G6/G7","55","55","63830","66750"
"In post","2023","Commercial","Department for Transport","London","SCS level","5","5","[c]","[c]"
"In post","2023","Commercial","Department for Transport","London","SEO/HEO","50","50","39870","42470"
"In post","2023","Commercial","Department for Transport","Outside London","AA/AO","45","40","21580","22500"
"In post","2023","Commercial","Department for Transport","Outside London","EO","50","45","27310","27260"
"In post","2023","Commercial","Department for Transport","Outside London","G6/G7","35","35","56210","53740"
"In post","2023","Commercial","Department for Transport","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Transport","Outside London","SEO/HEO","150","140","36480","33850"
"In post","2023","Commercial","Department for Work and Pensions","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Work and Pensions","Outside London","AA/AO","10","10","22290","22010"
"In post","2023","Commercial","Department for Work and Pensions","Outside London","EO","25","20","27930","28030"
"In post","2023","Commercial","Department for Work and Pensions","Outside London","G6/G7","15","15","60170","55320"
"In post","2023","Commercial","Department for Work and Pensions","Outside London","SEO/HEO","40","35","36090","34170"
"In post","2023","Commercial","Department of Health and Social Care","London","EO","20","20","29430","28790"
"In post","2023","Commercial","Department of Health and Social Care","London","G6/G7","50","50","63640","56110"
"In post","2023","Commercial","Department of Health and Social Care","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department of Health and Social Care","London","SEO/HEO","55","55","39100","41230"
"In post","2023","Commercial","Department of Health and Social Care","Outside London","EO","10","10","26150","25850"
"In post","2023","Commercial","Department of Health and Social Care","Outside London","G6/G7","35","35","59980","56940"
"In post","2023","Commercial","Department of Health and Social Care","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Commercial","Department of Health and Social Care","Outside London","SEO/HEO","75","70","36560","38120"
"In post","2023","Commercial","Estyn","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Estyn","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","Outside London","SEO/HEO","10","10","35700","37720"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","London","G6/G7","10","10","68060","61870"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","London","SEO/HEO","15","15","43010","44450"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","Outside London","EO","30","25","28100","28540"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","Outside London","G6/G7","35","35","57770","54040"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","Outside London","SEO/HEO","55","55","39700","40750"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs","Outside London","EO","30","25","28180","28130"
"In post","2023","Commercial","HM Revenue and Customs","Outside London","G6/G7","15","15","64460","64690"
"In post","2023","Commercial","HM Revenue and Customs","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs","Outside London","SEO/HEO","95","90","39540","41780"
"In post","2023","Commercial","HM Treasury","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Treasury","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Home Office","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Home Office","London","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Home Office","London","G6/G7","10","10","[c]","[c]"
"In post","2023","Commercial","Home Office","London","SEO/HEO","45","45","42380","43210"
"In post","2023","Commercial","Home Office","Outside London","EO","10","10","26030","25880"
"In post","2023","Commercial","Home Office","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Commercial","Home Office","Outside London","SEO/HEO","45","45","38840","39190"
"In post","2023","Commercial","Ministry of Defence","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Ministry of Defence","London","EO","15","15","30780","31020"
"In post","2023","Commercial","Ministry of Defence","London","G6/G7","10","10","61710","61440"
"In post","2023","Commercial","Ministry of Defence","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Ministry of Defence","London","SEO/HEO","30","30","41060","38830"
"In post","2023","Commercial","Ministry of Defence","Outside London","AA/AO","155","150","23460","22220"
"In post","2023","Commercial","Ministry of Defence","Outside London","EO","290","280","27160","27140"
"In post","2023","Commercial","Ministry of Defence","Outside London","G6/G7","310","295","57730","55500"
"In post","2023","Commercial","Ministry of Defence","Outside London","SCS level","20","20","93540","95390"
"In post","2023","Commercial","Ministry of Defence","Outside London","SEO/HEO","1190","1145","38220","36800"
"In post","2023","Commercial","Ministry of Defence","Outside London","Unknown","165","160","43020","42620"
"In post","2023","Commercial","Ministry of Defence","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Ministry of Defence","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2023","Commercial","Ministry of Defence","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Ministry of Defence","Overseas","SEO/HEO","15","15","60850","58990"
"In post","2023","Commercial","Ministry of Justice","London","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Ministry of Justice","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Ministry of Justice","London","SEO/HEO","95","95","41890","43650"
"In post","2023","Commercial","Ministry of Justice","Outside London","AA/AO","25","25","21780","21780"
"In post","2023","Commercial","Ministry of Justice","Outside London","EO","45","45","26100","25830"
"In post","2023","Commercial","Ministry of Justice","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Commercial","Ministry of Justice","Outside London","SEO/HEO","100","95","36240","37680"
"In post","2023","Commercial","Ministry of Justice","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Crime Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Crime Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Crime Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Crime Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Crime Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","National Crime Agency","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Commercial","National Crime Agency","Outside London","SEO/HEO","10","10","42700","41240"
"In post","2023","Commercial","Office for Standards in Education, Children's Services and Skills","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Office for Standards in Education, Children's Services and Skills","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Office for Standards in Education, Children's Services and Skills","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Office for Standards in Education, Children's Services and Skills","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Office of Rail and Road","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Office of Rail and Road","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Scottish Government","Outside London","AA/AO","50","45","26660","28490"
"In post","2023","Commercial","Scottish Government","Outside London","EO","15","15","33930","34070"
"In post","2023","Commercial","Scottish Government","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Commercial","Scottish Government","Outside London","SEO/HEO","30","30","43210","42590"
"In post","2023","Commercial","The National Archives","London","AA/AO","20","20","23800","23460"
"In post","2023","Commercial","The National Archives","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","The National Archives","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Commercial","The National Archives","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Commercial","UK Export Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","UK Export Finance","London","EO","25","25","32400","32300"
"In post","2023","Commercial","UK Export Finance","London","G6/G7","70","70","65850","63150"
"In post","2023","Commercial","UK Export Finance","London","SCS level","10","10","118720","117760"
"In post","2023","Commercial","UK Export Finance","London","SEO/HEO","100","100","43070","43210"
