"Status","Year","Age","Organisation","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Building Digital UK","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Building Digital UK","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Building Digital UK","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Building Digital UK","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Building Digital UK","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Building Digital UK","Operational Research","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Building Digital UK","Operational Research","HEO","10","10","[c]","[c]"
"In post","2023","20-29","Building Digital UK","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Building Digital UK","Other","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Building Digital UK","Other","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Building Digital UK","Other","HEO","15","15","34150","34710"
"In post","2023","20-29","Building Digital UK","Project Delivery","EO","10","10","[c]","[c]"
"In post","2023","20-29","Building Digital UK","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Building Digital UK","Project Delivery","G7","15","15","52260","52760"
"In post","2023","20-29","Building Digital UK","Project Delivery","HEO","10","10","34710","35040"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Commercial","EO","5","5","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Commercial","HEO","10","10","33890","33020"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Commercial","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Communications","G7","5","5","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Communications","HEO","15","15","35460","35650"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Communications","SEO","10","10","41980","41870"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Digital, Data and Technology","EO","10","10","27630","28370"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Digital, Data and Technology","G6","5","5","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Digital, Data and Technology","G7","75","75","55140","56430"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Digital, Data and Technology","HEO","45","45","34050","33020"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Digital, Data and Technology","SEO","40","40","40730","41410"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Economics","G7","5","5","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Economics","HEO","10","10","35530","35440"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Finance","EO","5","5","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Finance","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Finance","SEO","5","5","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Human Resources","AO","35","35","21820","21720"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Human Resources","EO","40","40","26380","25010"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Human Resources","G7","10","10","54890","56110"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Human Resources","HEO","45","45","32710","33020"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Human Resources","SEO","15","15","39730","38460"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Legal","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Policy","G7","40","40","56450","56430"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Policy","HEO","30","30","35270","35650"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Policy","SEO","45","45","41450","41870"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Project Delivery","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Property","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Psychology","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Psychology","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Security","AO","10","10","22090","21830"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Security","EO","10","10","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Security","G6","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Security","G7","5","5","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Security","HEO","15","15","34910","35650"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Statistics","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Unknown","AO","80","75","23140","21720"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Unknown","EO","185","185","27050","28050"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Unknown","G6","10","10","65950","66530"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Unknown","G7","110","110","55770","56430"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Unknown","HEO","155","155","34940","35240"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Cabinet Office (excl. agencies)","Unknown","SEO","80","80","41380","41870"
"In post","2023","20-29","Central Civil Service Fast Stream","Commercial","HEO","80","80","30370","30130"
"In post","2023","20-29","Central Civil Service Fast Stream","Communications","HEO","10","10","33660","34250"
"In post","2023","20-29","Central Civil Service Fast Stream","Digital, Data and Technology","HEO","115","115","30610","30130"
"In post","2023","20-29","Central Civil Service Fast Stream","Finance","HEO","75","75","31120","30130"
"In post","2023","20-29","Central Civil Service Fast Stream","Project Delivery","HEO","225","225","30620","30130"
"In post","2023","20-29","Central Civil Service Fast Stream","Property","HEO","30","30","29660","30130"
"In post","2023","20-29","Central Civil Service Fast Stream","Science and Engineering","HEO","95","95","30290","30130"
"In post","2023","20-29","Central Civil Service Fast Stream","Statistics","HEO","100","100","31030","30130"
"In post","2023","20-29","Central Civil Service Fast Stream","Unknown","HEO","735","735","30630","30130"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","EO","10","10","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","EO","10","10","25940","25920"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","HEO","5","5","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","AO","15","15","21470","22150"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","EO","30","30","25950","25920"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","HEO","30","30","30440","30350"
"In post","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Operational Delivery","AO","10","10","21500","21100"
"In post","2023","20-29","Charity Commission","Operational Delivery","EO","20","20","25340","25300"
"In post","2023","20-29","Charity Commission","Operational Delivery","HEO","20","20","30240","30170"
"In post","2023","20-29","Charity Commission","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Charity Commission","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Counter Fraud","AO","15","15","21950","21380"
"In post","2023","20-29","Companies House","Counter Fraud","EO","5","5","[c]","[c]"
"In post","2023","20-29","Companies House","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Digital, Data and Technology","EO","15","15","33500","33440"
"In post","2023","20-29","Companies House","Digital, Data and Technology","HEO","15","15","36260","37350"
"In post","2023","20-29","Companies House","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Finance","AO","10","10","22230","21380"
"In post","2023","20-29","Companies House","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Operational Delivery","AO","45","45","21850","21380"
"In post","2023","20-29","Companies House","Operational Delivery","EO","10","10","[c]","[c]"
"In post","2023","20-29","Companies House","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Other","AO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Companies House","Policy","G6","[c]","[c]","[c]","[c]"
