"Status","Year","Organisation","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Office for Budget Responsibility","HM Treasury","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Budget Responsibility","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AO","25","[c]","21670","22490"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","EO","15","[c]","27560","27140"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G6","20","[c]","84530","87570"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G7","70","[c]","74940","77470"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","HEO","20","[c]","34060","33130"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SEO","70","[c]","48800","52290"
"Leaver CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AO","15","[c]","19820","19750"
"Leaver CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","55","[c]","27110","26400"
"Leaver CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6","40","[c]","70260","68830"
"Leaver CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G7","55","[c]","54900","54190"
"Leaver CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","HEO","55","[c]","35690","34900"
"Leaver CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO","30","[c]","39200","39490"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Office of Rail and Road","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Office of Rail and Road","G7","15","[c]","60710","60020"
"Leaver CS","2023","Office of Rail and Road","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of Rail and Road","Office of Rail and Road","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Public Guardian","Ministry of Justice","AO","80","[c]","21490","21780"
"Leaver CS","2023","Office of the Public Guardian","Ministry of Justice","EO","15","[c]","25610","25830"
"Leaver CS","2023","Office of the Public Guardian","Ministry of Justice","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Public Guardian","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Scottish Charity Regulator","Scottish Government","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Scottish Charity Regulator","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","AO","15","[c]","20940","21960"
"Leaver CS","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","G6","15","[c]","66310","61040"
"Leaver CS","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","G7","10","[c]","49170","48160"
"Leaver CS","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Scottish Government","AO","10","[c]","25840","26410"
"Leaver CS","2023","Registers of Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Scottish Government","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Scottish Government","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Scottish Government","HEO","15","[c]","37280","37710"
"Leaver CS","2023","Registers of Scotland","Scottish Government","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Revenue Scotland","Scottish Government","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Royal Fleet Auxiliary","Ministry of Defence","Unknown","200","[c]","36910","34110"
"Leaver CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","AO","130","[c]","21680","21300"
"Leaver CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","EO","55","[c]","25290","25920"
"Leaver CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","HEO","15","[c]","30980","30470"
"Leaver CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SEO","10","[c]","39190","38920"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Scottish Government","AA","45","[c]","22080","22080"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Scottish Government","AO","65","[c]","24380","25060"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Scottish Government","EO","25","[c]","30980","31970"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Scottish Government","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Scottish Government","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Scottish Government","HEO","10","[c]","37490","38170"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Scottish Government","SEO","10","[c]","47440","48410"
"Leaver CS","2023","Scottish Fiscal Commission","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Fiscal Commission","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","Scottish Government","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","Scottish Government","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","AA","55","[c]","24040","23340"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","AO","35","[c]","27920","26600"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","EO","85","[c]","30590","29450"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","G6","45","[c]","77530","79110"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","G7","55","[c]","61290","65280"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","HEO","110","[c]","36340","34730"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","SEO","105","[c]","47230","49860"
"Leaver CS","2023","Scottish Prison Service","Scottish Government","AA","40","[c]","22740","22920"
"Leaver CS","2023","Scottish Prison Service","Scottish Government","AO","135","[c]","26470","24710"
"Leaver CS","2023","Scottish Prison Service","Scottish Government","EO","170","[c]","36230","37060"
"Leaver CS","2023","Scottish Prison Service","Scottish Government","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Scottish Government","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Scottish Government","HEO","35","[c]","42430","42590"
"Leaver CS","2023","Scottish Prison Service","Scottish Government","SEO","15","[c]","48460","48640"
"Leaver CS","2023","Scottish Public Pensions Agency","Scottish Government","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","Scottish Government","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Attorney General's Departments","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Attorney General's Departments","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Attorney General's Departments","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Attorney General's Departments","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Attorney General's Departments","G7","15","[c]","57970","57060"
"Leaver CS","2023","Serious Fraud Office","Attorney General's Departments","HEO","15","[c]","34790","34500"
"Leaver CS","2023","Serious Fraud Office","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Attorney General's Departments","SEO","15","[c]","42730","42210"
"Leaver CS","2023","Social Security Scotland","Scottish Government","AA","85","[c]","22820","22180"
"Leaver CS","2023","Social Security Scotland","Scottish Government","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","Scottish Government","EO","35","[c]","29260","29100"
"Leaver CS","2023","Social Security Scotland","Scottish Government","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","Scottish Government","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","Scottish Government","HEO","15","[c]","35480","34730"
"Leaver CS","2023","Social Security Scotland","Scottish Government","SEO","15","[c]","45040","42860"
"Leaver CS","2023","Standards and Testing Agency","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","Department for Education","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","Department for Education","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","Department for Education","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","Department for Education","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","Scottish Government","AA","25","[c]","22920","22180"
"Leaver CS","2023","Student Awards Agency for Scotland","Scottish Government","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Ministry of Defence","Unknown","170","[c]","41920","38790"
"Leaver CS","2023","Teaching Regulation Agency","Department for Education","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Teaching Regulation Agency","Department for Education","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","AO","45","[c]","21960","22180"
"Leaver CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","10","[c]","25750","26290"
"Leaver CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","HEO","20","[c]","33640","34690"
"Leaver CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO","15","[c]","43640","42730"
"Leaver CS","2023","The National Archives","The National Archives","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","The National Archives","AO","25","[c]","23340","23460"
"Leaver CS","2023","The National Archives","The National Archives","EO","10","[c]","25200","24990"
"Leaver CS","2023","The National Archives","The National Archives","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","The National Archives","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","The National Archives","HEO","25","[c]","31390","29990"
"Leaver CS","2023","The National Archives","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","The National Archives","SEO","20","[c]","41450","42000"
"Leaver CS","2023","Transport Scotland","Scottish Government","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Scottish Government","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Scottish Government","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Scottish Government","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Scottish Government","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Scottish Government","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Scottish Government","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","HM Treasury","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","HM Treasury","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","UK Export Finance","EO","10","[c]","31790","32300"
"Leaver CS","2023","UK Export Finance","UK Export Finance","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","UK Export Finance","G7","15","[c]","57520","57120"
"Leaver CS","2023","UK Export Finance","UK Export Finance","HEO","10","[c]","34360","34000"
"Leaver CS","2023","UK Export Finance","UK Export Finance","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","UK Export Finance","SEO","25","[c]","43180","42000"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","AA","55","[c]","20810","20100"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","AO","180","[c]","21550","20880"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","EO","280","[c]","26040","26470"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","G6","140","[c]","66270","66230"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","G7","255","[c]","52790","52610"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","HEO","470","[c]","32160","32330"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","SCS level","110","[c]","100020","95070"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","SEO","425","[c]","40070","40610"
"Leaver CS","2023","UK Hydrographic Office","Ministry of Defence","AO","25","[c]","21450","21690"
"Leaver CS","2023","UK Hydrographic Office","Ministry of Defence","EO","20","[c]","28200","27610"
"Leaver CS","2023","UK Hydrographic Office","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Ministry of Defence","HEO","20","[c]","34400","34370"
"Leaver CS","2023","UK Hydrographic Office","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Ministry of Defence","SEO","15","[c]","44300","43890"
"Leaver CS","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","UK Statistics Authority","AA","75","[c]","20480","20150"
"Leaver CS","2023","UK Statistics Authority","UK Statistics Authority","AO","290","[c]","20760","21200"
"Leaver CS","2023","UK Statistics Authority","UK Statistics Authority","EO","60","[c]","25290","24840"
"Leaver CS","2023","UK Statistics Authority","UK Statistics Authority","G6","25","[c]","63290","61920"
"Leaver CS","2023","UK Statistics Authority","UK Statistics Authority","G7","55","[c]","53220","52490"
"Leaver CS","2023","UK Statistics Authority","UK Statistics Authority","HEO","100","[c]","31750","31440"
"Leaver CS","2023","UK Statistics Authority","UK Statistics Authority","SCS level","10","[c]","82780","77250"
"Leaver CS","2023","UK Statistics Authority","UK Statistics Authority","SEO","80","[c]","38390","37760"
"Leaver CS","2023","UK Supreme Court","UK Supreme Court","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","UK Supreme Court","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","UK Supreme Court","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","UK Supreme Court","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","UK Supreme Court","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","HM Revenue and Customs","AO","80","[c]","22600","22520"
"Leaver CS","2023","Valuation Office Agency","HM Revenue and Customs","EO","60","[c]","27610","27000"
"Leaver CS","2023","Valuation Office Agency","HM Revenue and Customs","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","HM Revenue and Customs","G7","15","[c]","58140","58170"
"Leaver CS","2023","Valuation Office Agency","HM Revenue and Customs","HEO","30","[c]","34730","34000"
"Leaver CS","2023","Valuation Office Agency","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","HM Revenue and Customs","SEO","65","[c]","46660","46800"
"Leaver CS","2023","Vehicle Certification Agency","Department for Transport","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","Department for Transport","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","Department for Transport","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Water Services Regulation Authority","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Water Services Regulation Authority","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Water Services Regulation Authority","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Water Services Regulation Authority","HEO","15","[c]","42370","42000"
"Leaver CS","2023","Water Services Regulation Authority","Water Services Regulation Authority","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Welsh Government","AO","45","[c]","23380","24630"
"Leaver CS","2023","Welsh Government (excl. agencies)","Welsh Government","EO","40","[c]","28240","29430"
"Leaver CS","2023","Welsh Government (excl. agencies)","Welsh Government","G6","10","[c]","74770","75480"
"Leaver CS","2023","Welsh Government (excl. agencies)","Welsh Government","G7","25","[c]","60070","61440"
"Leaver CS","2023","Welsh Government (excl. agencies)","Welsh Government","HEO","35","[c]","36250","38160"
"Leaver CS","2023","Welsh Government (excl. agencies)","Welsh Government","SCS level","10","[c]","99490","92110"
"Leaver CS","2023","Welsh Government (excl. agencies)","Welsh Government","SEO","40","[c]","46300","47470"
"Leaver CS","2023","Welsh Revenue Authority","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","Foreign, Commonwealth and Development Office","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","Foreign, Commonwealth and Development Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","Foreign, Commonwealth and Development Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","Foreign, Commonwealth and Development Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","Department for Transport","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","EO","20","[c]","24810","24970"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","AO","25","[c]","22090","22150"
"Leaver Dept.","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","EO","15","[c]","26530","25920"
"Leaver Dept.","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","Attorney General's Departments","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","HEO","15","[c]","35020","34790"
"Leaver Dept.","2023","Building Digital UK","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Cabinet Office","AO","50","[c]","22300","21720"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Cabinet Office","EO","175","[c]","26900","27500"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Cabinet Office","G6","110","[c]","66480","66530"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Cabinet Office","G7","265","[c]","55370","55590"
