"Status","Year","Disability","Region_ITL1","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared disabled","Wales","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Wales","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Wales","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Wales","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Wales","HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Wales","HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Wales","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Wales","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Wales","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Wales","SEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Wales","SEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Wales","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Wales","Unknown","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Wales","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","West Midlands (England)","AA","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","West Midlands (England)","AA","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","West Midlands (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","West Midlands (England)","AO","Female","75","[c]","21950","21780"
"New entrant CS","2023","Declared disabled","West Midlands (England)","AO","Male","65","[c]","23210","21780"
"New entrant CS","2023","Declared disabled","West Midlands (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","West Midlands (England)","EO","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","West Midlands (England)","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","West Midlands (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","West Midlands (England)","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","West Midlands (England)","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","West Midlands (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","West Midlands (England)","G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","West Midlands (England)","G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","West Midlands (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","West Midlands (England)","HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","West Midlands (England)","HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","West Midlands (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","West Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","West Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","West Midlands (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","West Midlands (England)","SEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","West Midlands (England)","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","West Midlands (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","West Midlands (England)","Unknown","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","West Midlands (England)","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","West Midlands (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Yorkshire and The Humber","AA","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Yorkshire and The Humber","AA","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Yorkshire and The Humber","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Yorkshire and The Humber","AO","Female","50","[c]","22810","22150"
"New entrant CS","2023","Declared disabled","Yorkshire and The Humber","AO","Male","40","[c]","23820","22520"
"New entrant CS","2023","Declared disabled","Yorkshire and The Humber","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Yorkshire and The Humber","EO","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Yorkshire and The Humber","EO","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Yorkshire and The Humber","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Yorkshire and The Humber","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Yorkshire and The Humber","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Yorkshire and The Humber","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Yorkshire and The Humber","G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Yorkshire and The Humber","G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Yorkshire and The Humber","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Yorkshire and The Humber","HEO","Female","40","[c]","31970","31270"
"New entrant CS","2023","Declared disabled","Yorkshire and The Humber","HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Yorkshire and The Humber","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Yorkshire and The Humber","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Yorkshire and The Humber","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Yorkshire and The Humber","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Yorkshire and The Humber","SEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Yorkshire and The Humber","SEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Yorkshire and The Humber","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Yorkshire and The Humber","Unknown","Female","40","[c]","22920","23640"
"New entrant CS","2023","Declared disabled","Yorkshire and The Humber","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Yorkshire and The Humber","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","East Midlands (England)","AA","Female","75","[c]","22420","23230"
"New entrant CS","2023","Declared non-disabled","East Midlands (England)","AA","Male","35","[c]","23310","23230"
"New entrant CS","2023","Declared non-disabled","East Midlands (England)","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","East Midlands (England)","AO","Female","360","[c]","23800","22520"
"New entrant CS","2023","Declared non-disabled","East Midlands (England)","AO","Male","325","[c]","25270","22520"
"New entrant CS","2023","Declared non-disabled","East Midlands (England)","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","East Midlands (England)","EO","Female","75","[c]","27160","27650"
"New entrant CS","2023","Declared non-disabled","East Midlands (England)","EO","Male","60","[c]","27580","27650"
"New entrant CS","2023","Declared non-disabled","East Midlands (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","East Midlands (England)","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","East Midlands (England)","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","East Midlands (England)","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","East Midlands (England)","G7","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","East Midlands (England)","G7","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","East Midlands (England)","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","East Midlands (England)","HEO","Female","55","[c]","33110","33200"
"New entrant CS","2023","Declared non-disabled","East Midlands (England)","HEO","Male","35","[c]","32970","33200"
"New entrant CS","2023","Declared non-disabled","East Midlands (England)","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","East Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","East Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","East Midlands (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","East Midlands (England)","SEO","Female","45","[c]","44250","44330"
"New entrant CS","2023","Declared non-disabled","East Midlands (England)","SEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","East Midlands (England)","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","East Midlands (England)","Unknown","Female","180","[c]","22980","23640"
"New entrant CS","2023","Declared non-disabled","East Midlands (England)","Unknown","Male","50","[c]","23200","23640"
"New entrant CS","2023","Declared non-disabled","East Midlands (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","East of England","AA","Female","120","[c]","22590","23230"
"New entrant CS","2023","Declared non-disabled","East of England","AA","Male","70","[c]","22900","23230"
"New entrant CS","2023","Declared non-disabled","East of England","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","East of England","AO","Female","210","[c]","26060","24070"
"New entrant CS","2023","Declared non-disabled","East of England","AO","Male","265","[c]","28400","28880"
"New entrant CS","2023","Declared non-disabled","East of England","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","East of England","EO","Female","45","[c]","27190","26670"
"New entrant CS","2023","Declared non-disabled","East of England","EO","Male","45","[c]","27390","27080"
"New entrant CS","2023","Declared non-disabled","East of England","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","East of England","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","East of England","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","East of England","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","East of England","G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","East of England","G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","East of England","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","East of England","HEO","Female","30","[c]","32520","32800"
"New entrant CS","2023","Declared non-disabled","East of England","HEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","East of England","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","East of England","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","East of England","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","East of England","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","East of England","SEO","Female","35","[c]","42480","40800"
"New entrant CS","2023","Declared non-disabled","East of England","SEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","East of England","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","East of England","Unknown","Female","175","[c]","22750","23640"
"New entrant CS","2023","Declared non-disabled","East of England","Unknown","Male","45","[c]","23460","23640"
"New entrant CS","2023","Declared non-disabled","East of England","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","London","AA","Female","40","[c]","25700","26630"
"New entrant CS","2023","Declared non-disabled","London","AA","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","London","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","London","AO","Female","350","[c]","27270","26760"
"New entrant CS","2023","Declared non-disabled","London","AO","Male","340","[c]","28680","26920"
"New entrant CS","2023","Declared non-disabled","London","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","London","EO","Female","410","[c]","28880","29080"
"New entrant CS","2023","Declared non-disabled","London","EO","Male","275","[c]","28930","29000"
"New entrant CS","2023","Declared non-disabled","London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","London","G6","Female","50","[c]","72620","70310"
"New entrant CS","2023","Declared non-disabled","London","G6","Male","75","[c]","75270","73640"
"New entrant CS","2023","Declared non-disabled","London","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","London","G7","Female","225","[c]","57260","55150"
"New entrant CS","2023","Declared non-disabled","London","G7","Male","230","[c]","57300","55720"
"New entrant CS","2023","Declared non-disabled","London","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","London","HEO","Female","455","[c]","35360","35040"
"New entrant CS","2023","Declared non-disabled","London","HEO","Male","430","[c]","35660","35240"
"New entrant CS","2023","Declared non-disabled","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","London","SCS level","Female","30","[c]","101480","96500"
