"Status","Year","Disability","Ethnicity","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Unknown","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Northern Ireland","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Scotland","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Scotland","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Scotland","Unknown","255","230","34710","36330"
"In post","2023","Declared disabled","Unknown","South East (England)","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Declared disabled","Unknown","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","South East (England)","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","Unknown","South East (England)","Unknown","85","75","34580","31260"
"In post","2023","Declared disabled","Unknown","South West (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Declared disabled","Unknown","South West (England)","LGBO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","South West (England)","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared disabled","Unknown","South West (England)","Unknown","85","80","37040","31920"
"In post","2023","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Wales","Heterosexual / straight","20","15","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Wales","Undeclared","5","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Wales","Unknown","35","30","33680","26500"
"In post","2023","Declared disabled","Unknown","West Midlands (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","West Midlands (England)","Unknown","50","45","27880","27220"
"In post","2023","Declared disabled","Unknown","Yorkshire and The Humber","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Yorkshire and The Humber","Undeclared","10","5","[c]","[c]"
"In post","2023","Declared disabled","Unknown","Yorkshire and The Humber","Unknown","35","35","30120","26380"
"In post","2023","Declared disabled","White","East Midlands (England)","Heterosexual / straight","2120","1935","30970","28120"
"In post","2023","Declared disabled","White","East Midlands (England)","LGBO","255","240","30920","28120"
"In post","2023","Declared disabled","White","East Midlands (England)","Undeclared","225","205","30240","28120"
"In post","2023","Declared disabled","White","East Midlands (England)","Unknown","85","75","29160","28100"
"In post","2023","Declared disabled","White","East of England","Heterosexual / straight","1960","1780","31760","29050"
"In post","2023","Declared disabled","White","East of England","LGBO","190","185","29620","28120"
"In post","2023","Declared disabled","White","East of England","Undeclared","175","160","31040","28120"
"In post","2023","Declared disabled","White","East of England","Unknown","90","75","30270","28120"
"In post","2023","Declared disabled","White","London","Heterosexual / straight","4405","4205","47010","42060"
"In post","2023","Declared disabled","White","London","LGBO","930","910","45720","41410"
"In post","2023","Declared disabled","White","London","Undeclared","505","480","45110","39820"
"In post","2023","Declared disabled","White","London","Unknown","305","290","40390","32520"
"In post","2023","Declared disabled","White","North East (England)","Heterosexual / straight","3215","2850","29940","28120"
"In post","2023","Declared disabled","White","North East (England)","LGBO","310","295","30440","28120"
"In post","2023","Declared disabled","White","North East (England)","Undeclared","225","195","29170","28120"
"In post","2023","Declared disabled","White","North East (England)","Unknown","205","175","27110","22520"
"In post","2023","Declared disabled","White","North West (England)","Heterosexual / straight","5920","5355","31200","28120"
"In post","2023","Declared disabled","White","North West (England)","LGBO","730","695","31080","28120"
"In post","2023","Declared disabled","White","North West (England)","Undeclared","520","465","29740","28120"
"In post","2023","Declared disabled","White","North West (England)","Unknown","350","300","29680","28120"
"In post","2023","Declared disabled","White","Northern Ireland","Heterosexual / straight","290","270","31810","28130"
"In post","2023","Declared disabled","White","Northern Ireland","LGBO","25","25","[c]","[c]"
"In post","2023","Declared disabled","White","Northern Ireland","Undeclared","25","20","[c]","[c]"
"In post","2023","Declared disabled","White","Northern Ireland","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","White","Overseas","Heterosexual / straight","105","105","49610","46860"
"In post","2023","Declared disabled","White","Overseas","LGBO","20","20","[c]","[c]"
"In post","2023","Declared disabled","White","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Overseas","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","White","Scotland","Heterosexual / straight","3570","3240","33000","28120"
"In post","2023","Declared disabled","White","Scotland","LGBO","595","570","33320","29100"
"In post","2023","Declared disabled","White","Scotland","Undeclared","315","285","31810","28120"
"In post","2023","Declared disabled","White","Scotland","Unknown","250","225","31940","28120"
"In post","2023","Declared disabled","White","South East (England)","Heterosexual / straight","3650","3340","32750","29730"
"In post","2023","Declared disabled","White","South East (England)","LGBO","410","395","31240","29400"
"In post","2023","Declared disabled","White","South East (England)","Undeclared","355","325","32380","29050"
"In post","2023","Declared disabled","White","South East (England)","Unknown","160","140","32640","28480"
"In post","2023","Declared disabled","White","South West (England)","Heterosexual / straight","4165","3870","34930","31920"
"In post","2023","Declared disabled","White","South West (England)","LGBO","450","435","33440","30650"
"In post","2023","Declared disabled","White","South West (England)","Undeclared","390","360","33420","29050"
"In post","2023","Declared disabled","White","South West (England)","Unknown","165","145","33660","28120"
"In post","2023","Declared disabled","White","Unknown","Heterosexual / straight","70","65","34520","28120"
"In post","2023","Declared disabled","White","Unknown","LGBO","10","10","[c]","[c]"
"In post","2023","Declared disabled","White","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2023","Declared disabled","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","White","Wales","Heterosexual / straight","2960","2685","31120","28120"
"In post","2023","Declared disabled","White","Wales","LGBO","360","345","31680","28120"
"In post","2023","Declared disabled","White","Wales","Undeclared","435","370","28080","24840"
"In post","2023","Declared disabled","White","Wales","Unknown","130","110","27760","26990"
"In post","2023","Declared disabled","White","West Midlands (England)","Heterosexual / straight","2560","2335","32040","28120"
"In post","2023","Declared disabled","White","West Midlands (England)","LGBO","315","300","31640","28120"
"In post","2023","Declared disabled","White","West Midlands (England)","Undeclared","245","220","31410","28120"
"In post","2023","Declared disabled","White","West Midlands (England)","Unknown","140","125","32130","28120"
"In post","2023","Declared disabled","White","Yorkshire and The Humber","Heterosexual / straight","3335","3015","32770","28130"
"In post","2023","Declared disabled","White","Yorkshire and The Humber","LGBO","435","415","33400","30330"
"In post","2023","Declared disabled","White","Yorkshire and The Humber","Undeclared","320","290","32150","28120"
"In post","2023","Declared disabled","White","Yorkshire and The Humber","Unknown","140","120","31340","28120"
"In post","2023","Declared non-disabled","Asian","East Midlands (England)","Heterosexual / straight","1365","1265","29940","28120"
"In post","2023","Declared non-disabled","Asian","East Midlands (England)","LGBO","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","East Midlands (England)","Undeclared","75","65","28520","26950"
"In post","2023","Declared non-disabled","Asian","East Midlands (England)","Unknown","130","105","28300","28080"
"In post","2023","Declared non-disabled","Asian","East of England","Heterosexual / straight","810","740","31840","28120"
"In post","2023","Declared non-disabled","Asian","East of England","LGBO","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","East of England","Undeclared","60","50","28960","25610"
"In post","2023","Declared non-disabled","Asian","East of England","Unknown","50","40","31220","28120"
"In post","2023","Declared non-disabled","Asian","London","Heterosexual / straight","9635","9170","40230","35620"
"In post","2023","Declared non-disabled","Asian","London","LGBO","235","225","42470","39450"
"In post","2023","Declared non-disabled","Asian","London","Undeclared","605","560","36760","32520"
"In post","2023","Declared non-disabled","Asian","London","Unknown","650","575","37920","32520"
"In post","2023","Declared non-disabled","Asian","North East (England)","Heterosexual / straight","475","445","31380","28120"
"In post","2023","Declared non-disabled","Asian","North East (England)","LGBO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","North East (England)","Undeclared","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","North East (England)","Unknown","30","25","29000","22700"
"In post","2023","Declared non-disabled","Asian","North West (England)","Heterosexual / straight","2295","2155","30670","28120"
"In post","2023","Declared non-disabled","Asian","North West (England)","LGBO","55","50","28400","26520"
"In post","2023","Declared non-disabled","Asian","North West (England)","Undeclared","115","100","28120","25880"
"In post","2023","Declared non-disabled","Asian","North West (England)","Unknown","185","160","27790","22520"
"In post","2023","Declared non-disabled","Asian","Northern Ireland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Overseas","Heterosexual / straight","90","90","45980","38130"
"In post","2023","Declared non-disabled","Asian","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Overseas","Unknown","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Scotland","Heterosexual / straight","535","500","33850","29100"
"In post","2023","Declared non-disabled","Asian","Scotland","LGBO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Scotland","Undeclared","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","Scotland","Unknown","35","35","32900","27740"
"In post","2023","Declared non-disabled","Asian","South East (England)","Heterosexual / straight","1025","955","32380","30140"
"In post","2023","Declared non-disabled","Asian","South East (England)","LGBO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","South East (England)","Undeclared","65","55","30650","28120"
"In post","2023","Declared non-disabled","Asian","South East (England)","Unknown","60","55","31590","28750"
"In post","2023","Declared non-disabled","Asian","South West (England)","Heterosexual / straight","650","620","36390","33850"
"In post","2023","Declared non-disabled","Asian","South West (England)","LGBO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Asian","South West (England)","Undeclared","30","30","[c]","[c]"
