"Status","Year","Ethnicity","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Black","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of Rail and Road","G6/G7","10","10","[c]","[c]"
"In post","2023","Black","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of Rail and Road","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Government","AA/AO","20","20","[c]","[c]"
"In post","2023","Black","Scottish Government","EO","30","30","31140","29450"
"In post","2023","Black","Scottish Government","G6/G7","15","15","[c]","[c]"
"In post","2023","Black","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Government","SEO/HEO","35","35","41180","41640"
"In post","2023","Black","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Export Finance","EO","10","10","[c]","[c]"
"In post","2023","Black","UK Export Finance","G6/G7","10","10","[c]","[c]"
"In post","2023","Black","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Export Finance","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","AA/AO","30","20","21720","21200"
"In post","2023","Black","UK Statistics Authority","EO","15","15","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","G6/G7","20","20","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Statistics Authority","SEO/HEO","65","65","35350","34230"
"In post","2023","Black","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Welsh Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Welsh Government","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Mixed","Attorney General's Departments","AA/AO","50","45","23080","23650"
"In post","2023","Mixed","Attorney General's Departments","EO","60","60","28470","28200"
"In post","2023","Mixed","Attorney General's Departments","G6/G7","155","145","59340","56450"
"In post","2023","Mixed","Attorney General's Departments","SCS level","15","10","[c]","[c]"
"In post","2023","Mixed","Attorney General's Departments","SEO/HEO","60","60","37390","38760"
"In post","2023","Mixed","Cabinet Office","AA/AO","10","10","[c]","[c]"
"In post","2023","Mixed","Cabinet Office","EO","20","20","[c]","[c]"
"In post","2023","Mixed","Cabinet Office","G6/G7","100","100","60820","56430"
"In post","2023","Mixed","Cabinet Office","SCS level","20","20","[c]","[c]"
"In post","2023","Mixed","Cabinet Office","SEO/HEO","195","195","33420","32960"
"In post","2023","Mixed","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Chancellor's other departments","EO","5","5","[c]","[c]"
"In post","2023","Mixed","Chancellor's other departments","G6/G7","10","10","[c]","[c]"
"In post","2023","Mixed","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Competition and Markets Authority","G6/G7","15","15","[c]","[c]"
"In post","2023","Mixed","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Competition and Markets Authority","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Mixed","Department for Business, Energy and Industrial Strategy","AA/AO","20","20","[c]","[c]"
"In post","2023","Mixed","Department for Business, Energy and Industrial Strategy","EO","35","35","27970","28510"
"In post","2023","Mixed","Department for Business, Energy and Industrial Strategy","G6/G7","140","135","57830","55350"
"In post","2023","Mixed","Department for Business, Energy and Industrial Strategy","SCS level","5","5","[c]","[c]"
"In post","2023","Mixed","Department for Business, Energy and Industrial Strategy","SEO/HEO","170","165","38720","40040"
"In post","2023","Mixed","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Digital, Culture, Media and Sport","EO","5","5","[c]","[c]"
"In post","2023","Mixed","Department for Digital, Culture, Media and Sport","G6/G7","40","40","56140","54140"
"In post","2023","Mixed","Department for Digital, Culture, Media and Sport","SCS level","5","5","[c]","[c]"
"In post","2023","Mixed","Department for Digital, Culture, Media and Sport","SEO/HEO","35","35","37280","35620"
"In post","2023","Mixed","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Education","EO","30","25","[c]","[c]"
"In post","2023","Mixed","Department for Education","G6/G7","75","75","57380","55020"
"In post","2023","Mixed","Department for Education","SCS level","5","5","[c]","[c]"
"In post","2023","Mixed","Department for Education","SEO/HEO","110","105","36870","37590"
"In post","2023","Mixed","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Environment, Food and Rural Affairs","AA/AO","45","45","22710","22150"
"In post","2023","Mixed","Department for Environment, Food and Rural Affairs","EO","40","40","27750","27020"
"In post","2023","Mixed","Department for Environment, Food and Rural Affairs","G6/G7","60","60","55150","54330"
"In post","2023","Mixed","Department for Environment, Food and Rural Affairs","SCS level","5","5","[c]","[c]"
"In post","2023","Mixed","Department for Environment, Food and Rural Affairs","SEO/HEO","115","110","35700","37300"
"In post","2023","Mixed","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for International Trade","EO","10","10","[c]","[c]"
"In post","2023","Mixed","Department for International Trade","G6/G7","40","40","58650","55500"
"In post","2023","Mixed","Department for International Trade","SCS level","10","10","[c]","[c]"
"In post","2023","Mixed","Department for International Trade","SEO/HEO","50","50","38940","41310"
"In post","2023","Mixed","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Levelling Up, Housing and Communities","EO","10","10","[c]","[c]"
"In post","2023","Mixed","Department for Levelling Up, Housing and Communities","G6/G7","45","40","58060","55260"
"In post","2023","Mixed","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Levelling Up, Housing and Communities","SEO/HEO","40","40","37190","37540"
"In post","2023","Mixed","Department for Transport","AA/AO","55","50","23030","22500"
"In post","2023","Mixed","Department for Transport","EO","60","60","29060","27450"
"In post","2023","Mixed","Department for Transport","G6/G7","50","50","59670","56340"
"In post","2023","Mixed","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Transport","SEO/HEO","90","90","38820","38220"
"In post","2023","Mixed","Department for Work and Pensions","AA/AO","430","385","22390","21690"
"In post","2023","Mixed","Department for Work and Pensions","EO","865","795","29450","28120"
"In post","2023","Mixed","Department for Work and Pensions","G6/G7","60","60","58160","55320"
"In post","2023","Mixed","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Department for Work and Pensions","SEO/HEO","230","225","37840","38470"
"In post","2023","Mixed","Department of Health and Social Care","AA/AO","15","15","[c]","[c]"
"In post","2023","Mixed","Department of Health and Social Care","EO","40","40","28520","28480"
"In post","2023","Mixed","Department of Health and Social Care","G6/G7","90","85","59330","55710"
"In post","2023","Mixed","Department of Health and Social Care","SCS level","15","15","[c]","[c]"
"In post","2023","Mixed","Department of Health and Social Care","SEO/HEO","95","95","38310","39330"
"In post","2023","Mixed","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Estyn","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Food Standards Agency","EO","10","10","[c]","[c]"
"In post","2023","Mixed","Food Standards Agency","G6/G7","10","10","[c]","[c]"
"In post","2023","Mixed","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Food Standards Agency","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Mixed","Foreign, Commonwealth and Development Office","AA/AO","20","20","[c]","[c]"
"In post","2023","Mixed","Foreign, Commonwealth and Development Office","EO","25","25","[c]","[c]"
"In post","2023","Mixed","Foreign, Commonwealth and Development Office","G6/G7","105","100","60080","57710"
"In post","2023","Mixed","Foreign, Commonwealth and Development Office","SCS level","20","20","[c]","[c]"
"In post","2023","Mixed","Foreign, Commonwealth and Development Office","SEO/HEO","115","110","38570","38540"
"In post","2023","Mixed","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HM Land Registry","AA/AO","20","20","[c]","[c]"
"In post","2023","Mixed","HM Land Registry","EO","30","25","[c]","[c]"
"In post","2023","Mixed","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HM Land Registry","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Mixed","HM Revenue and Customs","AA/AO","240","220","23040","22520"
"In post","2023","Mixed","HM Revenue and Customs","EO","230","215","28920","28130"
"In post","2023","Mixed","HM Revenue and Customs","G6/G7","145","140","64960","64340"
"In post","2023","Mixed","HM Revenue and Customs","SCS level","10","10","[c]","[c]"
"In post","2023","Mixed","HM Revenue and Customs","SEO/HEO","400","390","38650","39110"
"In post","2023","Mixed","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","HM Treasury","EO","5","5","[c]","[c]"
"In post","2023","Mixed","HM Treasury","G6/G7","45","45","56560","54440"
"In post","2023","Mixed","HM Treasury","SCS level","5","5","[c]","[c]"
"In post","2023","Mixed","HM Treasury","SEO/HEO","45","45","35240","33630"
"In post","2023","Mixed","Home Office","AA/AO","130","115","23570","22400"
"In post","2023","Mixed","Home Office","EO","280","260","28290","27650"
"In post","2023","Mixed","Home Office","G6/G7","100","100","60980","59290"
"In post","2023","Mixed","Home Office","SCS level","5","5","[c]","[c]"
