"Status","Year","Function_of_post","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","70","65","37560","37420"
"In post","2023","Commercial","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","40","40","39430","39650"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2023","Commercial","Department for Education","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Education","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Education","EO","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Department for Education","EO","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Department for Education","G6/G7","Female","50","50","57440","55380"
"In post","2023","Commercial","Department for Education","G6/G7","Male","50","50","57420","55320"
"In post","2023","Commercial","Department for Education","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Education","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Education","SEO/HEO","Female","90","90","37040","37590"
"In post","2023","Commercial","Department for Education","SEO/HEO","Male","70","70","37030","37590"
"In post","2023","Commercial","Department for Education","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Education","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","AA/AO","Female","15","15","[c]","[c]"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","EO","Female","15","15","[c]","[c]"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","105","100","35780","37300"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","70","70","36280","37300"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for International Trade","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for International Trade","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for International Trade","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for International Trade","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for International Trade","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2023","Commercial","Department for International Trade","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2023","Commercial","Department for Levelling Up, Housing and Communities","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Department for Transport","AA/AO","Female","20","20","[c]","[c]"
"In post","2023","Commercial","Department for Transport","AA/AO","Male","25","25","[c]","[c]"
"In post","2023","Commercial","Department for Transport","EO","Female","30","25","27290","27400"
"In post","2023","Commercial","Department for Transport","EO","Male","20","20","[c]","[c]"
"In post","2023","Commercial","Department for Transport","G6/G7","Female","35","35","60140","55740"
"In post","2023","Commercial","Department for Transport","G6/G7","Male","55","55","61320","59040"
"In post","2023","Commercial","Department for Transport","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department for Transport","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Department for Transport","SEO/HEO","Female","115","105","37440","36580"
"In post","2023","Commercial","Department for Transport","SEO/HEO","Male","85","85","37220","35760"
"In post","2023","Commercial","Department for Work and Pensions","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Department for Work and Pensions","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Department for Work and Pensions","EO","Female","15","15","[c]","[c]"
"In post","2023","Commercial","Department for Work and Pensions","EO","Male","10","5","[c]","[c]"
"In post","2023","Commercial","Department for Work and Pensions","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Department for Work and Pensions","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Department for Work and Pensions","SEO/HEO","Female","20","15","[c]","[c]"
"In post","2023","Commercial","Department for Work and Pensions","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2023","Commercial","Department of Health and Social Care","EO","Female","30","25","[c]","[c]"
"In post","2023","Commercial","Department of Health and Social Care","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department of Health and Social Care","G6/G7","Female","40","35","58060","54770"
"In post","2023","Commercial","Department of Health and Social Care","G6/G7","Male","45","45","65470","66290"
"In post","2023","Commercial","Department of Health and Social Care","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Department of Health and Social Care","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Department of Health and Social Care","SEO/HEO","Female","80","75","36840","38020"
"In post","2023","Commercial","Department of Health and Social Care","SEO/HEO","Male","45","45","38990","40000"
"In post","2023","Commercial","Estyn","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Estyn","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Estyn","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Estyn","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Food Standards Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","EO","Female","20","15","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","EO","Male","15","15","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","G6/G7","Male","30","30","60110","57070"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","SEO/HEO","Female","50","50","39760","40750"
"In post","2023","Commercial","Foreign, Commonwealth and Development Office","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Land Registry","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs","EO","Female","20","20","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs","EO","Male","10","10","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Revenue and Customs","SEO/HEO","Female","45","45","40970","42140"
"In post","2023","Commercial","HM Revenue and Customs","SEO/HEO","Male","50","50","38550","36020"
"In post","2023","Commercial","HM Treasury","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","HM Treasury","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Home Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Home Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Home Office","EO","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Home Office","EO","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Home Office","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Home Office","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Home Office","SEO/HEO","Female","45","45","40420","41090"
"In post","2023","Commercial","Home Office","SEO/HEO","Male","45","45","40760","41060"
"In post","2023","Commercial","Ministry of Defence","AA/AO","Female","95","90","23410","22330"
"In post","2023","Commercial","Ministry of Defence","AA/AO","Male","65","65","23640","22220"
"In post","2023","Commercial","Ministry of Defence","EO","Female","185","175","27470","27140"
"In post","2023","Commercial","Ministry of Defence","EO","Male","120","120","27160","27140"
"In post","2023","Commercial","Ministry of Defence","G6/G7","Female","160","150","56870","55500"
"In post","2023","Commercial","Ministry of Defence","G6/G7","Male","170","165","60250","55500"
"In post","2023","Commercial","Ministry of Defence","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Ministry of Defence","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Commercial","Ministry of Defence","SEO/HEO","Female","700","660","38300","36990"
"In post","2023","Commercial","Ministry of Defence","SEO/HEO","Male","535","525","38960","38680"
"In post","2023","Commercial","Ministry of Defence","Unknown","Female","80","75","39430","35230"
"In post","2023","Commercial","Ministry of Defence","Unknown","Male","85","85","46360","43400"
"In post","2023","Commercial","Ministry of Justice","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Ministry of Justice","AA/AO","Male","15","15","[c]","[c]"
"In post","2023","Commercial","Ministry of Justice","EO","Female","20","20","[c]","[c]"
"In post","2023","Commercial","Ministry of Justice","EO","Male","35","35","26470","26350"
"In post","2023","Commercial","Ministry of Justice","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Ministry of Justice","G6/G7","Male","5","5","[c]","[c]"
