"Status","Year","Disability","Parent_department","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Undeclared","Department for Environment, Food and Rural Affairs","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Environment, Food and Rural Affairs","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Environment, Food and Rural Affairs","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Environment, Food and Rural Affairs","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Environment, Food and Rural Affairs","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Environment, Food and Rural Affairs","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Environment, Food and Rural Affairs","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Environment, Food and Rural Affairs","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Environment, Food and Rural Affairs","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Environment, Food and Rural Affairs","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Environment, Food and Rural Affairs","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Environment, Food and Rural Affairs","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Environment, Food and Rural Affairs","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for International Trade","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for International Trade","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for International Trade","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for International Trade","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for International Trade","North East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for International Trade","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for International Trade","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for International Trade","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for International Trade","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for International Trade","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for International Trade","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for International Trade","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for International Trade","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for International Trade","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for International Trade","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for International Trade","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for International Trade","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for International Trade","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for International Trade","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for International Trade","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for International Trade","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for International Trade","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for International Trade","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for International Trade","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Levelling Up, Housing and Communities","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Levelling Up, Housing and Communities","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Levelling Up, Housing and Communities","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Levelling Up, Housing and Communities","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Levelling Up, Housing and Communities","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Levelling Up, Housing and Communities","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Levelling Up, Housing and Communities","North East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Levelling Up, Housing and Communities","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Levelling Up, Housing and Communities","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Levelling Up, Housing and Communities","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Levelling Up, Housing and Communities","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Levelling Up, Housing and Communities","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Levelling Up, Housing and Communities","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Levelling Up, Housing and Communities","South East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Levelling Up, Housing and Communities","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Levelling Up, Housing and Communities","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Levelling Up, Housing and Communities","Wales","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Levelling Up, Housing and Communities","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Levelling Up, Housing and Communities","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Levelling Up, Housing and Communities","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Transport","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Transport","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Transport","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Transport","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Transport","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Transport","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Transport","North East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Transport","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Transport","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Transport","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Transport","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Transport","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Transport","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Transport","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Transport","South East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Transport","South East (England)","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Transport","South West (England)","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Transport","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Transport","Wales","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Transport","Wales","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Transport","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Transport","West Midlands (England)","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Transport","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Transport","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Work and Pensions","East Midlands (England)","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Work and Pensions","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Work and Pensions","East of England","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Work and Pensions","East of England","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Work and Pensions","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Work and Pensions","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Work and Pensions","North East (England)","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Work and Pensions","North East (England)","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Work and Pensions","North West (England)","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Work and Pensions","North West (England)","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Work and Pensions","Scotland","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Work and Pensions","Scotland","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Work and Pensions","South East (England)","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Work and Pensions","South East (England)","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Work and Pensions","South West (England)","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Work and Pensions","South West (England)","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Work and Pensions","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Work and Pensions","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Work and Pensions","Wales","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Work and Pensions","Wales","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Work and Pensions","West Midlands (England)","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Work and Pensions","West Midlands (England)","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Work and Pensions","Yorkshire and The Humber","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department for Work and Pensions","Yorkshire and The Humber","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department of Health and Social Care","East Midlands (England)","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department of Health and Social Care","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department of Health and Social Care","East of England","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Department of Health and Social Care","East of England","Male","[c]","[c]","[c]","[c]"
