"Status","Year","Function_of_post","Region_ITL1","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Project Delivery","Yorkshire and The Humber","West Yorkshire","Female","295","270","43970","39430"
"In post","2023","Project Delivery","Yorkshire and The Humber","West Yorkshire","Male","245","235","43660","38470"
"In post","2023","Property","East Midlands (England)","Derbyshire and Nottinghamshire","Female","165","150","38860","35000"
"In post","2023","Property","East Midlands (England)","Derbyshire and Nottinghamshire","Male","165","160","40200","35000"
"In post","2023","Property","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","70","65","24680","19770"
"In post","2023","Property","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","55","50","36130","34140"
"In post","2023","Property","East Midlands (England)","Lincolnshire","Female","25","20","[c]","[c]"
"In post","2023","Property","East Midlands (England)","Lincolnshire","Male","50","50","31540","27080"
"In post","2023","Property","East of England","Bedfordshire and Hertfordshire","Female","35","30","40740","36280"
"In post","2023","Property","East of England","Bedfordshire and Hertfordshire","Male","40","40","35380","32770"
"In post","2023","Property","East of England","East Anglia","Female","175","160","34660","33990"
"In post","2023","Property","East of England","East Anglia","Male","225","215","37180","34300"
"In post","2023","Property","East of England","Essex","Female","50","45","31920","27810"
"In post","2023","Property","East of England","Essex","Male","60","60","31310","27810"
"In post","2023","Property","London","Inner London - East","Female","165","155","44030","37080"
"In post","2023","Property","London","Inner London - East","Male","200","195","49020","47480"
"In post","2023","Property","London","Inner London - West","Female","215","210","45630","41100"
"In post","2023","Property","London","Inner London - West","Male","325","320","50750","46470"
"In post","2023","Property","London","Outer London - East and North East","Female","20","20","[c]","[c]"
"In post","2023","Property","London","Outer London - East and North East","Male","10","10","[c]","[c]"
"In post","2023","Property","London","Outer London - South","Female","115","110","40840","36030"
"In post","2023","Property","London","Outer London - South","Male","135","135","39120","36030"
"In post","2023","Property","London","Outer London - West and North West","Female","70","65","36550","31920"
"In post","2023","Property","London","Outer London - West and North West","Male","100","95","39200","36030"
"In post","2023","Property","North East (England)","Northumberland, and Tyne and Wear","Female","145","135","34910","32260"
"In post","2023","Property","North East (England)","Northumberland, and Tyne and Wear","Male","175","165","36620","33960"
"In post","2023","Property","North East (England)","Tees Valley and Durham","Female","270","255","26150","22520"
"In post","2023","Property","North East (England)","Tees Valley and Durham","Male","160","160","30360","22520"
"In post","2023","Property","North West (England)","Cheshire","Female","30","30","42770","41000"
"In post","2023","Property","North West (England)","Cheshire","Male","30","30","43790","38640"
"In post","2023","Property","North West (England)","Cumbria","Female","15","15","[c]","[c]"
"In post","2023","Property","North West (England)","Cumbria","Male","15","15","[c]","[c]"
"In post","2023","Property","North West (England)","Greater Manchester","Female","110","105","38030","34420"
"In post","2023","Property","North West (England)","Greater Manchester","Male","165","160","39430","37680"
"In post","2023","Property","North West (England)","Lancashire","Female","75","65","34280","34170"
"In post","2023","Property","North West (England)","Lancashire","Male","75","70","38790","37490"
"In post","2023","Property","North West (England)","Merseyside","Female","100","90","33320","31270"
"In post","2023","Property","North West (England)","Merseyside","Male","115","115","33580","32260"
"In post","2023","Property","Northern Ireland","Northern Ireland","Female","20","20","[c]","[c]"
"In post","2023","Property","Northern Ireland","Northern Ireland","Male","75","70","35250","34700"
"In post","2023","Property","Overseas","Overseas","Female","10","10","[c]","[c]"
"In post","2023","Property","Overseas","Overseas","Male","55","55","48770","44530"
"In post","2023","Property","Scotland","Eastern Scotland","Female","75","70","34200","33910"
"In post","2023","Property","Scotland","Eastern Scotland","Male","200","195","38350","35110"
"In post","2023","Property","Scotland","Highlands and Islands","Female","15","15","[c]","[c]"
"In post","2023","Property","Scotland","Highlands and Islands","Male","40","40","34690","34140"
"In post","2023","Property","Scotland","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Scotland","North Eastern Scotland","Male","25","25","[c]","[c]"
"In post","2023","Property","Scotland","Southern Scotland","Female","10","10","[c]","[c]"
"In post","2023","Property","Scotland","Southern Scotland","Male","25","25","[c]","[c]"
"In post","2023","Property","Scotland","West Central Scotland","Female","45","45","34640","30950"
"In post","2023","Property","Scotland","West Central Scotland","Male","125","120","35280","32930"
"In post","2023","Property","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","95","85","37860","34300"
"In post","2023","Property","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","240","235","37580","35250"
"In post","2023","Property","South East (England)","Hampshire and Isle of Wight","Female","145","135","37010","34300"
"In post","2023","Property","South East (England)","Hampshire and Isle of Wight","Male","210","200","37380","34300"
"In post","2023","Property","South East (England)","Kent","Female","40","35","33160","31150"
"In post","2023","Property","South East (England)","Kent","Male","55","50","38340","35170"
"In post","2023","Property","South East (England)","Surrey, East and West Sussex","Female","75","70","40410","34310"
"In post","2023","Property","South East (England)","Surrey, East and West Sussex","Male","95","95","44100","41500"
"In post","2023","Property","South West (England)","Cornwall and Isles of Scilly","Female","20","20","[c]","[c]"
"In post","2023","Property","South West (England)","Cornwall and Isles of Scilly","Male","35","35","35520","33990"
"In post","2023","Property","South West (England)","Devon","Female","315","290","28390","22520"
"In post","2023","Property","South West (England)","Devon","Male","280","275","31410","26020"
"In post","2023","Property","South West (England)","Dorset and Somerset","Female","45","45","36700","33990"
"In post","2023","Property","South West (England)","Dorset and Somerset","Male","45","45","33870","34300"
"In post","2023","Property","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","205","190","37500","34300"
"In post","2023","Property","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","225","220","40070","37300"
"In post","2023","Property","Unknown","Unknown","Female","15","15","[c]","[c]"
"In post","2023","Property","Unknown","Unknown","Male","30","30","46230","44330"
"In post","2023","Property","Wales","East Wales","Female","165","155","36710","33830"
"In post","2023","Property","Wales","East Wales","Male","155","155","35750","32970"
"In post","2023","Property","Wales","West Wales and The Valleys","Female","95","85","32770","31660"
"In post","2023","Property","Wales","West Wales and The Valleys","Male","110","110","36440","33830"
"In post","2023","Property","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","30","30","[c]","[c]"
"In post","2023","Property","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","40","35","33630","34300"
"In post","2023","Property","West Midlands (England)","Shropshire and Staffordshire","Female","125","115","38340","34300"
"In post","2023","Property","West Midlands (England)","Shropshire and Staffordshire","Male","155","150","41370","41000"
"In post","2023","Property","West Midlands (England)","West Midlands","Female","165","155","34910","32480"
"In post","2023","Property","West Midlands (England)","West Midlands","Male","190","190","40070","34440"
"In post","2023","Property","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","50","50","32260","29050"
"In post","2023","Property","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","50","50","37210","34660"
"In post","2023","Property","Yorkshire and The Humber","North Yorkshire","Female","80","75","36580","34300"
"In post","2023","Property","Yorkshire and The Humber","North Yorkshire","Male","115","115","36900","34300"
"In post","2023","Property","Yorkshire and The Humber","South Yorkshire","Female","50","45","36430","34280"
"In post","2023","Property","Yorkshire and The Humber","South Yorkshire","Male","75","75","39780","37600"
"In post","2023","Property","Yorkshire and The Humber","West Yorkshire","Female","205","190","38620","35000"
"In post","2023","Property","Yorkshire and The Humber","West Yorkshire","Male","195","195","40150","35020"
"In post","2023","Security","East Midlands (England)","Derbyshire and Nottinghamshire","Female","25","20","[c]","[c]"
"In post","2023","Security","East Midlands (England)","Derbyshire and Nottinghamshire","Male","70","70","36910","40880"
"In post","2023","Security","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","5","5","[c]","[c]"
"In post","2023","Security","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","20","20","[c]","[c]"
"In post","2023","Security","East Midlands (England)","Lincolnshire","Female","20","20","[c]","[c]"
"In post","2023","Security","East Midlands (England)","Lincolnshire","Male","30","30","[c]","[c]"
"In post","2023","Security","East of England","Bedfordshire and Hertfordshire","Female","30","30","31250","31580"
"In post","2023","Security","East of England","Bedfordshire and Hertfordshire","Male","80","80","30860","26560"
"In post","2023","Security","East of England","East Anglia","Female","115","110","33560","28560"
"In post","2023","Security","East of England","East Anglia","Male","275","270","40230","40880"
"In post","2023","Security","East of England","Essex","Female","5","5","[c]","[c]"
"In post","2023","Security","East of England","Essex","Male","40","40","33410","27500"
"In post","2023","Security","London","Inner London - East","Female","60","55","41540","42010"
"In post","2023","Security","London","Inner London - East","Male","70","70","51340","47100"
"In post","2023","Security","London","Inner London - West","Female","530","515","46100","41870"
