"Status","Year","Organisation","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Scottish Government (excl. agencies)","EO","Undeclared","40","40","30920","31940"
"In post","2023","Scottish Government (excl. agencies)","EO","Unknown","355","340","30730","29450"
"In post","2023","Scottish Government (excl. agencies)","G6","Heterosexual / straight","610","585","76340","79110"
"In post","2023","Scottish Government (excl. agencies)","G6","LGBO","50","50","76380","79110"
"In post","2023","Scottish Government (excl. agencies)","G6","Undeclared","35","35","77120","79110"
"In post","2023","Scottish Government (excl. agencies)","G6","Unknown","190","185","76690","79110"
"In post","2023","Scottish Government (excl. agencies)","G7","Heterosexual / straight","1075","1020","61610","65280"
"In post","2023","Scottish Government (excl. agencies)","G7","LGBO","95","90","59600","58850"
"In post","2023","Scottish Government (excl. agencies)","G7","Undeclared","90","85","62540","65280"
"In post","2023","Scottish Government (excl. agencies)","G7","Unknown","420","400","59900","58850"
"In post","2023","Scottish Government (excl. agencies)","HEO","Heterosexual / straight","1180","1145","36750","36330"
"In post","2023","Scottish Government (excl. agencies)","HEO","LGBO","160","155","36150","34730"
"In post","2023","Scottish Government (excl. agencies)","HEO","Undeclared","80","80","36320","34730"
"In post","2023","Scottish Government (excl. agencies)","HEO","Unknown","590","565","36530","34730"
"In post","2023","Scottish Government (excl. agencies)","SCS level","Heterosexual / straight","145","140","91150","85200"
"In post","2023","Scottish Government (excl. agencies)","SCS level","LGBO","10","10","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","SCS level","Unknown","70","65","92760","85200"
"In post","2023","Scottish Government (excl. agencies)","SEO","Heterosexual / straight","1475","1410","47260","49860"
"In post","2023","Scottish Government (excl. agencies)","SEO","LGBO","135","130","45870","44890"
"In post","2023","Scottish Government (excl. agencies)","SEO","Undeclared","95","95","46560","47860"
"In post","2023","Scottish Government (excl. agencies)","SEO","Unknown","530","500","46570","46640"
"In post","2023","Scottish Housing Regulator","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Scottish Housing Regulator","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","G7","Unknown","5","5","[c]","[c]"
"In post","2023","Scottish Housing Regulator","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Scottish Housing Regulator","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Housing Regulator","SEO","Unknown","5","5","[c]","[c]"
"In post","2023","Scottish Prison Service","AA","Heterosexual / straight","45","35","23650","22920"
"In post","2023","Scottish Prison Service","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","AA","Unknown","195","180","23040","22920"
"In post","2023","Scottish Prison Service","AO","Heterosexual / straight","285","270","28220","28490"
"In post","2023","Scottish Prison Service","AO","LGBO","25","25","[c]","[c]"
"In post","2023","Scottish Prison Service","AO","Undeclared","15","10","[c]","[c]"
"In post","2023","Scottish Prison Service","AO","Unknown","990","950","26980","26930"
"In post","2023","Scottish Prison Service","EO","Heterosexual / straight","705","660","36690","37060"
"In post","2023","Scottish Prison Service","EO","LGBO","45","45","36630","37060"
"In post","2023","Scottish Prison Service","EO","Undeclared","30","25","[c]","[c]"
"In post","2023","Scottish Prison Service","EO","Unknown","1370","1295","35800","37060"
"In post","2023","Scottish Prison Service","G6","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Scottish Prison Service","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","G6","Unknown","25","25","[c]","[c]"
"In post","2023","Scottish Prison Service","G7","Heterosexual / straight","45","45","56530","57260"
"In post","2023","Scottish Prison Service","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","G7","Unknown","40","40","58390","57260"
"In post","2023","Scottish Prison Service","HEO","Heterosexual / straight","240","220","42680","42590"
"In post","2023","Scottish Prison Service","HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Scottish Prison Service","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Scottish Prison Service","HEO","Unknown","205","190","42190","42590"
"In post","2023","Scottish Prison Service","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","SEO","Heterosexual / straight","90","80","48950","48640"
"In post","2023","Scottish Prison Service","SEO","LGBO","5","5","[c]","[c]"
"In post","2023","Scottish Prison Service","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Prison Service","SEO","Unknown","120","95","48440","48640"
"In post","2023","Scottish Public Pensions Agency","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","AO","Heterosexual / straight","50","45","27410","27740"
"In post","2023","Scottish Public Pensions Agency","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","AO","Unknown","140","130","26600","26600"
"In post","2023","Scottish Public Pensions Agency","EO","Heterosexual / straight","40","40","30120","29450"
"In post","2023","Scottish Public Pensions Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","EO","Unknown","40","40","31380","31940"
"In post","2023","Scottish Public Pensions Agency","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","HEO","Heterosexual / straight","30","30","36940","36330"
"In post","2023","Scottish Public Pensions Agency","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","HEO","Unknown","15","15","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","SEO","Unknown","5","5","[c]","[c]"
"In post","2023","Serious Fraud Office","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Serious Fraud Office","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","EO","Heterosexual / straight","65","65","28460","27280"
"In post","2023","Serious Fraud Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","EO","Unknown","10","10","[c]","[c]"
"In post","2023","Serious Fraud Office","G6","Heterosexual / straight","45","45","72990","71940"
"In post","2023","Serious Fraud Office","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","G7","Heterosexual / straight","85","85","58230","57220"
"In post","2023","Serious Fraud Office","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","G7","Undeclared","15","15","[c]","[c]"
"In post","2023","Serious Fraud Office","G7","Unknown","20","20","[c]","[c]"
"In post","2023","Serious Fraud Office","HEO","Heterosexual / straight","45","45","35400","34600"
"In post","2023","Serious Fraud Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Serious Fraud Office","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Serious Fraud Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Serious Fraud Office","SEO","Heterosexual / straight","85","85","42110","41580"
"In post","2023","Serious Fraud Office","SEO","LGBO","10","10","[c]","[c]"
"In post","2023","Serious Fraud Office","SEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Serious Fraud Office","SEO","Unknown","15","15","[c]","[c]"
"In post","2023","Social Security Scotland","AA","Heterosexual / straight","420","395","23440","23340"
"In post","2023","Social Security Scotland","AA","LGBO","80","75","23200","23340"
"In post","2023","Social Security Scotland","AA","Undeclared","25","25","[c]","[c]"
"In post","2023","Social Security Scotland","AA","Unknown","745","695","22650","22180"
"In post","2023","Social Security Scotland","AO","Heterosexual / straight","60","55","26300","26600"
"In post","2023","Social Security Scotland","AO","LGBO","10","10","[c]","[c]"
"In post","2023","Social Security Scotland","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","AO","Unknown","25","25","[c]","[c]"
"In post","2023","Social Security Scotland","EO","Heterosexual / straight","795","765","29700","29450"
"In post","2023","Social Security Scotland","EO","LGBO","105","105","29610","29100"
"In post","2023","Social Security Scotland","EO","Undeclared","25","25","[c]","[c]"
"In post","2023","Social Security Scotland","EO","Unknown","590","575","29500","29100"
"In post","2023","Social Security Scotland","G6","Heterosexual / straight","40","40","76980","79110"
"In post","2023","Social Security Scotland","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","G6","Unknown","15","15","[c]","[c]"
"In post","2023","Social Security Scotland","G7","Heterosexual / straight","110","105","60650","59870"
"In post","2023","Social Security Scotland","G7","LGBO","5","5","[c]","[c]"
"In post","2023","Social Security Scotland","G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Social Security Scotland","G7","Unknown","25","25","[c]","[c]"
"In post","2023","Social Security Scotland","HEO","Heterosexual / straight","365","350","35440","34730"
"In post","2023","Social Security Scotland","HEO","LGBO","35","35","35760","34730"
"In post","2023","Social Security Scotland","HEO","Undeclared","20","20","[c]","[c]"
"In post","2023","Social Security Scotland","HEO","Unknown","200","190","35610","35020"
"In post","2023","Social Security Scotland","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Social Security Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Social Security Scotland","SEO","Heterosexual / straight","205","200","45280","44640"
"In post","2023","Social Security Scotland","SEO","LGBO","15","15","[c]","[c]"
"In post","2023","Social Security Scotland","SEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Social Security Scotland","SEO","Unknown","85","85","45470","46250"
"In post","2023","Standards and Testing Agency","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Standards and Testing Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Standards and Testing Agency","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","G7","Heterosexual / straight","20","20","[c]","[c]"
