"Status","Year","Ethnicity","Profession_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Mixed","Inspector of Education and Training","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Inspector of Education and Training","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","London","Female","15","15","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","London","Male","15","15","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Intelligence Analysis","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Internal Audit","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","London","Female","25","25","[c]","[c]"
"In post","2023","Mixed","International Trade","London","Male","20","20","[c]","[c]"
"In post","2023","Mixed","International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","Overseas","Male","5","5","[c]","[c]"
"In post","2023","Mixed","International Trade","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","International Trade","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","London","Female","10","10","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","London","Male","10","10","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Knowledge and Information Management","Scotland","Female","[c]","[c]","[c]","[c]"
