"Status","Year","Organisation","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","SEO/HEO","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Government (excl. agencies)","SEO/HEO","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Revenue Authority","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Revenue Authority","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Revenue Authority","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Revenue Authority","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Revenue Authority","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Revenue Authority","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Revenue Authority","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Revenue Authority","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Welsh Revenue Authority","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wilton Park","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wilton Park","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wilton Park","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wilton Park","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wilton Park","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wilton Park","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wilton Park","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wilton Park","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Wilton Park","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Accountant in Bankruptcy","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Accountant in Bankruptcy","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Accountant in Bankruptcy","AA/AO","AA","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Accountant in Bankruptcy","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Accountant in Bankruptcy","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Accountant in Bankruptcy","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Accountant in Bankruptcy","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Accountant in Bankruptcy","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Accountant in Bankruptcy","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","SEO/HEO","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Active Travel England","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","EO","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","EO","EO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","SEO/HEO","HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Advisory, Conciliation and Arbitration Service","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","AA/AO","AO","Heterosexual / straight","190","[c]","22910","22150"
"New entrant CS","2023","Animal and Plant Health Agency","AA/AO","AO","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","AA/AO","AO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","AA/AO","AO","Unknown","75","[c]","22850","22150"
"New entrant CS","2023","Animal and Plant Health Agency","EO","EO","Heterosexual / straight","95","[c]","26920","25920"
"New entrant CS","2023","Animal and Plant Health Agency","EO","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","EO","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","EO","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","G6/G7","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","SEO/HEO","HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","SEO/HEO","HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","SEO/HEO","SEO","Heterosexual / straight","45","[c]","39190","37300"
"New entrant CS","2023","Animal and Plant Health Agency","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","SEO/HEO","SEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","SEO/HEO","SEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Animal and Plant Health Agency","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Office","AA/AO","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Office","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Office","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Office","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Office","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Office","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Office","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Attorney General's Office","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","EO","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","SEO/HEO","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Building Digital UK","SEO/HEO","HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","AA/AO","AO","Heterosexual / straight","80","[c]","21360","21720"
"New entrant CS","2023","Cabinet Office (excl. agencies)","AA/AO","AO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","AA/AO","AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","AA/AO","AO","Unknown","30","[c]","20880","21720"
"New entrant CS","2023","Cabinet Office (excl. agencies)","EO","EO","Heterosexual / straight","45","[c]","25830","24610"
"New entrant CS","2023","Cabinet Office (excl. agencies)","EO","EO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","EO","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","EO","EO","Unknown","50","[c]","25660","24330"
"New entrant CS","2023","Cabinet Office (excl. agencies)","G6/G7","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","G6/G7","G7","Heterosexual / straight","55","[c]","52780","51290"
"New entrant CS","2023","Cabinet Office (excl. agencies)","G6/G7","G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","G6/G7","G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","G6/G7","G7","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","SCS level","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","SCS level","SCS level","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","SEO/HEO","HEO","Heterosexual / straight","65","[c]","33260","32640"
"New entrant CS","2023","Cabinet Office (excl. agencies)","SEO/HEO","HEO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","SEO/HEO","HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","SEO/HEO","HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","SEO/HEO","SEO","Heterosexual / straight","40","[c]","39580","38460"
"New entrant CS","2023","Cabinet Office (excl. agencies)","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","SEO/HEO","SEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Cabinet Office (excl. agencies)","SEO/HEO","SEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","SEO/HEO","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Central Civil Service Fast Stream","SEO/HEO","HEO","Unknown","490","[c]","28860","28840"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","EO","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","EO","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","EO","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","EO","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","SEO/HEO","HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","SEO/HEO","HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","SEO/HEO","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Charity Commission","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","AA/AO","AO","Heterosexual / straight","90","[c]","21530","21380"
"New entrant CS","2023","Companies House","AA/AO","AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","AA/AO","AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","AA/AO","AO","Unknown","35","[c]","21400","21380"
"New entrant CS","2023","Companies House","EO","EO","Heterosexual / straight","40","[c]","27970","25610"
"New entrant CS","2023","Companies House","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","EO","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","G6/G7","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","G6/G7","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","SEO/HEO","HEO","Heterosexual / straight","45","[c]","35970","35570"
"New entrant CS","2023","Companies House","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","SEO/HEO","HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","SEO/HEO","SEO","Heterosexual / straight","30","[c]","43930","42990"
"New entrant CS","2023","Companies House","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","SEO/HEO","SEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Companies House","SEO/HEO","SEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","AA/AO","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","EO","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","G6/G7","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","G6/G7","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","G6/G7","G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","G6/G7","G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","SCS level","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","SEO/HEO","HEO","Heterosexual / straight","40","[c]","34570","34110"
"New entrant CS","2023","Competition and Markets Authority","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","SEO/HEO","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","SEO/HEO","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Competition and Markets Authority","SEO/HEO","SEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Criminal Injuries Compensation Authority","AA/AO","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Criminal Injuries Compensation Authority","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Criminal Injuries Compensation Authority","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Criminal Injuries Compensation Authority","AA/AO","AO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Criminal Injuries Compensation Authority","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Criminal Injuries Compensation Authority","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Criminal Injuries Compensation Authority","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Criminal Injuries Compensation Authority","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Criminal Injuries Compensation Authority","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Criminal Injuries Compensation Authority","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Criminal Injuries Compensation Authority","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","AA/AO","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","EO","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","G6/G7","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","G6/G7","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Crown Commercial Service","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
