"Status","Year","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","International Trade","EO","Female","35","[c]","27310","27420"
"New entrant CS","2023","International Trade","EO","Male","35","[c]","27450","27420"
"New entrant CS","2023","International Trade","G6/G7","Female","40","[c]","53940","52810"
"New entrant CS","2023","International Trade","G6/G7","Male","60","[c]","58660","57610"
"New entrant CS","2023","International Trade","SEO/HEO","Female","160","[c]","39120","39400"
"New entrant CS","2023","International Trade","SEO/HEO","Male","170","[c]","39780","40010"
"New entrant CS","2023","Knowledge and Information Management","AA/AO","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","EO","Female","40","[c]","27290","27080"
"New entrant CS","2023","Knowledge and Information Management","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","SEO/HEO","Female","40","[c]","35830","35010"
"New entrant CS","2023","Knowledge and Information Management","SEO/HEO","Male","35","[c]","34000","33830"
"New entrant CS","2023","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Legal","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","EO","Female","125","[c]","28360","27760"
"New entrant CS","2023","Legal","EO","Male","50","[c]","28180","27760"
"New entrant CS","2023","Legal","G6/G7","Female","265","[c]","54910","52600"
"New entrant CS","2023","Legal","G6/G7","Male","145","[c]","54680","52600"
"New entrant CS","2023","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","SEO/HEO","Female","165","[c]","39550","38760"
"New entrant CS","2023","Legal","SEO/HEO","Male","80","[c]","39660","38760"
"New entrant CS","2023","Medicine","AA/AO","Female","45","[c]","23580","23180"
"New entrant CS","2023","Medicine","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","EO","Female","40","[c]","31810","32930"
"New entrant CS","2023","Medicine","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","G6/G7","Female","60","[c]","73840","79240"
"New entrant CS","2023","Medicine","G6/G7","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","SCS level","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","SCS level","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","SEO/HEO","Female","85","[c]","39390","40590"
"New entrant CS","2023","Medicine","SEO/HEO","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","Operational Delivery","AA/AO","Female","11230","[c]","23740","22520"
"New entrant CS","2023","Operational Delivery","AA/AO","Male","9220","[c]","24750","22520"
"New entrant CS","2023","Operational Delivery","EO","Female","2890","[c]","27440","26750"
"New entrant CS","2023","Operational Delivery","EO","Male","2940","[c]","27700","26780"
"New entrant CS","2023","Operational Delivery","G6/G7","Female","175","[c]","58630","55250"
"New entrant CS","2023","Operational Delivery","G6/G7","Male","185","[c]","58010","55050"
"New entrant CS","2023","Operational Delivery","SCS level","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Operational Delivery","SCS level","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Operational Delivery","SEO/HEO","Female","930","[c]","35710","34030"
"New entrant CS","2023","Operational Delivery","SEO/HEO","Male","805","[c]","36730","35220"
"New entrant CS","2023","Operational Delivery","Unknown","Female","3070","[c]","23020","23640"
"New entrant CS","2023","Operational Delivery","Unknown","Male","1030","[c]","23540","23640"
"New entrant CS","2023","Operational Research","AA/AO","Female","45","[c]","22540","22520"
"New entrant CS","2023","Operational Research","AA/AO","Male","45","[c]","22350","22520"
"New entrant CS","2023","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Operational Research","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Operational Research","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Operational Research","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Operational Research","SEO/HEO","Female","40","[c]","34000","33500"
"New entrant CS","2023","Operational Research","SEO/HEO","Male","55","[c]","34560","34900"
"New entrant CS","2023","Other","AA/AO","Female","510","[c]","21630","21690"
"New entrant CS","2023","Other","AA/AO","Male","425","[c]","21540","21690"
"New entrant CS","2023","Other","EO","Female","145","[c]","28110","28440"
"New entrant CS","2023","Other","EO","Male","85","[c]","28040","28650"
"New entrant CS","2023","Other","G6/G7","Female","30","[c]","57550","54680"
"New entrant CS","2023","Other","G6/G7","Male","45","[c]","58530","54750"
"New entrant CS","2023","Other","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other","SEO/HEO","Female","165","[c]","34480","33000"
"New entrant CS","2023","Other","SEO/HEO","Male","160","[c]","35640","35410"
"New entrant CS","2023","Other","Unknown","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Other","Unknown","Male","130","[c]","22480","17160"
"New entrant CS","2023","Planning","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Planning","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Planning","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Planning","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Planning","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Planning","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Planning","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Planning","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Planning Inspectors","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Planning Inspectors","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Planning Inspectors","G6/G7","Female","40","[c]","46940","43740"
"New entrant CS","2023","Planning Inspectors","G6/G7","Male","40","[c]","52170","43740"
"New entrant CS","2023","Planning Inspectors","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Planning Inspectors","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Policy","AA/AO","Female","75","[c]","22050","21730"
"New entrant CS","2023","Policy","AA/AO","Male","70","[c]","22170","22020"
"New entrant CS","2023","Policy","EO","Female","295","[c]","27420","28120"
"New entrant CS","2023","Policy","EO","Male","145","[c]","27160","27820"
"New entrant CS","2023","Policy","G6/G7","Female","165","[c]","56600","54770"
"New entrant CS","2023","Policy","G6/G7","Male","160","[c]","55960","54440"
"New entrant CS","2023","Policy","SCS level","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Policy","SCS level","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Policy","SEO/HEO","Female","685","[c]","35610","35010"
"New entrant CS","2023","Policy","SEO/HEO","Male","505","[c]","35670","34850"
"New entrant CS","2023","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","AA/AO","Female","55","[c]","22360","23200"
"New entrant CS","2023","Project Delivery","AA/AO","Male","55","[c]","22640","23200"
"New entrant CS","2023","Project Delivery","EO","Female","155","[c]","26810","26420"
"New entrant CS","2023","Project Delivery","EO","Male","75","[c]","26930","27080"
"New entrant CS","2023","Project Delivery","G6/G7","Female","115","[c]","55740","53540"
"New entrant CS","2023","Project Delivery","G6/G7","Male","140","[c]","57160","54440"
"New entrant CS","2023","Project Delivery","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","SCS level","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","SEO/HEO","Female","390","[c]","35260","34400"
"New entrant CS","2023","Project Delivery","SEO/HEO","Male","355","[c]","36580","36000"
"New entrant CS","2023","Project Delivery","Unknown","Female","45","[c]","30870","27200"
"New entrant CS","2023","Project Delivery","Unknown","Male","35","[c]","36610","32880"
"New entrant CS","2023","Property","AA/AO","Female","90","[c]","21920","22520"
"New entrant CS","2023","Property","AA/AO","Male","115","[c]","22300","22520"
"New entrant CS","2023","Property","EO","Female","60","[c]","27340","27080"
"New entrant CS","2023","Property","EO","Male","65","[c]","26900","27080"
"New entrant CS","2023","Property","G6/G7","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Property","G6/G7","Male","45","[c]","58570","55780"
"New entrant CS","2023","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","SEO/HEO","Female","105","[c]","36420","34400"
"New entrant CS","2023","Property","SEO/HEO","Male","170","[c]","37150","37000"
"New entrant CS","2023","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Psychology","AA/AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Psychology","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Psychology","EO","Female","75","[c]","28760","28480"
"New entrant CS","2023","Psychology","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Psychology","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Psychology","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Psychology","SEO/HEO","Female","40","[c]","35390","30940"
"New entrant CS","2023","Psychology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Science and Engineering","AA/AO","Female","115","[c]","22280","22150"
"New entrant CS","2023","Science and Engineering","AA/AO","Male","195","[c]","21800","20880"
"New entrant CS","2023","Science and Engineering","EO","Female","105","[c]","26790","27320"
"New entrant CS","2023","Science and Engineering","EO","Male","110","[c]","26990","27080"
"New entrant CS","2023","Science and Engineering","G6/G7","Female","30","[c]","56670","54090"
"New entrant CS","2023","Science and Engineering","G6/G7","Male","70","[c]","55190","54310"
"New entrant CS","2023","Science and Engineering","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Science and Engineering","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Science and Engineering","SEO/HEO","Female","260","[c]","34340","32800"
"New entrant CS","2023","Science and Engineering","SEO/HEO","Male","540","[c]","35800","33830"
"New entrant CS","2023","Science and Engineering","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Science and Engineering","Unknown","Male","85","[c]","38120","33000"
"New entrant CS","2023","Security","AA/AO","Female","115","[c]","25820","25350"
"New entrant CS","2023","Security","AA/AO","Male","490","[c]","28080","27500"
"New entrant CS","2023","Security","EO","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Security","EO","Male","50","[c]","28600","27140"
"New entrant CS","2023","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","G6/G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","SEO/HEO","Female","35","[c]","36340","34170"
"New entrant CS","2023","Security","SEO/HEO","Male","70","[c]","39760","38520"
"New entrant CS","2023","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Social Research","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Social Research","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Social Research","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Social Research","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Social Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Social Research","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Social Research","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Social Research","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Social Research","SEO/HEO","Female","145","[c]","35520","35210"
"New entrant CS","2023","Social Research","SEO/HEO","Male","50","[c]","34300","33060"
"New entrant CS","2023","Statistics","AA/AO","Female","45","[c]","23450","23500"
"New entrant CS","2023","Statistics","AA/AO","Male","40","[c]","23410","23500"
"New entrant CS","2023","Statistics","EO","Female","30","[c]","27910","28080"
"New entrant CS","2023","Statistics","EO","Male","45","[c]","28100","27650"
"New entrant CS","2023","Statistics","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Statistics","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Statistics","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Statistics","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Statistics","SEO/HEO","Female","95","[c]","34390","33830"
"New entrant CS","2023","Statistics","SEO/HEO","Male","105","[c]","34180","33850"
"New entrant CS","2023","Tax","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Tax","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Tax","EO","Female","30","[c]","27820","27650"
"New entrant CS","2023","Tax","EO","Male","35","[c]","28230","27650"
"New entrant CS","2023","Tax","G6/G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Tax","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Tax","SEO/HEO","Female","70","[c]","35490","34400"
"New entrant CS","2023","Tax","SEO/HEO","Male","65","[c]","35490","34400"
"New entrant CS","2023","Unknown","AA/AO","Female","985","[c]","22700","22180"
"New entrant CS","2023","Unknown","AA/AO","Male","790","[c]","23120","22180"
"New entrant CS","2023","Unknown","EO","Female","790","[c]","28820","29100"
"New entrant CS","2023","Unknown","EO","Male","540","[c]","28450","29100"
"New entrant CS","2023","Unknown","G6/G7","Female","195","[c]","58460","54690"
"New entrant CS","2023","Unknown","G6/G7","Male","230","[c]","60680","57430"
"New entrant CS","2023","Unknown","SCS level","Female","30","[c]","99140","87990"
"New entrant CS","2023","Unknown","SCS level","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","SEO/HEO","Female","890","[c]","36160","35020"
"New entrant CS","2023","Unknown","SEO/HEO","Male","610","[c]","36840","35020"
"New entrant CS","2023","Unknown","Unknown","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Veterinarian","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Veterinarian","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Veterinarian","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Veterinarian","SEO/HEO","Male","10","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
