"Status","Year","Function_of_post","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Property","UK Health Security Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Hydrographic Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Hydrographic Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Valuation Office Agency","Heterosexual / straight","135","[c]","36040","32430"
"Leaver CS","2023","Property","Valuation Office Agency","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Property","Valuation Office Agency","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","Property","Valuation Office Agency","Unknown","75","[c]","30930","26020"
"Leaver CS","2023","Property","Vehicle Certification Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Property","Vehicle Certification Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Cabinet Office (excl. agencies)","Heterosexual / straight","80","[c]","34730","34320"
"Leaver CS","2023","Security","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Cabinet Office (excl. agencies)","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","Cabinet Office (excl. agencies)","Unknown","30","[c]","31250","24770"
"Leaver CS","2023","Security","Defence Equipment and Support","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Defence Science and Technology Laboratory","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Defence Science and Technology Laboratory","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Education (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Department for Work and Pensions (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Licensing Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Licensing Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Licensing Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Estyn","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","FCDO Services","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Security","FCDO Services","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","FCDO Services","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Prison and Probation Service","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Prison and Probation Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Prison and Probation Service","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","HM Revenue and Customs (excl. agencies)","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Security","Health and Safety Executive","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Home Office","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Security","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Intellectual Property Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Met Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Met Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Ministry of Defence (excl. agencies)","Heterosexual / straight","465","[c]","31950","27500"
"Leaver CS","2023","Security","Ministry of Defence (excl. agencies)","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","Security","Ministry of Defence (excl. agencies)","Undeclared","50","[c]","37600","40880"
"Leaver CS","2023","Security","Ministry of Defence (excl. agencies)","Unknown","150","[c]","29390","27500"
"Leaver CS","2023","Security","Ministry of Justice (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Ministry of Justice (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Submarine Delivery Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","Submarine Delivery Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","UK Hydrographic Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","UK Hydrographic Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","UK Hydrographic Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","UK Space Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","UK Space Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Security","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Accountant in Bankruptcy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Accountant in Bankruptcy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Animal and Plant Health Agency","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Animal and Plant Health Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Animal and Plant Health Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Central Civil Service Fast Stream","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Central Civil Service Fast Stream","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Central Civil Service Fast Stream","Unknown","45","[c]","30090","29250"
"Leaver CS","2023","Unknown","Crown Prosecution Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Defence Science and Technology Laboratory","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Defence Science and Technology Laboratory","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Defence Science and Technology Laboratory","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Defence Science and Technology Laboratory","Unknown","70","[c]","39720","39890"
"Leaver CS","2023","Unknown","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for International Trade","Unknown","35","[c]","25340","18300"
"Leaver CS","2023","Unknown","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","90","[c]","37100","34170"
"Leaver CS","2023","Unknown","Department for Work and Pensions (excl. agencies)","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Work and Pensions (excl. agencies)","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","30","[c]","42940","42940"
"Leaver CS","2023","Unknown","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","190","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department of Health and Social Care (excl. agencies)","LGBO","40","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Department of Health and Social Care (excl. agencies)","Undeclared","255","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Disclosure Scotland","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Disclosure Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Disclosure Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Disclosure Scotland","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Education Scotland","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Education Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Education Scotland","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","FCDO Services","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","FCDO Services","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Food Standards Scotland","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Food Standards Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Food Standards Scotland","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","235","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Forestry and Land Scotland","Heterosexual / straight","40","[c]","35270","30370"
"Leaver CS","2023","Unknown","Forestry and Land Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Forestry and Land Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Forestry and Land Scotland","Unknown","70","[c]","32710","29560"
"Leaver CS","2023","Unknown","Government Legal Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Government Legal Department","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Institute for Apprenticeships and Technical Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Institute for Apprenticeships and Technical Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Institute for Apprenticeships and Technical Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Institute for Apprenticeships and Technical Education","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","85","[c]","47720","41010"
"Leaver CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Medicines and Healthcare Products Regulatory Agency","Unknown","45","[c]","55830","47090"
"Leaver CS","2023","Unknown","Met Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Met Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Met Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Ministry of Defence (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","National Records of Scotland","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","National Records of Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","National Records of Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","National Records of Scotland","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of Gas and Electricity Markets","Heterosexual / straight","95","[c]","39700","34390"
"Leaver CS","2023","Unknown","Office of Gas and Electricity Markets","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of Gas and Electricity Markets","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of Gas and Electricity Markets","Unknown","35","[c]","51050","45610"
"Leaver CS","2023","Unknown","Office of the Scottish Charity Regulator","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of the Scottish Charity Regulator","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Revenue Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Revenue Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Royal Fleet Auxiliary","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Royal Fleet Auxiliary","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Royal Fleet Auxiliary","Unknown","200","[c]","36910","34110"
"Leaver CS","2023","Unknown","Scottish Fiscal Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Fiscal Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Fiscal Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Forestry","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Forestry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Forestry","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Government (excl. agencies)","Heterosexual / straight","225","[c]","47930","42860"
"Leaver CS","2023","Unknown","Scottish Government (excl. agencies)","LGBO","30","[c]","41130","36330"
"Leaver CS","2023","Unknown","Scottish Government (excl. agencies)","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Government (excl. agencies)","Unknown","215","[c]","38340","34730"
"Leaver CS","2023","Unknown","Scottish Prison Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Prison Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Prison Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Public Pensions Agency","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Public Pensions Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Security Scotland","Heterosexual / straight","60","[c]","30920","29100"
"Leaver CS","2023","Unknown","Social Security Scotland","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Security Scotland","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Social Security Scotland","Unknown","85","[c]","27610","23340"
"Leaver CS","2023","Unknown","Student Awards Agency for Scotland","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Student Awards Agency for Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Student Awards Agency for Scotland","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Transport Scotland","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Transport Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Transport Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Transport Scotland","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Space Agency","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Space Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Space Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Welsh Government (excl. agencies)","Heterosexual / straight","165","[c]","42750","38160"
"Leaver CS","2023","Unknown","Welsh Government (excl. agencies)","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Welsh Government (excl. agencies)","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Welsh Government (excl. agencies)","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Building Digital UK","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Building Digital UK","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Building Digital UK","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Cabinet Office (excl. agencies)","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Cabinet Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Central Civil Service Fast Stream","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Central Civil Service Fast Stream","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Central Civil Service Fast Stream","Unknown","55","[c]","32040","32000"
"Leaver Dept.","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Competition and Markets Authority","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Defence Science and Technology Laboratory","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Defence Science and Technology Laboratory","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Defence Science and Technology Laboratory","Unknown","35","[c]","42220","39890"
"Leaver Dept.","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Education (excl. agencies)","Heterosexual / straight","30","[c]","46100","43780"
"Leaver Dept.","2023","Analysis","Department for Education (excl. agencies)","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Education (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for International Trade","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for International Trade","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Work and Pensions (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department of Health and Social Care (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department of Health and Social Care (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Driver and Vehicle Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Food Standards Agency","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Government Actuary's Department","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Government Actuary's Department","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Revenue and Customs (excl. agencies)","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Treasury (excl. agencies)","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Treasury (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Treasury (excl. agencies)","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Health and Safety Executive","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Home Office","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Home Office","LGBO","[c]","[c]","[c]","[c]"
