"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","60-64","Commercial","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Communications","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Communications","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Communications","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Counter Fraud","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Counter Fraud","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Counter Fraud","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Counter Fraud","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Counter Fraud","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Counter Fraud","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Debt","AA/AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Debt","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Debt","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Debt","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Digital, Data & Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Digital, Data & Technology","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Digital, Data & Technology","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Digital, Data & Technology","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Digital, Data & Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Digital, Data & Technology","G6/G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Digital, Data & Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Digital, Data & Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Digital, Data & Technology","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Digital, Data & Technology","SEO/HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Finance","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Finance","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Finance","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Grants Management","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Grants Management","AA/AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Grants Management","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Grants Management","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Human Resources","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Human Resources","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Human Resources","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Human Resources","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Human Resources","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Internal Audit","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Internal Audit","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Legal","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Legal","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Legal","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Legal","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Legal","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Legal","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","No function","AA/AO","Female","290","[c]","22390","22400"
"New entrant CS","2023","60-64","No function","AA/AO","Male","320","[c]","23030","22400"
"New entrant CS","2023","60-64","No function","EO","Female","60","[c]","28040","27140"
"New entrant CS","2023","60-64","No function","EO","Male","135","[c]","29470","28480"
"New entrant CS","2023","60-64","No function","G6/G7","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","60-64","No function","G6/G7","Male","30","[c]","[c]","[c]"
"New entrant CS","2023","60-64","No function","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","No function","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","No function","SEO/HEO","Female","40","[c]","39100","39080"
"New entrant CS","2023","60-64","No function","SEO/HEO","Male","90","[c]","38910","37440"
"New entrant CS","2023","60-64","No function","Unknown","Female","45","[c]","22730","23090"
"New entrant CS","2023","60-64","No function","Unknown","Male","55","[c]","25120","23640"
"New entrant CS","2023","60-64","Project Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Project Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Project Delivery","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Project Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Project Delivery","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Property","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Property","AA/AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Property","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Property","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Property","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Property","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Property","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Security","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Security","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Security","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Security","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Security","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Security","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","AA/AO","Female","35","[c]","22430","22180"
"New entrant CS","2023","60-64","Unknown","AA/AO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Commercial","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Commercial","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Communications","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Counter Fraud","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Counter Fraud","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Debt","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Debt","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","65+","Digital, Data & Technology","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Digital, Data & Technology","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Digital, Data & Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Digital, Data & Technology","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Digital, Data & Technology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Digital, Data & Technology","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","65+","Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Grants Management","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Grants Management","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","65+","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Human Resources","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Legal","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Legal","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Legal","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Legal","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","No function","AA/AO","Female","75","[c]","22530","22400"
"New entrant CS","2023","65+","No function","AA/AO","Male","115","[c]","22610","21780"
"New entrant CS","2023","65+","No function","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","65+","No function","EO","Male","35","[c]","29090","28000"
"New entrant CS","2023","65+","No function","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","No function","G6/G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","65+","No function","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","No function","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","65+","No function","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","65+","No function","SEO/HEO","Male","40","[c]","41170","41910"
"New entrant CS","2023","65+","No function","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","65+","No function","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","65+","Project Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Project Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Project Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Property","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Property","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Property","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Property","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Property","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Property","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Property","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Security","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Security","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","65+","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Commercial","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data & Technology","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data & Technology","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data & Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data & Technology","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data & Technology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Digital, Data & Technology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
