"Status","Year","Age","Function_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","50-59","Communications","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","EO","Female","40","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","EO","Male","45","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Counter Fraud","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Debt","AA/AO","Female","85","[c]","21770","21690"
"Leaver CS","2023","50-59","Debt","AA/AO","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Debt","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Debt","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Debt","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Debt","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Debt","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Debt","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","G6/G7","Female","45","[c]","58770","56750"
"Leaver CS","2023","50-59","Digital, Data & Technology","G6/G7","Male","95","[c]","61870","60340"
"Leaver CS","2023","50-59","Digital, Data & Technology","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Digital, Data & Technology","SEO/HEO","Female","45","[c]","39930","40420"
"Leaver CS","2023","50-59","Digital, Data & Technology","SEO/HEO","Male","100","[c]","40020","39370"
"Leaver CS","2023","50-59","Finance","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","G6/G7","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Finance","SEO/HEO","Female","40","[c]","38980","38470"
"Leaver CS","2023","50-59","Finance","SEO/HEO","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Grants Management","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Grants Management","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Grants Management","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Grants Management","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Grants Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Grants Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","AA/AO","Female","40","[c]","21860","22220"
"Leaver CS","2023","50-59","Human Resources","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","EO","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","EO","Male","45","[c]","28830","28080"
"Leaver CS","2023","50-59","Human Resources","G6/G7","Female","40","[c]","59930","57880"
"Leaver CS","2023","50-59","Human Resources","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","SEO/HEO","Female","65","[c]","40190","38820"
"Leaver CS","2023","50-59","Human Resources","SEO/HEO","Male","50","[c]","40000","38860"
"Leaver CS","2023","50-59","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Internal Audit","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Internal Audit","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Internal Audit","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","G6/G7","Female","60","[c]","61500","61100"
"Leaver CS","2023","50-59","Legal","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Legal","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","No function","AA/AO","Female","1270","[c]","21850","21690"
"Leaver CS","2023","50-59","No function","AA/AO","Male","885","[c]","22270","21690"
"Leaver CS","2023","50-59","No function","EO","Female","895","[c]","28210","28120"
"Leaver CS","2023","50-59","No function","EO","Male","745","[c]","28910","27620"
"Leaver CS","2023","50-59","No function","G6/G7","Female","210","[c]","62750","61570"
"Leaver CS","2023","50-59","No function","G6/G7","Male","205","[c]","62760","59620"
"Leaver CS","2023","50-59","No function","SCS level","Female","60","[c]","95230","86920"
"Leaver CS","2023","50-59","No function","SCS level","Male","50","[c]","107660","99750"
"Leaver CS","2023","50-59","No function","SEO/HEO","Female","455","[c]","38570","38160"
"Leaver CS","2023","50-59","No function","SEO/HEO","Male","440","[c]","40200","40140"
"Leaver CS","2023","50-59","No function","Unknown","Female","205","[c]","[c]","[c]"
"Leaver CS","2023","50-59","No function","Unknown","Male","115","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","G6/G7","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","G6/G7","Male","40","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","SEO/HEO","Female","55","[c]","37450","37750"
"Leaver CS","2023","50-59","Project Delivery","SEO/HEO","Male","55","[c]","40290","40580"
"Leaver CS","2023","50-59","Project Delivery","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Project Delivery","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Property","SEO/HEO","Male","35","[c]","39860","35020"
"Leaver CS","2023","50-59","Security","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","AA/AO","Male","105","[c]","30700","27500"
"Leaver CS","2023","50-59","Security","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","EO","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","SEO/HEO","Male","40","[c]","43610","41740"
"Leaver CS","2023","50-59","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","EO","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","G6/G7","Female","75","[c]","64980","65280"
"Leaver CS","2023","50-59","Unknown","G6/G7","Male","70","[c]","64630","65280"
"Leaver CS","2023","50-59","Unknown","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","SCS level","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","SEO/HEO","Female","90","[c]","42130","41980"
"Leaver CS","2023","50-59","Unknown","SEO/HEO","Male","60","[c]","43110","43010"
"Leaver CS","2023","50-59","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","Unknown","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Analysis","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Communications","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","EO","Female","40","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","EO","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","SEO/HEO","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Counter Fraud","SEO/HEO","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Debt","AA/AO","Female","55","[c]","21650","21500"
"Leaver CS","2023","60-64","Debt","AA/AO","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Debt","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Debt","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Debt","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Debt","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Debt","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Debt","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","G6/G7","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","G6/G7","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Digital, Data & Technology","SEO/HEO","Male","50","[c]","38930","38740"
"Leaver CS","2023","60-64","Finance","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","SEO/HEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Finance","SEO/HEO","Male","35","[c]","41220","39040"
"Leaver CS","2023","60-64","Grants Management","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Grants Management","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Grants Management","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Grants Management","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Grants Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Grants Management","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","AA/AO","Female","65","[c]","22300","22220"
"Leaver CS","2023","60-64","Human Resources","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","EO","Male","40","[c]","29180","28550"
"Leaver CS","2023","60-64","Human Resources","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","SEO/HEO","Female","40","[c]","37940","35390"
"Leaver CS","2023","60-64","Human Resources","SEO/HEO","Male","45","[c]","39280","36920"
"Leaver CS","2023","60-64","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Internal Audit","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Internal Audit","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Internal Audit","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Internal Audit","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Legal","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","AA/AO","Female","890","[c]","21770","21690"
"Leaver CS","2023","60-64","No function","AA/AO","Male","570","[c]","22150","21690"
"Leaver CS","2023","60-64","No function","EO","Female","615","[c]","28320","28120"
"Leaver CS","2023","60-64","No function","EO","Male","420","[c]","29570","28120"
"Leaver CS","2023","60-64","No function","G6/G7","Female","120","[c]","63730","60740"
"Leaver CS","2023","60-64","No function","G6/G7","Male","195","[c]","64480","61030"
"Leaver CS","2023","60-64","No function","SCS level","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","SCS level","Male","45","[c]","112430","115190"
"Leaver CS","2023","60-64","No function","SEO/HEO","Female","345","[c]","37800","37420"
"Leaver CS","2023","60-64","No function","SEO/HEO","Male","365","[c]","40300","39530"
"Leaver CS","2023","60-64","No function","Unknown","Female","155","[c]","[c]","[c]"
"Leaver CS","2023","60-64","No function","Unknown","Male","70","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","G6/G7","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","G6/G7","Male","40","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","SEO/HEO","Female","40","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","SEO/HEO","Male","50","[c]","41500","41200"
"Leaver CS","2023","60-64","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Project Delivery","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Property","SEO/HEO","Male","45","[c]","41220","41650"
"Leaver CS","2023","60-64","Security","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","AA/AO","Male","70","[c]","32620","28080"
"Leaver CS","2023","60-64","Security","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Security","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","G6/G7","Female","55","[c]","69480","70920"
"Leaver CS","2023","60-64","Unknown","G6/G7","Male","60","[c]","70630","68440"
"Leaver CS","2023","60-64","Unknown","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","SCS level","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","SEO/HEO","Female","55","[c]","42890","41500"
"Leaver CS","2023","60-64","Unknown","SEO/HEO","Male","50","[c]","45540","47470"
"Leaver CS","2023","60-64","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","Unknown","Male","30","[c]","47240","38730"
"Leaver CS","2023","65+","Analysis","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Analysis","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Commercial","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
