"Status","Year","Age","Disability","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","20-29","Declared disabled","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office for Standards in Education, Children's Services and Skills","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office for Standards in Education, Children's Services and Skills","Other","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office for Standards in Education, Children's Services and Skills","Policy","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office for Standards in Education, Children's Services and Skills","Property","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office for Standards in Education, Children's Services and Skills","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office for Standards in Education, Children's Services and Skills","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Gas and Electricity Markets","Operational Delivery","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Gas and Electricity Markets","Policy","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Gas and Electricity Markets","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Qualifications and Examinations Regulation","Economics","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Qualifications and Examinations Regulation","Legal","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Qualifications and Examinations Regulation","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Qualifications and Examinations Regulation","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Qualifications and Examinations Regulation","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Rail and Road","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Rail and Road","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of Rail and Road","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of the Secretary of State for Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of the Secretary of State for Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of the Secretary of State for Scotland","Policy","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of the Secretary of State for Wales","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of the Secretary of State for Wales","Economics","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of the Secretary of State for Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Office of the Secretary of State for Wales","Policy","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Government","Legal","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Government","Operational Delivery","70","65","27550","24090"
"In post","2023","20-29","Declared disabled","Scottish Government","Other","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Government","Policy","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Government","Property","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Government","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Government","Security","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Scottish Government","Unknown","210","205","32660","30440"
"In post","2023","20-29","Declared disabled","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","The National Archives","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","The National Archives","Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","The National Archives","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","The National Archives","Other","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","The National Archives","Policy","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Export Finance","Economics","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Export Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Export Finance","Security","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Statistics Authority","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Statistics Authority","Economics","5","5","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Statistics Authority","Geography","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Statistics Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Statistics Authority","Operational Delivery","30","30","28710","31060"
"In post","2023","20-29","Declared disabled","UK Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Statistics Authority","Security","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Statistics Authority","Social Research","25","25","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Statistics Authority","Statistics","20","20","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Supreme Court","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Declared disabled","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
