"Status","Year","Ethnicity","Organisation","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Defence Equipment and Support","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","London","Outer London - West and North West","45","40","27830","24900"
"In post","2023","Asian","Defence Equipment and Support","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","275","265","37770","34330"
"In post","2023","Asian","Defence Equipment and Support","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Equipment and Support","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","South East (England)","Hampshire and Isle of Wight","25","25","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Defence Science and Technology Laboratory","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","60","60","40340","39890"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Inner London - West","520","515","47730","41540"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Outer London - West and North West","10","10","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Greater Manchester","20","20","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","East Wales","5","5","[c]","[c]"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","West Midlands","85","80","37840","37470"
"In post","2023","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Inner London - West","110","110","48640","52900"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","North West (England)","Greater Manchester","10","10","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","25","25","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","East of England","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","London","Inner London - West","240","230","45390","42010"
"In post","2023","Asian","Department for Education (excl. agencies)","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","London","Outer London - South","5","5","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","5","5","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","North East (England)","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","North West (England)","Greater Manchester","100","100","37170","37590"
"In post","2023","Asian","Department for Education (excl. agencies)","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","West Midlands (England)","West Midlands","195","195","40000","37590"
"In post","2023","Asian","Department for Education (excl. agencies)","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Department for Education (excl. agencies)","Yorkshire and The Humber","South Yorkshire","75","75","38410","37590"
"In post","2023","Asian","Department for Education (excl. agencies)","Yorkshire and The Humber","West Yorkshire","10","10","[c]","[c]"
"In post","2023","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
