"Status","Year","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","HM Revenue and Customs","Counter Fraud","20","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Digital, Data and Technology","50","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Economics","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Finance","20","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Human Resources","35","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Internal Audit","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Legal","65","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Operational Delivery","715","[c]","26380","22520"
"Leaver Dept.","2023","HM Revenue and Customs","Operational Research","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Other","55","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Policy","35","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Project Delivery","50","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Property","25","[c]","30560","26020"
"Leaver Dept.","2023","HM Revenue and Customs","Security","5","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Social Research","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Statistics","20","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Tax","255","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Economics","30","[c]","54250","39160"
"Leaver Dept.","2023","HM Treasury","Finance","10","[c]","48380","54680"
"Leaver Dept.","2023","HM Treasury","Human Resources","15","[c]","42480","36930"
"Leaver Dept.","2023","HM Treasury","Internal Audit","15","[c]","42910","42520"
"Leaver Dept.","2023","HM Treasury","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Operational Delivery","15","[c]","32550","28380"
"Leaver Dept.","2023","HM Treasury","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Treasury","Policy","185","[c]","48870","50500"
"Leaver Dept.","2023","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Commercial","15","[c]","42830","43710"
"Leaver Dept.","2023","Home Office","Communications","20","[c]","51740","51350"
"Leaver Dept.","2023","Home Office","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Digital, Data and Technology","55","[c]","51850","45220"
"Leaver Dept.","2023","Home Office","Economics","25","[c]","50140","43760"
"Leaver Dept.","2023","Home Office","Finance","30","[c]","44380","36180"
"Leaver Dept.","2023","Home Office","Human Resources","50","[c]","46390","39190"
"Leaver Dept.","2023","Home Office","Intelligence Analysis","20","[c]","31540","27370"
"Leaver Dept.","2023","Home Office","Knowledge and Information Management","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Operational Delivery","520","[c]","29660","26750"
"Leaver Dept.","2023","Home Office","Operational Research","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Other","60","[c]","34480","31190"
"Leaver Dept.","2023","Home Office","Policy","250","[c]","48540","43210"
"Leaver Dept.","2023","Home Office","Project Delivery","90","[c]","45640","41200"
"Leaver Dept.","2023","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Security","10","[c]","41220","35070"
"Leaver Dept.","2023","Home Office","Social Research","10","[c]","48320","43720"
"Leaver Dept.","2023","Home Office","Statistics","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Unknown","20","[c]","46440","43210"
"Leaver Dept.","2023","Ministry of Defence","Commercial","60","[c]","38480","40600"
"Leaver Dept.","2023","Ministry of Defence","Communications","10","[c]","38980","40000"
"Leaver Dept.","2023","Ministry of Defence","Digital, Data and Technology","55","[c]","37940","37410"
"Leaver Dept.","2023","Ministry of Defence","Finance","45","[c]","45730","41800"
"Leaver Dept.","2023","Ministry of Defence","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Human Resources","90","[c]","29160","23490"
"Leaver Dept.","2023","Ministry of Defence","Intelligence Analysis","25","[c]","39750","37410"
"Leaver Dept.","2023","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Knowledge and Information Management","10","[c]","41140","38020"
"Leaver Dept.","2023","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Operational Delivery","80","[c]","28140","23200"
"Leaver Dept.","2023","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence","Other","35","[c]","40540","40080"
"Leaver Dept.","2023","Ministry of Defence","Policy","65","[c]","45400","45750"
"Leaver Dept.","2023","Ministry of Defence","Project Delivery","90","[c]","41700","40580"
"Leaver Dept.","2023","Ministry of Defence","Property","20","[c]","36920","33650"
"Leaver Dept.","2023","Ministry of Defence","Science and Engineering","50","[c]","42000","39890"
"Leaver Dept.","2023","Ministry of Defence","Security","55","[c]","29540","27260"
"Leaver Dept.","2023","Ministry of Defence","Statistics","25","[c]","44730","45200"
"Leaver Dept.","2023","Ministry of Justice","Commercial","25","[c]","39850","38100"
"Leaver Dept.","2023","Ministry of Justice","Communications","25","[c]","42100","36540"
"Leaver Dept.","2023","Ministry of Justice","Digital, Data and Technology","50","[c]","43660","36050"
"Leaver Dept.","2023","Ministry of Justice","Economics","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","Finance","40","[c]","41630","34930"
"Leaver Dept.","2023","Ministry of Justice","Human Resources","80","[c]","42350","41510"
"Leaver Dept.","2023","Ministry of Justice","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","Legal","35","[c]","42540","39650"
"Leaver Dept.","2023","Ministry of Justice","Operational Delivery","1180","[c]","28400","25120"
"Leaver Dept.","2023","Ministry of Justice","Operational Research","15","[c]","42110","36820"
"Leaver Dept.","2023","Ministry of Justice","Policy","100","[c]","44200","43650"
"Leaver Dept.","2023","Ministry of Justice","Project Delivery","25","[c]","44130","42700"
"Leaver Dept.","2023","Ministry of Justice","Property","20","[c]","39110","38840"
"Leaver Dept.","2023","Ministry of Justice","Psychology","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","Security","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice","Social Research","10","[c]","45030","42010"
"Leaver Dept.","2023","Ministry of Justice","Statistics","10","[c]","42450","35410"
"Leaver Dept.","2023","Ministry of Justice","Unknown","150","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Digital, Data and Technology","15","[c]","48350","47380"
"Leaver Dept.","2023","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Human Resources","5","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Operational Delivery","70","[c]","39970","38020"
"Leaver Dept.","2023","National Crime Agency","Project Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2023","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Operational Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Policy","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Other","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office for Standards in Education, Children's Services and Skills","Statistics","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Communications","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Operational Delivery","10","[c]","25780","25750"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Policy","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Gas and Electricity Markets","Unknown","35","[c]","34490","33400"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Qualifications and Examinations Regulation","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of Rail and Road","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","Operational Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Office of the Secretary of State for Wales","Policy","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","Human Resources","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","Legal","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","Operational Delivery","40","[c]","31250","28540"
"Leaver Dept.","2023","Scottish Government","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Scottish Government","Unknown","110","[c]","42200","38330"
"Leaver Dept.","2023","The National Archives","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","The National Archives","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver Dept.","2023","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","The National Archives","Operational Delivery","[c]","[c]","[c]","[c]"
