"Status","Year","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Office of the Secretary of State for Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Scotland","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Office of the Secretary of State for Wales","Policy","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government","Commercial","15","[c]","27910","25060"
"Leaver CS","2023","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government","Digital, Data and Technology","20","[c]","37730","37710"
"Leaver CS","2023","Scottish Government","Finance","10","[c]","42160","41490"
"Leaver CS","2023","Scottish Government","Human Resources","15","[c]","44140","42590"
"Leaver CS","2023","Scottish Government","Legal","25","[c]","62440","62170"
"Leaver CS","2023","Scottish Government","Operational Delivery","570","[c]","31030","28490"
"Leaver CS","2023","Scottish Government","Other","70","[c]","32250","28490"
"Leaver CS","2023","Scottish Government","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government","Psychology","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government","Unknown","980","[c]","38760","33520"
"Leaver CS","2023","The National Archives","Commercial","5","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","Digital, Data and Technology","20","[c]","36610","36720"
"Leaver CS","2023","The National Archives","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","Knowledge and Information Management","5","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","Operational Delivery","35","[c]","27390","24990"
"Leaver CS","2023","The National Archives","Other","15","[c]","38210","33000"
"Leaver CS","2023","The National Archives","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","Digital, Data and Technology","15","[c]","54630","43000"
"Leaver CS","2023","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","Legal","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","Operational Delivery","40","[c]","58580","44500"
"Leaver CS","2023","UK Export Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Communications","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Digital, Data and Technology","85","[c]","40290","37690"
"Leaver CS","2023","UK Statistics Authority","Economics","45","[c]","22830","19860"
"Leaver CS","2023","UK Statistics Authority","Finance","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Human Resources","20","[c]","39290","33360"
"Leaver CS","2023","UK Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Operational Delivery","425","[c]","25030","21200"
"Leaver CS","2023","UK Statistics Authority","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Policy","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Project Delivery","25","[c]","41320","37690"
"Leaver CS","2023","UK Statistics Authority","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Social Research","25","[c]","38580","34300"
"Leaver CS","2023","UK Statistics Authority","Statistics","35","[c]","39850","36840"
"Leaver CS","2023","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","Legal","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","Operational Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Communications","5","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Economics","5","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Human Resources","5","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Policy","5","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government","Finance","10","[c]","37180","29430"
"Leaver CS","2023","Welsh Government","Human Resources","10","[c]","36780","29430"
"Leaver CS","2023","Welsh Government","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government","Legal","10","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government","Medicine","10","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government","Operational Delivery","60","[c]","36200","29430"
"Leaver CS","2023","Welsh Government","Other","20","[c]","44740","40100"
"Leaver CS","2023","Welsh Government","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government","Policy","45","[c]","48400","41040"
"Leaver CS","2023","Welsh Government","Project Delivery","5","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government","Social Research","5","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government","Statistics","5","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","Communications","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","Counter Fraud","10","[c]","47760","40000"
"Leaver Dept.","2023","Attorney General's Departments","Digital, Data and Technology","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","Finance","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","Human Resources","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","Legal","110","[c]","57890","54120"
"Leaver Dept.","2023","Attorney General's Departments","Operational Delivery","95","[c]","29700","27760"
"Leaver Dept.","2023","Attorney General's Departments","Other","10","[c]","30320","27350"
"Leaver Dept.","2023","Attorney General's Departments","Policy","10","[c]","49070","53750"
"Leaver Dept.","2023","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Commercial","35","[c]","35890","32960"
"Leaver Dept.","2023","Cabinet Office","Communications","20","[c]","36040","32000"
"Leaver Dept.","2023","Cabinet Office","Digital, Data and Technology","50","[c]","32730","32000"
"Leaver Dept.","2023","Cabinet Office","Finance","50","[c]","35670","33250"
"Leaver Dept.","2023","Cabinet Office","Human Resources","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Operational Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Policy","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Project Delivery","65","[c]","32740","32000"
"Leaver Dept.","2023","Cabinet Office","Property","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Science and Engineering","25","[c]","31320","32000"
"Leaver Dept.","2023","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office","Statistics","55","[c]","32080","32000"
"Leaver Dept.","2023","Cabinet Office","Unknown","1375","[c]","42860","35650"
"Leaver Dept.","2023","Chancellor's other departments","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Chancellor's other departments","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","Operational Delivery","15","[c]","29840","29210"
"Leaver Dept.","2023","Charity Commission","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Project Delivery","15","[c]","44880","34570"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Communications","25","[c]","36010","33570"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Counter Fraud","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","35","[c]","43960","42990"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Economics","20","[c]","40630","34070"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Finance","10","[c]","51050","42030"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Human Resources","20","[c]","38690","33070"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Legal","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Operational Delivery","140","[c]","31160","25610"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Policy","395","[c]","45560","40680"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Project Delivery","25","[c]","43840","45630"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Commercial","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Communications","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Economics","10","[c]","42040","39620"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Human Resources","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Other","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Policy","160","[c]","45640","38030"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Project Delivery","30","[c]","43610","35620"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport","Statistics","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Commercial","40","[c]","38190","39400"
"Leaver Dept.","2023","Department for Education","Communications","30","[c]","39370","38350"
"Leaver Dept.","2023","Department for Education","Digital, Data and Technology","75","[c]","43570","37980"
"Leaver Dept.","2023","Department for Education","Economics","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Finance","30","[c]","47920","51580"
"Leaver Dept.","2023","Department for Education","Human Resources","15","[c]","37230","30950"
"Leaver Dept.","2023","Department for Education","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Operational Delivery","100","[c]","46070","37590"
"Leaver Dept.","2023","Department for Education","Operational Research","10","[c]","45900","46600"
"Leaver Dept.","2023","Department for Education","Policy","135","[c]","44610","41440"
"Leaver Dept.","2023","Department for Education","Project Delivery","55","[c]","41710","38070"
"Leaver Dept.","2023","Department for Education","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Social Research","25","[c]","45480","43490"
"Leaver Dept.","2023","Department for Education","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Commercial","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Communications","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Economics","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Human Resources","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Operational Delivery","100","[c]","25200","22150"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Other","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Policy","310","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Project Delivery","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Property","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Science and Engineering","15","[c]","34060","29080"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Communications","10","[c]","33830","31960"
"Leaver Dept.","2023","Department for International Trade","Digital, Data and Technology","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Economics","10","[c]","48560","38160"
"Leaver Dept.","2023","Department for International Trade","Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Human Resources","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","International Trade","95","[c]","40830","38160"
"Leaver Dept.","2023","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Operational Delivery","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Other","15","[c]","46110","32120"
"Leaver Dept.","2023","Department for International Trade","Policy","20","[c]","41110","38160"
"Leaver Dept.","2023","Department for International Trade","Project Delivery","15","[c]","43800","41550"
"Leaver Dept.","2023","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Statistics","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Communications","15","[c]","38950","34310"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","10","[c]","47900","45630"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Economics","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Human Resources","10","[c]","38520","33960"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Operational Delivery","40","[c]","36210","33370"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Planning","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Policy","310","[c]","43490","38500"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Project Delivery","10","[c]","39530","37300"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities","Statistics","20","[c]","38090","34310"
"Leaver Dept.","2023","Department for Transport","Commercial","15","[c]","34640","31660"
"Leaver Dept.","2023","Department for Transport","Communications","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","Digital, Data and Technology","20","[c]","34200","32670"
"Leaver Dept.","2023","Department for Transport","Finance","20","[c]","45160","43750"
"Leaver Dept.","2023","Department for Transport","Human Resources","60","[c]","32840","31660"
"Leaver Dept.","2023","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","Operational Delivery","190","[c]","26140","22500"
"Leaver Dept.","2023","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","Policy","15","[c]","36490","33400"
"Leaver Dept.","2023","Department for Transport","Project Delivery","25","[c]","33860","31660"
"Leaver Dept.","2023","Department for Transport","Property","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","Security","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport","Unknown","215","[c]","44370","38650"
"Leaver Dept.","2023","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","Communications","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","Counter Fraud","145","[c]","29340","28120"
"Leaver Dept.","2023","Department for Work and Pensions","Digital, Data and Technology","115","[c]","41460","38470"
"Leaver Dept.","2023","Department for Work and Pensions","Finance","105","[c]","42740","36830"
"Leaver Dept.","2023","Department for Work and Pensions","Human Resources","25","[c]","35150","33140"
"Leaver Dept.","2023","Department for Work and Pensions","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","Operational Delivery","2040","[c]","27990","28120"
"Leaver Dept.","2023","Department for Work and Pensions","Other","110","[c]","29980","27570"
"Leaver Dept.","2023","Department for Work and Pensions","Policy","115","[c]","41300","38130"
"Leaver Dept.","2023","Department for Work and Pensions","Project Delivery","45","[c]","37460","35310"
"Leaver Dept.","2023","Department for Work and Pensions","Property","10","[c]","39780","38470"
"Leaver Dept.","2023","Department for Work and Pensions","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions","Unknown","10","[c]","38690","32000"
"Leaver Dept.","2023","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Human Resources","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Operational Delivery","190","[c]","43080","37250"
"Leaver Dept.","2023","Department of Health and Social Care","Other","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Policy","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Science and Engineering","15","[c]","36440","36810"
"Leaver Dept.","2023","Department of Health and Social Care","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care","Unknown","360","[c]","[c]","[c]"
"Leaver Dept.","2023","Estyn","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Estyn","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Operational Delivery","15","[c]","32710","30810"
"Leaver Dept.","2023","Food Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Policy","15","[c]","36790","33320"
"Leaver Dept.","2023","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Policy","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Foreign, Commonwealth and Development Office","Unknown","225","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Commercial","10","[c]","[c]","[c]"
"Leaver Dept.","2023","HM Revenue and Customs","Communications","15","[c]","[c]","[c]"
