"Status","Year","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Office of Rail and Road","Office of Rail and Road","G6/G7","15","[c]","55980","55990"
"New entrant CS","2023","Office of Rail and Road","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Office of Rail and Road","SEO/HEO","15","[c]","39000","38550"
"New entrant CS","2023","Office of the Public Guardian","Ministry of Justice","AA/AO","295","[c]","21770","21780"
"New entrant CS","2023","Office of the Public Guardian","Ministry of Justice","EO","30","[c]","25830","25830"
"New entrant CS","2023","Office of the Public Guardian","Ministry of Justice","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Scottish Charity Regulator","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Scottish Charity Regulator","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Scottish Charity Regulator","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","G6/G7","10","[c]","54480","52360"
"New entrant CS","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","AA/AO","35","[c]","21010","21960"
"New entrant CS","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","EO","10","[c]","26590","26590"
"New entrant CS","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","G6/G7","85","[c]","50290","43740"
"New entrant CS","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Registers of Scotland","Scottish Government","AA/AO","35","[c]","24340","24010"
"New entrant CS","2023","Registers of Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Registers of Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Registers of Scotland","Scottish Government","SEO/HEO","15","[c]","40050","38190"
"New entrant CS","2023","Revenue Scotland","Scottish Government","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Revenue Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Revenue Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Revenue Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Royal Fleet Auxiliary","Ministry of Defence","Unknown","150","[c]","22470","17530"
"New entrant CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","AA/AO","345","[c]","22010","22150"
"New entrant CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","EO","50","[c]","25230","25920"
"New entrant CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SEO/HEO","25","[c]","33500","30320"
"New entrant CS","2023","Scottish Courts and Tribunals Service","Scottish Government","AA/AO","170","[c]","22930","23190"
"New entrant CS","2023","Scottish Courts and Tribunals Service","Scottish Government","EO","25","[c]","26540","25930"
"New entrant CS","2023","Scottish Courts and Tribunals Service","Scottish Government","G6/G7","10","[c]","59520","58770"
"New entrant CS","2023","Scottish Courts and Tribunals Service","Scottish Government","SEO/HEO","25","[c]","40440","40570"
"New entrant CS","2023","Scottish Fiscal Commission","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Fiscal Commission","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government (excl. agencies)","Scottish Government","AA/AO","150","[c]","25120","25710"
"New entrant CS","2023","Scottish Government (excl. agencies)","Scottish Government","EO","145","[c]","29550","29100"
"New entrant CS","2023","Scottish Government (excl. agencies)","Scottish Government","G6/G7","165","[c]","59730","54870"
"New entrant CS","2023","Scottish Government (excl. agencies)","Scottish Government","SCS level","15","[c]","90040","81890"
"New entrant CS","2023","Scottish Government (excl. agencies)","Scottish Government","SEO/HEO","410","[c]","38220","36330"
"New entrant CS","2023","Scottish Housing Regulator","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Prison Service","Scottish Government","AA/AO","300","[c]","24560","24710"
"New entrant CS","2023","Scottish Prison Service","Scottish Government","EO","80","[c]","31320","31290"
"New entrant CS","2023","Scottish Prison Service","Scottish Government","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Prison Service","Scottish Government","SEO/HEO","15","[c]","47640","46670"
"New entrant CS","2023","Scottish Public Pensions Agency","Scottish Government","AA/AO","65","[c]","25600","25710"
"New entrant CS","2023","Scottish Public Pensions Agency","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Public Pensions Agency","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Public Pensions Agency","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Serious Fraud Office","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Serious Fraud Office","Attorney General's Departments","EO","25","[c]","27350","26620"
"New entrant CS","2023","Serious Fraud Office","Attorney General's Departments","G6/G7","20","[c]","57940","56860"
"New entrant CS","2023","Serious Fraud Office","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Serious Fraud Office","Attorney General's Departments","SEO/HEO","15","[c]","36420","36000"
"New entrant CS","2023","Social Security Scotland","Scottish Government","AA/AO","790","[c]","22350","22180"
"New entrant CS","2023","Social Security Scotland","Scottish Government","EO","710","[c]","29410","29100"
"New entrant CS","2023","Social Security Scotland","Scottish Government","G6/G7","25","[c]","61800","59870"
"New entrant CS","2023","Social Security Scotland","Scottish Government","SEO/HEO","315","[c]","37990","37830"
"New entrant CS","2023","Standards and Testing Agency","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Standards and Testing Agency","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Standards and Testing Agency","Department for Education","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Student Awards Agency for Scotland","Scottish Government","AA/AO","55","[c]","22310","22180"
"New entrant CS","2023","Student Awards Agency for Scotland","Scottish Government","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Student Awards Agency for Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Student Awards Agency for Scotland","Scottish Government","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Submarine Delivery Agency","Ministry of Defence","Unknown","260","[c]","33460","32500"
"New entrant CS","2023","Teaching Regulation Agency","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Teaching Regulation Agency","Department for Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Teaching Regulation Agency","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","AA/AO","35","[c]","22150","22180"
"New entrant CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","30","[c]","34330","31620"
"New entrant CS","2023","The National Archives","The National Archives","AA/AO","25","[c]","23290","23460"
"New entrant CS","2023","The National Archives","The National Archives","EO","20","[c]","25610","24990"
"New entrant CS","2023","The National Archives","The National Archives","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","The National Archives","SEO/HEO","50","[c]","36020","34940"
"New entrant CS","2023","Transport Scotland","Scottish Government","AA/AO","10","[c]","23470","22180"
"New entrant CS","2023","Transport Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Transport Scotland","Scottish Government","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Transport Scotland","Scottish Government","SEO/HEO","30","[c]","37700","33520"
"New entrant CS","2023","UK Debt Management Office","HM Treasury","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","UK Debt Management Office","HM Treasury","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","UK Export Finance","EO","25","[c]","32300","32300"
"New entrant CS","2023","UK Export Finance","UK Export Finance","G6/G7","25","[c]","67190","66460"
"New entrant CS","2023","UK Export Finance","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","UK Export Finance","SEO/HEO","40","[c]","40320","39450"
"New entrant CS","2023","UK Health Security Agency","Department of Health and Social Care","AA/AO","160","[c]","22010","20880"
"New entrant CS","2023","UK Health Security Agency","Department of Health and Social Care","EO","160","[c]","26110","25940"
"New entrant CS","2023","UK Health Security Agency","Department of Health and Social Care","G6/G7","235","[c]","59900","54560"
"New entrant CS","2023","UK Health Security Agency","Department of Health and Social Care","SCS level","45","[c]","109000","106690"
"New entrant CS","2023","UK Health Security Agency","Department of Health and Social Care","SEO/HEO","370","[c]","36630","37060"
"New entrant CS","2023","UK Hydrographic Office","Ministry of Defence","AA/AO","35","[c]","21740","21690"
"New entrant CS","2023","UK Hydrographic Office","Ministry of Defence","EO","35","[c]","28410","27610"
"New entrant CS","2023","UK Hydrographic Office","Ministry of Defence","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Hydrographic Office","Ministry of Defence","SEO/HEO","35","[c]","37530","34370"
"New entrant CS","2023","UK Space Agency","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
