"Status","Year","Disability","Ethnicity","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared non-disabled","Unknown","Digital, Data and Technology","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Finance","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Human Resources","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Legal","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Medicine","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Medicine","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Operational Delivery","London","60","[c]","37480","31470"
"Leaver CS","2023","Declared non-disabled","Unknown","Operational Delivery","Outside London","430","[c]","25390","22150"
"Leaver CS","2023","Declared non-disabled","Unknown","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Other","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Policy","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Project Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Property","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Science and Engineering","Outside London","30","[c]","40240","39860"
"Leaver CS","2023","Declared non-disabled","Unknown","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Security","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Tax","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Tax","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Commercial","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Commercial","Outside London","165","[c]","41920","37880"
"Leaver CS","2023","Declared non-disabled","White","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Communications","London","110","[c]","50190","45610"
"Leaver CS","2023","Declared non-disabled","White","Communications","Outside London","80","[c]","40080","36080"
"Leaver CS","2023","Declared non-disabled","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Counter Fraud","London","40","[c]","38960","35880"
"Leaver CS","2023","Declared non-disabled","White","Counter Fraud","Outside London","210","[c]","27520","27570"
"Leaver CS","2023","Declared non-disabled","White","Digital, Data and Technology","London","160","[c]","52360","51970"
"Leaver CS","2023","Declared non-disabled","White","Digital, Data and Technology","Outside London","640","[c]","42900","39660"
"Leaver CS","2023","Declared non-disabled","White","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Economics","London","70","[c]","44650","39830"
"Leaver CS","2023","Declared non-disabled","White","Economics","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Finance","London","80","[c]","55470","53380"
"Leaver CS","2023","Declared non-disabled","White","Finance","Outside London","285","[c]","39520","34640"
"Leaver CS","2023","Declared non-disabled","White","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Geography","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Human Resources","London","85","[c]","52380","52260"
"Leaver CS","2023","Declared non-disabled","White","Human Resources","Outside London","580","[c]","31200","27470"
"Leaver CS","2023","Declared non-disabled","White","Human Resources","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Inspector of Education and Training","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Inspector of Education and Training","Outside London","100","[c]","69640","77470"
"Leaver CS","2023","Declared non-disabled","White","Intelligence Analysis","London","40","[c]","37400","37000"
"Leaver CS","2023","Declared non-disabled","White","Intelligence Analysis","Outside London","60","[c]","29980","28190"
"Leaver CS","2023","Declared non-disabled","White","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Internal Audit","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Internal Audit","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","International Trade","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","International Trade","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Knowledge and Information Management","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Knowledge and Information Management","Outside London","40","[c]","30810","27600"
"Leaver CS","2023","Declared non-disabled","White","Legal","London","185","[c]","58120","55000"
"Leaver CS","2023","Declared non-disabled","White","Legal","Outside London","230","[c]","52720","52360"
"Leaver CS","2023","Declared non-disabled","White","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Medicine","London","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Medicine","Outside London","160","[c]","48780","40590"
"Leaver CS","2023","Declared non-disabled","White","Medicine","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Operational Delivery","London","1035","[c]","37560","31550"
"Leaver CS","2023","Declared non-disabled","White","Operational Delivery","Outside London","10445","[c]","27190","25920"
"Leaver CS","2023","Declared non-disabled","White","Operational Delivery","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Operational Delivery","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Operational Research","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Operational Research","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Other","London","100","[c]","50850","37420"
"Leaver CS","2023","Declared non-disabled","White","Other","Outside London","475","[c]","28230","21690"
"Leaver CS","2023","Declared non-disabled","White","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Planning","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Planning Inspectors","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Policy","London","650","[c]","52050","53030"
"Leaver CS","2023","Declared non-disabled","White","Policy","Outside London","285","[c]","42690","37590"
"Leaver CS","2023","Declared non-disabled","White","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Project Delivery","London","120","[c]","54640","53380"
"Leaver CS","2023","Declared non-disabled","White","Project Delivery","Outside London","500","[c]","42950","40070"
"Leaver CS","2023","Declared non-disabled","White","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Property","London","35","[c]","50140","46800"
"Leaver CS","2023","Declared non-disabled","White","Property","Outside London","250","[c]","34800","33630"
"Leaver CS","2023","Declared non-disabled","White","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Psychology","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Psychology","Outside London","65","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Science and Engineering","London","65","[c]","42750","38000"
"Leaver CS","2023","Declared non-disabled","White","Science and Engineering","Outside London","585","[c]","36860","33820"
"Leaver CS","2023","Declared non-disabled","White","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Security","London","40","[c]","38760","36530"
"Leaver CS","2023","Declared non-disabled","White","Security","Outside London","360","[c]","32430","27500"
"Leaver CS","2023","Declared non-disabled","White","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Social Research","London","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Social Research","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Statistics","London","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Statistics","Outside London","45","[c]","35650","35920"
"Leaver CS","2023","Declared non-disabled","White","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Tax","London","45","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Tax","Outside London","420","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Unknown","London","400","[c]","54980","54730"
"Leaver CS","2023","Declared non-disabled","White","Unknown","Outside London","890","[c]","40730","34850"
"Leaver CS","2023","Declared non-disabled","White","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Veterinarian","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","White","Veterinarian","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Finance","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Geography","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Intelligence Analysis","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Medicine","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Medicine","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Operational Delivery","London","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Operational Delivery","Outside London","50","[c]","29380","23390"
"Leaver CS","2023","Undeclared","Asian","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Other","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Planning","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Planning Inspectors","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Planning Inspectors","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Policy","London","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Science and Engineering","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Tax","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Tax","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Unknown","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Veterinarian","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Asian","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Corporate Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Corporate Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Digital, Data and Technology","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Economics","London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Black","Economics","Outside London","[c]","[c]","[c]","[c]"
