"Status","Year","Ethnicity","Organisation","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Education and Skills Funding Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","Outside London","Heterosexual / straight","60","55","40490","37590"
"In post","2023","Asian","Education and Skills Funding Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Education and Skills Funding Agency","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Estyn","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Estyn","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","FCDO Services","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","FCDO Services","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","FCDO Services","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","FCDO Services","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","FCDO Services","Outside London","Heterosexual / straight","40","40","38120","32750"
"In post","2023","Asian","FCDO Services","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","FCDO Services","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","FCDO Services","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","FCDO Services","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","FCDO Services","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","FCDO Services","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","FCDO Services","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","London","Heterosexual / straight","30","30","43230","34830"
"In post","2023","Asian","Food Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Outside London","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Agency","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Food Standards Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","London","Heterosexual / straight","260","250","45810","39220"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","London","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","London","Unknown","45","45","42380","39790"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Heterosexual / straight","80","80","47210","40410"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Unknown","20","20","[c]","[c]"
"In post","2023","Asian","Forestry and Land Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Forestry and Land Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Forestry and Land Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Forestry and Land Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Actuary's Department","London","Heterosexual / straight","35","30","50150","44440"
"In post","2023","Asian","Government Actuary's Department","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Actuary's Department","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Actuary's Department","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Actuary's Department","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Actuary's Department","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Actuary's Department","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Actuary's Department","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Commercial Organisation","London","Heterosexual / straight","30","30","73170","66270"
"In post","2023","Asian","Government Commercial Organisation","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Commercial Organisation","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Commercial Organisation","London","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","Government Commercial Organisation","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Asian","Government Commercial Organisation","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Commercial Organisation","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Commercial Organisation","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Government Commercial Organisation","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Commercial Organisation","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Commercial Organisation","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Commercial Organisation","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Internal Audit Agency","London","Heterosexual / straight","45","45","45650","43160"
"In post","2023","Asian","Government Internal Audit Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Internal Audit Agency","London","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Government Internal Audit Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Internal Audit Agency","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Asian","Government Internal Audit Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Internal Audit Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Internal Audit Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Internal Audit Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Internal Audit Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Internal Audit Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Internal Audit Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Legal Department","London","Heterosexual / straight","265","255","49150","52020"
"In post","2023","Asian","Government Legal Department","London","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Government Legal Department","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Government Legal Department","London","Unknown","25","25","[c]","[c]"
"In post","2023","Asian","Government Legal Department","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Asian","Government Legal Department","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Legal Department","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Legal Department","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Property Agency","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Government Property Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Property Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Property Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Property Agency","Outside London","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Asian","Government Property Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Property Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Government Property Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Courts and Tribunals Service","London","Heterosexual / straight","620","570","31320","25480"
"In post","2023","Asian","HM Courts and Tribunals Service","London","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","HM Courts and Tribunals Service","London","Undeclared","55","45","29820","25480"
"In post","2023","Asian","HM Courts and Tribunals Service","London","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","HM Courts and Tribunals Service","Outside London","Heterosexual / straight","870","780","25330","21780"
"In post","2023","Asian","HM Courts and Tribunals Service","Outside London","LGBO","25","20","[c]","[c]"
"In post","2023","Asian","HM Courts and Tribunals Service","Outside London","Undeclared","65","60","25100","21780"
"In post","2023","Asian","HM Courts and Tribunals Service","Outside London","Unknown","20","20","[c]","[c]"
"In post","2023","Asian","HM Courts and Tribunals Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Courts and Tribunals Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Courts and Tribunals Service","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Courts and Tribunals Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Crown Prosecution Service Inspectorate","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Crown Prosecution Service Inspectorate","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Crown Prosecution Service Inspectorate","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Crown Prosecution Service Inspectorate","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Crown Prosecution Service Inspectorate","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Crown Prosecution Service Inspectorate","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Crown Prosecution Service Inspectorate","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Crown Prosecution Service Inspectorate","Outside London","Unknown","[c]","[c]","[c]","[c]"
