"Status","Year","Age","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","30-39","Active Travel England","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","15","[c]","27010","25920"
"Leaver Dept.","2023","30-39","Attorney General's Office","Attorney General's Departments","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Building Digital UK","Department for Digital, Culture, Media and Sport","10","[c]","39440","34530"
"Leaver Dept.","2023","30-39","Cabinet Office (excl. agencies)","Cabinet Office","405","[c]","47630","51290"
"Leaver Dept.","2023","30-39","Central Civil Service Fast Stream","Cabinet Office","90","[c]","32190","32000"
"Leaver Dept.","2023","30-39","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Charity Commission","Charity Commission","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Companies House","Department for Business, Energy and Industrial Strategy","15","[c]","34520","34860"
"Leaver Dept.","2023","30-39","Competition and Markets Authority","Competition and Markets Authority","15","[c]","49340","54070"
"Leaver Dept.","2023","30-39","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Crown Commercial Service","Cabinet Office","10","[c]","37750","39360"
"Leaver Dept.","2023","30-39","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Crown Prosecution Service","Attorney General's Departments","35","[c]","35720","28540"
"Leaver Dept.","2023","30-39","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Defence Equipment and Support","Ministry of Defence","25","[c]","38810","38160"
"Leaver Dept.","2023","30-39","Defence Science and Technology Laboratory","Ministry of Defence","25","[c]","42280","42570"
"Leaver Dept.","2023","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","170","[c]","46710","46780"
"Leaver Dept.","2023","30-39","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","80","[c]","48440","52760"
"Leaver Dept.","2023","30-39","Department for Education (excl. agencies)","Department for Education","180","[c]","44390","41440"
"Leaver Dept.","2023","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","120","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Department for International Trade","Department for International Trade","75","[c]","44970","41660"
"Leaver Dept.","2023","30-39","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","155","[c]","45100","41870"
"Leaver Dept.","2023","30-39","Department for Transport (excl. agencies)","Department for Transport","70","[c]","46300","43750"
"Leaver Dept.","2023","30-39","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","715","[c]","30520","28120"
"Leaver Dept.","2023","30-39","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","125","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Driver and Vehicle Licensing Agency","Department for Transport","100","[c]","28040","27070"
"Leaver Dept.","2023","30-39","Driver and Vehicle Standards Agency","Department for Transport","35","[c]","31100","27350"
"Leaver Dept.","2023","30-39","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Education and Skills Funding Agency","Department for Education","15","[c]","45140","38070"
"Leaver Dept.","2023","30-39","Estyn","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","FCDO Services","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Food Standards Agency","Food Standards Agency","20","[c]","37300","38100"
"Leaver Dept.","2023","30-39","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","90","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Forestry and Land Scotland","Scottish Government","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Government Commercial Organisation","Cabinet Office","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Government Legal Department","Attorney General's Departments","40","[c]","53730","52660"
"Leaver Dept.","2023","30-39","Government Property Agency","Cabinet Office","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","HM Courts and Tribunals Service","Ministry of Justice","115","[c]","27350","21780"
"Leaver Dept.","2023","30-39","HM Prison and Probation Service","Ministry of Justice","260","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","390","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","HM Treasury (excl. agencies)","HM Treasury","100","[c]","50390","52840"
"Leaver Dept.","2023","30-39","Health and Safety Executive","Department for Work and Pensions","15","[c]","33580","32970"
"Leaver Dept.","2023","30-39","Home Office","Home Office","375","[c]","39060","36180"
"Leaver Dept.","2023","30-39","Institute for Apprenticeships and Technical Education","Department for Education","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","10","[c]","40650","36160"
"Leaver Dept.","2023","30-39","Legal Aid Agency","Ministry of Justice","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Maritime and Coastguard Agency","Department for Transport","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Ministry of Defence (excl. agencies)","Ministry of Defence","185","[c]","37520","37520"
"Leaver Dept.","2023","30-39","Ministry of Justice (excl. agencies)","Ministry of Justice","150","[c]","43280","41750"
"Leaver Dept.","2023","30-39","National Crime Agency","National Crime Agency","40","[c]","41020","39820"
"Leaver Dept.","2023","30-39","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Northern Ireland Office","Northern Ireland Office","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Office for Budget Responsibility","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","15","[c]","48220","44250"
"Leaver Dept.","2023","30-39","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","25","[c]","37680","32860"
"Leaver Dept.","2023","30-39","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Office of Rail and Road","Office of Rail and Road","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Office of the Public Guardian","Ministry of Justice","20","[c]","27360","25120"
"Leaver Dept.","2023","30-39","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Planning Inspectorate","Department for Levelling Up, Housing and Communities","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Registers of Scotland","Scottish Government","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Royal Fleet Auxiliary","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Rural Payments Agency","Department for Environment, Food and Rural Affairs","15","[c]","26890","23320"
"Leaver Dept.","2023","30-39","Scottish Courts and Tribunals Service","Scottish Government","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Scottish Government (excl. agencies)","Scottish Government","20","[c]","46400","42860"
"Leaver Dept.","2023","30-39","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Serious Fraud Office","Attorney General's Departments","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Social Security Scotland","Scottish Government","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Submarine Delivery Agency","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","The Insolvency Service","Department for Business, Energy and Industrial Strategy","15","[c]","30690","25810"
"Leaver Dept.","2023","30-39","The National Archives","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","UK Health Security Agency","Department of Health and Social Care","55","[c]","44050","40650"
"Leaver Dept.","2023","30-39","UK Hydrographic Office","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","UK Space Agency","Department for Business, Energy and Industrial Strategy","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","UK Statistics Authority","UK Statistics Authority","80","[c]","38960","36840"
"Leaver Dept.","2023","30-39","UK Supreme Court","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Valuation Office Agency","HM Revenue and Customs","25","[c]","31390","26450"
"Leaver Dept.","2023","30-39","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Welsh Government (excl. agencies)","Welsh Government","20","[c]","42580","38160"
"Leaver Dept.","2023","30-39","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Active Travel England","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","15","[c]","28160","25920"
"Leaver Dept.","2023","40-49","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Building Digital UK","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Cabinet Office (excl. agencies)","Cabinet Office","190","[c]","55910","56170"
"Leaver Dept.","2023","40-49","Central Civil Service Fast Stream","Cabinet Office","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Charity Commission","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Companies House","Department for Business, Energy and Industrial Strategy","10","[c]","44250","42990"
"Leaver Dept.","2023","40-49","Competition and Markets Authority","Competition and Markets Authority","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Criminal Injuries Compensation Authority","Ministry of Justice","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Crown Commercial Service","Cabinet Office","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Crown Prosecution Service","Attorney General's Departments","35","[c]","43050","40540"
"Leaver Dept.","2023","40-49","Defence Electronics and Components Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Defence Equipment and Support","Ministry of Defence","10","[c]","38600","39130"
"Leaver Dept.","2023","40-49","Defence Science and Technology Laboratory","Ministry of Defence","15","[c]","49130","49260"
"Leaver Dept.","2023","40-49","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","65","[c]","53870","53490"
"Leaver Dept.","2023","40-49","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","25","[c]","59240","53810"
"Leaver Dept.","2023","40-49","Department for Education (excl. agencies)","Department for Education","85","[c]","48730","43370"
