"Status","Year","Age","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","45","40","47330","44100"
"In post","2023","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Digital, Culture, Media and Sport (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Digital, Culture, Media and Sport (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Digital, Culture, Media and Sport (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Education (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Education (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Education (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Education (excl. agencies)","Finance","5","5","[c]","[c]"
"In post","2023","65+","Department for Education (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Education (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Education (excl. agencies)","Operational Delivery","15","10","43470","38630"
"In post","2023","65+","Department for Education (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Education (excl. agencies)","Policy","25","20","41880","38070"
"In post","2023","65+","Department for Education (excl. agencies)","Project Delivery","15","15","58170","63600"
"In post","2023","65+","Department for Education (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Education (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","20","20","43210","42900"
"In post","2023","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","10","10","32210","30210"
"In post","2023","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","5","5","[c]","[c]"
"In post","2023","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","40","35","34650","30220"
"In post","2023","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","15","15","40670","30320"
"In post","2023","65+","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for International Trade","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for International Trade","International Trade","45","40","48540","43540"
"In post","2023","65+","Department for International Trade","Operational Delivery","5","5","[c]","[c]"
"In post","2023","65+","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for International Trade","Policy","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for International Trade","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","15","15","37670","35710"
"In post","2023","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","10","10","52810","49700"
"In post","2023","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Transport (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Transport (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Transport (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Transport (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Transport (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Transport (excl. agencies)","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Transport (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Transport (excl. agencies)","Operational Delivery","20","20","35250","34390"
"In post","2023","65+","Department for Transport (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Transport (excl. agencies)","Planning","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Transport (excl. agencies)","Policy","15","15","42300","43750"
"In post","2023","65+","Department for Transport (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Transport (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Transport (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Transport (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Transport (excl. agencies)","Unknown","20","15","34480","31480"
"In post","2023","65+","Department for Work and Pensions (excl. agencies)","Commercial","15","10","36100","38470"
"In post","2023","65+","Department for Work and Pensions (excl. agencies)","Counter Fraud","275","185","27870","28120"
"In post","2023","65+","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","80","60","37680","34170"
"In post","2023","65+","Department for Work and Pensions (excl. agencies)","Finance","15","10","33180","30320"
"In post","2023","65+","Department for Work and Pensions (excl. agencies)","Human Resources","15","10","39220","37060"
"In post","2023","65+","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","10","5","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions (excl. agencies)","Operational Delivery","2455","1785","26300","28120"
"In post","2023","65+","Department for Work and Pensions (excl. agencies)","Other","150","105","25350","22690"
"In post","2023","65+","Department for Work and Pensions (excl. agencies)","Policy","25","20","46280","39780"
"In post","2023","65+","Department for Work and Pensions (excl. agencies)","Project Delivery","45","30","38210","34970"
"In post","2023","65+","Department for Work and Pensions (excl. agencies)","Property","10","5","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions (excl. agencies)","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions (excl. agencies)","Security","15","10","32540","34170"
"In post","2023","65+","Department for Work and Pensions (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2023","65+","Department of Health and Social Care (excl. agencies)","Unknown","25","20","55270","55400"
"In post","2023","65+","Disclosure Scotland","Unknown","10","5","[c]","[c]"
"In post","2023","65+","Driver and Vehicle Licensing Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","65+","Driver and Vehicle Licensing Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","65+","Driver and Vehicle Licensing Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","65+","Driver and Vehicle Licensing Agency","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2023","65+","Driver and Vehicle Licensing Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2023","65+","Driver and Vehicle Licensing Agency","Human Resources","10","5","[c]","[c]"
"In post","2023","65+","Driver and Vehicle Licensing Agency","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","65+","Driver and Vehicle Licensing Agency","Operational Delivery","135","85","21420","22500"
"In post","2023","65+","Driver and Vehicle Licensing Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2023","65+","Driver and Vehicle Licensing Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","Driver and Vehicle Licensing Agency","Property","[c]","[c]","[c]","[c]"
"In post","2023","65+","Driver and Vehicle Licensing Agency","Security","[c]","[c]","[c]","[c]"
"In post","2023","65+","Driver and Vehicle Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","65+","Driver and Vehicle Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","65+","Driver and Vehicle Standards Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2023","65+","Driver and Vehicle Standards Agency","Human Resources","5","5","[c]","[c]"
"In post","2023","65+","Driver and Vehicle Standards Agency","Operational Delivery","275","200","28760","27450"
"In post","2023","65+","Driver and Vehicle Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","65+","Driver and Vehicle Standards Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2023","65+","Driver and Vehicle Standards Agency","Property","[c]","[c]","[c]","[c]"
"In post","2023","65+","Education Scotland","Unknown","10","5","75440","81110"
"In post","2023","65+","Education and Skills Funding Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","65+","Education and Skills Funding Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","65+","Education and Skills Funding Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2023","65+","Education and Skills Funding Agency","Operational Delivery","5","5","[c]","[c]"
"In post","2023","65+","Education and Skills Funding Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2023","65+","Education and Skills Funding Agency","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","65+","Estyn","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","65+","Estyn","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2023","65+","FCDO Services","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","65+","FCDO Services","Communications","[c]","[c]","[c]","[c]"
"In post","2023","65+","FCDO Services","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","65+","FCDO Services","Finance","[c]","[c]","[c]","[c]"
"In post","2023","65+","FCDO Services","Knowledge and Information Management","35","20","59620","58880"
"In post","2023","65+","FCDO Services","Other","[c]","[c]","[c]","[c]"
"In post","2023","65+","FCDO Services","Property","5","5","[c]","[c]"
"In post","2023","65+","FCDO Services","Security","20","15","39630","38650"
"In post","2023","65+","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","65+","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","65+","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2023","65+","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2023","65+","Food Standards Agency","Operational Delivery","35","25","29070","28760"
"In post","2023","65+","Food Standards Agency","Planning","[c]","[c]","[c]","[c]"
"In post","2023","65+","Food Standards Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2023","65+","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","65+","Food Standards Agency","Security","[c]","[c]","[c]","[c]"
"In post","2023","65+","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","65+","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","10","5","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","15","10","37740","28950"
"In post","2023","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","30","30","57230","58300"
"In post","2023","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","10","5","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Security","5","5","[c]","[c]"
"In post","2023","65+","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Forestry and Land Scotland","Unknown","40","35","35100","33260"
"In post","2023","65+","Government Actuary's Department","Other","[c]","[c]","[c]","[c]"
"In post","2023","65+","Government Commercial Organisation","Commercial","10","10","68110","66010"
"In post","2023","65+","Government Commercial Organisation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Government Internal Audit Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","65+","Government Internal Audit Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2023","65+","Government Legal Department","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","65+","Government Legal Department","Legal","25","20","71830","73130"
"In post","2023","65+","Government Legal Department","Operational Delivery","10","5","[c]","[c]"
"In post","2023","65+","Government Property Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","Government Property Agency","Property","5","5","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","Legal","20","15","50270","47100"
"In post","2023","65+","HM Courts and Tribunals Service","Operational Delivery","700","545","23080","21780"
"In post","2023","65+","HM Courts and Tribunals Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","Digital, Data and Technology","15","10","34770","32690"
"In post","2023","65+","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","Legal","10","5","[c]","[c]"
"In post","2023","65+","HM Land Registry","Operational Delivery","120","75","30840","28080"
"In post","2023","65+","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Prison and Probation Service","Commercial","5","5","[c]","[c]"
"In post","2023","65+","HM Prison and Probation Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Prison and Probation Service","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Prison and Probation Service","Operational Delivery","1525","1110","30590","28990"
"In post","2023","65+","HM Prison and Probation Service","Policy","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Prison and Probation Service","Psychology","10","10","35320","28480"
"In post","2023","65+","HM Prison and Probation Service","Security","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","Counter Fraud","45","30","38480","36990"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","Digital, Data and Technology","65","45","40540","39110"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","Finance","25","20","36690","34690"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","Human Resources","15","10","30370","29730"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","Legal","45","35","39200","29730"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","Operational Delivery","895","645","26350","22520"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","Other","10","5","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","Policy","35","25","55240","48570"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","Project Delivery","45","35","46630","42510"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","Property","15","10","44230","36930"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","Tax","370","255","40200","36990"
"In post","2023","65+","HM Revenue and Customs (excl. agencies)","Unknown","20","20","39340","28130"
"In post","2023","65+","HM Treasury (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Treasury (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Treasury (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Treasury (excl. agencies)","Policy","5","5","[c]","[c]"
"In post","2023","65+","HM Treasury (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","HM Treasury (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","Finance","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","Operational Delivery","40","30","49650","40920"
"In post","2023","65+","Health and Safety Executive","Policy","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","Property","[c]","[c]","[c]","[c]"
"In post","2023","65+","Health and Safety Executive","Science and Engineering","10","5","50680","46780"
"In post","2023","65+","Health and Safety Executive","Security","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Counter Fraud","5","5","[c]","[c]"
"In post","2023","65+","Home Office","Digital, Data and Technology","25","25","53920","56960"
"In post","2023","65+","Home Office","Economics","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Finance","10","10","43510","46690"
"In post","2023","65+","Home Office","Human Resources","10","10","37140","33840"
"In post","2023","65+","Home Office","Intelligence Analysis","30","20","29710","29980"
"In post","2023","65+","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Operational Delivery","790","580","27710","26400"
"In post","2023","65+","Home Office","Other","35","30","25820","26180"
"In post","2023","65+","Home Office","Policy","20","15","55290","54470"
"In post","2023","65+","Home Office","Project Delivery","15","10","45490","43210"
"In post","2023","65+","Home Office","Science and Engineering","5","5","[c]","[c]"
"In post","2023","65+","Home Office","Security","30","30","25260","23500"
"In post","2023","65+","Home Office","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","65+","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Intellectual Property Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","65+","Intellectual Property Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","65+","Intellectual Property Office","Legal","[c]","[c]","[c]","[c]"
"In post","2023","65+","Intellectual Property Office","Operational Delivery","20","10","25740","25040"
"In post","2023","65+","Intellectual Property Office","Policy","[c]","[c]","[c]","[c]"
"In post","2023","65+","Intellectual Property Office","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","65+","Legal Aid Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","65+","Legal Aid Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2023","65+","Legal Aid Agency","Operational Delivery","35","30","32330","25480"
"In post","2023","65+","Maritime and Coastguard Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","65+","Maritime and Coastguard Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2023","65+","Maritime and Coastguard Agency","Operational Delivery","15","10","46000","51210"
"In post","2023","65+","Maritime and Coastguard Agency","Policy","5","5","[c]","[c]"
"In post","2023","65+","Medicines and Healthcare Products Regulatory Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","65+","Medicines and Healthcare Products Regulatory Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2023","65+","Medicines and Healthcare Products Regulatory Agency","Medicine","10","5","[c]","[c]"
"In post","2023","65+","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","Medicines and Healthcare Products Regulatory Agency","Other","[c]","[c]","[c]","[c]"
"In post","2023","65+","Medicines and Healthcare Products Regulatory Agency","Planning","[c]","[c]","[c]","[c]"
"In post","2023","65+","Medicines and Healthcare Products Regulatory Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2023","65+","Medicines and Healthcare Products Regulatory Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","Medicines and Healthcare Products Regulatory Agency","Property","[c]","[c]","[c]","[c]"
"In post","2023","65+","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","65+","Met Office","Digital, Data and Technology","10","5","[c]","[c]"
"In post","2023","65+","Met Office","Operational Delivery","5","5","[c]","[c]"
"In post","2023","65+","Met Office","Other","5","5","[c]","[c]"
"In post","2023","65+","Met Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","Met Office","Property","[c]","[c]","[c]","[c]"
"In post","2023","65+","Met Office","Science and Engineering","15","15","43710","47960"
"In post","2023","65+","Ministry of Defence (excl. agencies)","Commercial","10","10","36760","35740"
"In post","2023","65+","Ministry of Defence (excl. agencies)","Communications","15","15","35680","32120"
"In post","2023","65+","Ministry of Defence (excl. agencies)","Digital, Data and Technology","45","40","39380","31860"
"In post","2023","65+","Ministry of Defence (excl. agencies)","Finance","45","40","36710","34300"
"In post","2023","65+","Ministry of Defence (excl. agencies)","Human Resources","200","180","33490","33470"
"In post","2023","65+","Ministry of Defence (excl. agencies)","Intelligence Analysis","20","15","39410","36920"
"In post","2023","65+","Ministry of Defence (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Defence (excl. agencies)","Knowledge and Information Management","35","30","30850","27470"
"In post","2023","65+","Ministry of Defence (excl. agencies)","Medicine","35","30","55960","41190"
"In post","2023","65+","Ministry of Defence (excl. agencies)","Operational Delivery","405","360","27520","22330"
"In post","2023","65+","Ministry of Defence (excl. agencies)","Other","215","200","24140","21580"
"In post","2023","65+","Ministry of Defence (excl. agencies)","Policy","25","25","37810","27470"
"In post","2023","65+","Ministry of Defence (excl. agencies)","Project Delivery","50","45","47420","42330"
"In post","2023","65+","Ministry of Defence (excl. agencies)","Property","170","160","28970","25450"
"In post","2023","65+","Ministry of Defence (excl. agencies)","Science and Engineering","115","105","32020","25950"
"In post","2023","65+","Ministry of Defence (excl. agencies)","Security","220","185","27080","22130"
"In post","2023","65+","Ministry of Defence (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice (excl. agencies)","Commercial","15","15","32490","26350"
"In post","2023","65+","Ministry of Justice (excl. agencies)","Digital, Data and Technology","15","15","45790","43590"
"In post","2023","65+","Ministry of Justice (excl. agencies)","Finance","15","10","43820","41510"
"In post","2023","65+","Ministry of Justice (excl. agencies)","Human Resources","10","10","36300","32410"
"In post","2023","65+","Ministry of Justice (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice (excl. agencies)","Operational Delivery","20","15","31410","27570"
"In post","2023","65+","Ministry of Justice (excl. agencies)","Policy","10","10","48020","44560"
"In post","2023","65+","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","Ministry of Justice (excl. agencies)","Property","5","5","[c]","[c]"
"In post","2023","65+","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","65+","National Crime Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","65+","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2023","65+","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","65+","National Crime Agency","Operational Delivery","70","60","41550","39140"
"In post","2023","65+","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"In post","2023","65+","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"In post","2023","65+","National Records of Scotland","Unknown","15","15","31960","24890"
"In post","2023","65+","National Savings and Investments","Finance","[c]","[c]","[c]","[c]"
"In post","2023","65+","National Savings and Investments","Other","[c]","[c]","[c]","[c]"
"In post","2023","65+","Northern Ireland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office for Budget Responsibility","Economics","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
