"Status","Year","Age","Function_of_post","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","40-49","Counter Fraud","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Counter Fraud","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Counter Fraud","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Counter Fraud","Department for Work and Pensions","AO","15","[c]","22570","21690"
"Leaver CS","2023","40-49","Counter Fraud","Department for Work and Pensions","EO","25","[c]","29130","28120"
"Leaver CS","2023","40-49","Counter Fraud","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Counter Fraud","HM Revenue and Customs","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Counter Fraud","HM Revenue and Customs","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Counter Fraud","HM Revenue and Customs","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Counter Fraud","HM Revenue and Customs","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Counter Fraud","HM Revenue and Customs","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Debt","Department for Work and Pensions","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Debt","Department for Work and Pensions","AO","40","[c]","21610","21690"
"Leaver CS","2023","40-49","Debt","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Debt","HM Revenue and Customs","AO","55","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Debt","HM Revenue and Customs","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Debt","HM Revenue and Customs","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Cabinet Office","G6","10","[c]","68090","66700"
"Leaver CS","2023","40-49","Digital, Data & Technology","Cabinet Office","G7","20","[c]","57430","56430"
"Leaver CS","2023","40-49","Digital, Data & Technology","Cabinet Office","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Cabinet Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Charity Commission","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department for Education","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department for Education","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department for Education","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department for Education","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department for Transport","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department for Transport","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department for Transport","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department for Transport","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department for Work and Pensions","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department for Work and Pensions","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department for Work and Pensions","G6","10","[c]","73620","72580"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department for Work and Pensions","G7","20","[c]","58180","58860"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department for Work and Pensions","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department for Work and Pensions","SEO","15","[c]","41610","40730"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department of Health and Social Care","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department of Health and Social Care","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Department of Health and Social Care","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Foreign, Commonwealth and Development Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","HM Land Registry","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","HM Land Registry","SEO","10","[c]","44220","44130"
"Leaver CS","2023","40-49","Digital, Data & Technology","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","HM Revenue and Customs","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","HM Revenue and Customs","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","HM Revenue and Customs","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","HM Revenue and Customs","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Home Office","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Home Office","G7","15","[c]","59780","60360"
"Leaver CS","2023","40-49","Digital, Data & Technology","Home Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Home Office","SEO","10","[c]","41420","40990"
"Leaver CS","2023","40-49","Digital, Data & Technology","Ministry of Defence","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Ministry of Defence","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Ministry of Defence","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Ministry of Defence","HEO","10","[c]","33470","33820"
"Leaver CS","2023","40-49","Digital, Data & Technology","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Ministry of Defence","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Ministry of Justice","G7","20","[c]","62260","62280"
"Leaver CS","2023","40-49","Digital, Data & Technology","Ministry of Justice","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Ministry of Justice","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","The National Archives","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","The National Archives","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","UK Statistics Authority","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Digital, Data & Technology","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Cabinet Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Department for Education","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Department for Education","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Department for Education","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Department for Levelling Up, Housing and Communities","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Department for Levelling Up, Housing and Communities","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Department for Levelling Up, Housing and Communities","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Department for Transport","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Department for Transport","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Department for Transport","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Department for Work and Pensions","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Finance","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
