"Status","Year","Organisation","Region_ITL1","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Crown Prosecution Service","East of England","East Anglia","Norwich and East Norfolk","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","East of England","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","East of England","Essex","Heart of Essex","15","[c]","42080","40800"
"Leaver CS","2023","Crown Prosecution Service","London","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","London","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","London","Inner London - West","Westminster","110","[c]","38640","28870"
"Leaver CS","2023","Crown Prosecution Service","London","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","London","Outer London - East and North East","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","London","Outer London - South","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","London","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","London","Outer London - West and North West","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","North East (England)","Northumberland, and Tyne and Wear","Tyneside","20","[c]","40890","38940"
"Leaver CS","2023","Crown Prosecution Service","North East (England)","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","North East (England)","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","North West (England)","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","North West (England)","Cumbria","East Cumbria","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","North West (England)","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","North West (England)","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","North West (England)","Greater Manchester","Manchester","20","[c]","44520","49050"
"Leaver CS","2023","Crown Prosecution Service","North West (England)","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","North West (England)","Merseyside","Liverpool","20","[c]","39490","33090"
"Leaver CS","2023","Crown Prosecution Service","North West (England)","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Scotland","Eastern Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","15","[c]","36680","31610"
"Leaver CS","2023","Crown Prosecution Service","South East (England)","Hampshire and Isle of Wight","Portsmouth","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","South East (England)","Hampshire and Isle of Wight","South Hampshire","10","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","South East (England)","Kent","East Kent","15","[c]","34040","24480"
"Leaver CS","2023","Crown Prosecution Service","South East (England)","Surrey, East and West Sussex","Brighton and Hove","10","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","South East (England)","Surrey, East and West Sussex","West Surrey","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","South West (England)","Devon","Devon CC","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","10","[c]","37920","36290"
"Leaver CS","2023","Crown Prosecution Service","Wales","East Wales","Cardiff and Vale of Glamorgan","20","[c]","39570","38760"
"Leaver CS","2023","Crown Prosecution Service","Wales","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Wales","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Wales","West Wales and The Valleys","Swansea","10","[c]","42680","46870"
"Leaver CS","2023","Crown Prosecution Service","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","West Midlands (England)","West Midlands","Birmingham","35","[c]","38740","28850"
"Leaver CS","2023","Crown Prosecution Service","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Yorkshire and The Humber","North Yorkshire","York","5","[c]","[c]","[c]"
"Leaver CS","2023","Crown Prosecution Service","Yorkshire and The Humber","South Yorkshire","Sheffield","10","[c]","29510","24430"
"Leaver CS","2023","Crown Prosecution Service","Yorkshire and The Humber","West Yorkshire","Leeds","20","[c]","39170","29040"
"Leaver CS","2023","Crown Prosecution Service","Yorkshire and The Humber","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Electronics and Components Agency","Wales","East Wales","Flintshire and Wrexham","25","[c]","33130","30060"
"Leaver CS","2023","Defence Electronics and Components Agency","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","5","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","East Midlands (England)","Lincolnshire","Lincolnshire CC","20","[c]","35950","35850"
"Leaver CS","2023","Defence Equipment and Support","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","East of England","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","East of England","East Anglia","North and West Norfolk","10","[c]","38260","36130"
"Leaver CS","2023","Defence Equipment and Support","East of England","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","East of England","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","East of England","Essex","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","London","Outer London - West and North West","Harrow and Hillingdon","15","[c]","29490","28690"
"Leaver CS","2023","Defence Equipment and Support","North East (England)","Northumberland, and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","North West (England)","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","North West (England)","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","North West (England)","Greater Manchester","Manchester","10","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","North West (England)","Lancashire","Mid Lancashire","5","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","North West (England)","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Overseas","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Scotland","Eastern Scotland","Clackmannanshire and Fife","5","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","35","[c]","27530","25540"
"Leaver CS","2023","Defence Equipment and Support","Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","5","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Scotland","West Central Scotland","Glasgow City","20","[c]","36290","32770"
"Leaver CS","2023","Defence Equipment and Support","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","15","[c]","43770","39460"
"Leaver CS","2023","Defence Equipment and Support","South East (England)","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","South East (England)","Hampshire and Isle of Wight","Portsmouth","5","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","South East (England)","Hampshire and Isle of Wight","South Hampshire","25","[c]","25900","23550"
"Leaver CS","2023","Defence Equipment and Support","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","South West (England)","Devon","Devon CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","South West (England)","Devon","Plymouth","10","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","South West (England)","Dorset and Somerset","Dorset","5","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","South West (England)","Dorset and Somerset","Somerset CC","35","[c]","35190","34830"
"Leaver CS","2023","Defence Equipment and Support","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","655","[c]","39770","36350"
"Leaver CS","2023","Defence Equipment and Support","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","10","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Wales","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Wales","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","Wales","West Wales and The Valleys","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","10","[c]","23540","21060"
"Leaver CS","2023","Defence Equipment and Support","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Equipment and Support","West Midlands (England)","West Midlands","Sandwell","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Science and Technology Laboratory","South East (England)","Hampshire and Isle of Wight","Central Hampshire","105","[c]","37640","39890"
"Leaver CS","2023","Defence Science and Technology Laboratory","South East (England)","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Defence Science and Technology Laboratory","South East (England)","Kent","West Kent","35","[c]","35220","31620"
"Leaver CS","2023","Defence Science and Technology Laboratory","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","220","[c]","37090","30650"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","East of England","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Inner London - West","Westminster","505","[c]","48520","44450"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Outer London - West and North West","Hounslow and Richmond upon Thames","10","[c]","35050","33610"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","Tees Valley and Durham","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Greater Manchester","Greater Manchester South West","15","[c]","37610","31120"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","East Wales","Cardiff and Vale of Glamorgan","10","[c]","33030","30350"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","West Midlands","Birmingham","15","[c]","42660","36140"
"Leaver CS","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Yorkshire and The Humber","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","Inner London - West","Westminster","205","[c]","45810","42120"
"Leaver CS","2023","Department for Education (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","20","[c]","34290","37590"
"Leaver CS","2023","Department for Education (excl. agencies)","East of England","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Department for Education (excl. agencies)","East of England","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
