"Status","Year","Disability","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared non-disabled","Property","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","HM Revenue and Customs","AA/AO","35","[c]","22790","22520"
"Leaver CS","2023","Declared non-disabled","Property","HM Revenue and Customs","EO","35","[c]","27850","27370"
"Leaver CS","2023","Declared non-disabled","Property","HM Revenue and Customs","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","HM Revenue and Customs","SEO/HEO","65","[c]","42710","45230"
"Leaver CS","2023","Declared non-disabled","Property","Home Office","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","Ministry of Defence","AA/AO","40","[c]","20120","19770"
"Leaver CS","2023","Declared non-disabled","Property","Ministry of Defence","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","Ministry of Defence","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","Ministry of Defence","SEO/HEO","60","[c]","38010","36460"
"Leaver CS","2023","Declared non-disabled","Property","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","Ministry of Justice","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","Ministry of Justice","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Property","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Cabinet Office","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Cabinet Office","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Cabinet Office","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Cabinet Office","SEO/HEO","35","[c]","35190","34320"
"Leaver CS","2023","Declared non-disabled","Security","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Foreign, Commonwealth and Development Office","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","HM Revenue and Customs","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","HM Revenue and Customs","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Home Office","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Ministry of Defence","AA/AO","265","[c]","28170","25060"
"Leaver CS","2023","Declared non-disabled","Security","Ministry of Defence","EO","45","[c]","37080","32830"
"Leaver CS","2023","Declared non-disabled","Security","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Ministry of Defence","SEO/HEO","45","[c]","46750","45200"
"Leaver CS","2023","Declared non-disabled","Security","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Ministry of Justice","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Security","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Department for Business, Energy and Industrial Strategy","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Department for Environment, Food and Rural Affairs","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Department for Work and Pensions","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Department for Work and Pensions","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Department for Work and Pensions","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Department for Work and Pensions","SEO/HEO","30","[c]","39780","39140"
"Leaver CS","2023","Declared non-disabled","Unknown","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Department of Health and Social Care","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Department of Health and Social Care","G6/G7","60","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Department of Health and Social Care","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Department of Health and Social Care","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Office of Gas and Electricity Markets","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Office of Gas and Electricity Markets","EO","30","[c]","26450","25880"
"Leaver CS","2023","Declared non-disabled","Unknown","Office of Gas and Electricity Markets","G6/G7","50","[c]","60650","61070"
"Leaver CS","2023","Declared non-disabled","Unknown","Office of Gas and Electricity Markets","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Office of Gas and Electricity Markets","SEO/HEO","45","[c]","36650","36880"
"Leaver CS","2023","Declared non-disabled","Unknown","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Scottish Government","AA/AO","120","[c]","25990","25710"
"Leaver CS","2023","Declared non-disabled","Unknown","Scottish Government","EO","80","[c]","31520","31180"
"Leaver CS","2023","Declared non-disabled","Unknown","Scottish Government","G6/G7","70","[c]","69040","65280"
"Leaver CS","2023","Declared non-disabled","Unknown","Scottish Government","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Scottish Government","SEO/HEO","160","[c]","42370","41640"
"Leaver CS","2023","Declared non-disabled","Unknown","Welsh Government","AA/AO","30","[c]","[c]","[c]"
