"Status","Year","Disability","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Undeclared","Government Property Agency","Cabinet Office","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","685","600","22260","21780"
"In post","2023","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","EO","180","170","27320","25830"
"In post","2023","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","55","55","58590","56080"
"In post","2023","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","185","175","37880","37680"
"In post","2023","Undeclared","HM Land Registry","HM Land Registry","AA/AO","30","30","23500","23390"
"In post","2023","Undeclared","HM Land Registry","HM Land Registry","EO","100","90","28570","28080"
"In post","2023","Undeclared","HM Land Registry","HM Land Registry","G6/G7","20","15","[c]","[c]"
"In post","2023","Undeclared","HM Land Registry","HM Land Registry","SEO/HEO","135","115","38160","34850"
"In post","2023","Undeclared","HM Prison and Probation Service","Ministry of Justice","AA/AO","3020","2670","29550","32060"
"In post","2023","Undeclared","HM Prison and Probation Service","Ministry of Justice","EO","1160","1080","34330","35710"
"In post","2023","Undeclared","HM Prison and Probation Service","Ministry of Justice","G6/G7","75","70","74070","70940"
"In post","2023","Undeclared","HM Prison and Probation Service","Ministry of Justice","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","995","950","43370","40660"
"In post","2023","Undeclared","HM Prison and Probation Service","Ministry of Justice","Unknown","860","795","31540","29050"
"In post","2023","Undeclared","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","730","630","22790","22520"
"In post","2023","Undeclared","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","665","610","29240","28130"
"In post","2023","Undeclared","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","500","480","63200","58180"
"In post","2023","Undeclared","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","25","20","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","1235","1180","38490","36880"
"In post","2023","Undeclared","HM Treasury (excl. agencies)","HM Treasury","AA/AO","10","10","[c]","[c]"
"In post","2023","Undeclared","HM Treasury (excl. agencies)","HM Treasury","EO","25","25","[c]","[c]"
"In post","2023","Undeclared","HM Treasury (excl. agencies)","HM Treasury","G6/G7","140","135","57780","54720"
"In post","2023","Undeclared","HM Treasury (excl. agencies)","HM Treasury","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","HM Treasury (excl. agencies)","HM Treasury","SEO/HEO","110","110","34740","33630"
"In post","2023","Undeclared","Health and Safety Executive","Department for Work and Pensions","AA/AO","10","10","[c]","[c]"
"In post","2023","Undeclared","Health and Safety Executive","Department for Work and Pensions","EO","30","25","[c]","[c]"
"In post","2023","Undeclared","Health and Safety Executive","Department for Work and Pensions","G6/G7","40","40","65010","59400"
"In post","2023","Undeclared","Health and Safety Executive","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","85","80","44820","42470"
"In post","2023","Undeclared","Home Office","Home Office","AA/AO","220","185","23410","22400"
"In post","2023","Undeclared","Home Office","Home Office","EO","610","545","28050","27650"
"In post","2023","Undeclared","Home Office","Home Office","G6/G7","180","180","62460","59510"
"In post","2023","Undeclared","Home Office","Home Office","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","Home Office","Home Office","SEO/HEO","540","520","37340","36180"
"In post","2023","Undeclared","Home Office","Home Office","Unknown","15","15","[c]","[c]"
"In post","2023","Undeclared","Legal Aid Agency","Ministry of Justice","AA/AO","35","30","21610","21780"
"In post","2023","Undeclared","Legal Aid Agency","Ministry of Justice","EO","20","20","[c]","[c]"
"In post","2023","Undeclared","Legal Aid Agency","Ministry of Justice","G6/G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Legal Aid Agency","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Legal Aid Agency","Ministry of Justice","SEO/HEO","20","15","[c]","[c]"
"In post","2023","Undeclared","Maritime and Coastguard Agency","Department for Transport","AA/AO","10","5","[c]","[c]"
"In post","2023","Undeclared","Maritime and Coastguard Agency","Department for Transport","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","Maritime and Coastguard Agency","Department for Transport","G6/G7","10","10","[c]","[c]"
"In post","2023","Undeclared","Maritime and Coastguard Agency","Department for Transport","SEO/HEO","35","35","38690","39820"
"In post","2023","Undeclared","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6/G7","15","15","[c]","[c]"
"In post","2023","Undeclared","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","915","875","24720","22220"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","475","460","30700","27740"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","235","230","61660","60160"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","15","15","[c]","[c]"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","870","845","40070","39640"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Ministry of Justice (excl. agencies)","Ministry of Justice","AA/AO","20","20","[c]","[c]"
"In post","2023","Undeclared","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","65","65","28040","27170"
"In post","2023","Undeclared","Ministry of Justice (excl. agencies)","Ministry of Justice","G6/G7","120","120","61120","59590"
"In post","2023","Undeclared","Ministry of Justice (excl. agencies)","Ministry of Justice","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","250","240","39170","38920"
"In post","2023","Undeclared","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Infrastructure Commission","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Infrastructure Commission","HM Treasury","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","National Records of Scotland","Scottish Government","AA/AO","5","5","[c]","[c]"
"In post","2023","Undeclared","National Records of Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Records of Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Savings and Investments","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Savings and Investments","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Savings and Investments","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Savings and Investments","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Savings and Investments","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland Office","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland Office","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland Office","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland Office","Northern Ireland Office","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Office for Budget Responsibility","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office for Budget Responsibility","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office for Budget Responsibility","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6/G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Office of Rail and Road","Office of Rail and Road","AA/AO","10","10","[c]","[c]"
"In post","2023","Undeclared","Office of Rail and Road","Office of Rail and Road","EO","20","20","[c]","[c]"
"In post","2023","Undeclared","Office of Rail and Road","Office of Rail and Road","G6/G7","160","155","63130","62560"
"In post","2023","Undeclared","Office of Rail and Road","Office of Rail and Road","SCS level","15","15","[c]","[c]"
"In post","2023","Undeclared","Office of Rail and Road","Office of Rail and Road","SEO/HEO","60","60","40440","40240"
"In post","2023","Undeclared","Office of the Public Guardian","Ministry of Justice","AA/AO","55","50","21780","21780"
"In post","2023","Undeclared","Office of the Public Guardian","Ministry of Justice","EO","20","20","[c]","[c]"
"In post","2023","Undeclared","Office of the Public Guardian","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of the Public Guardian","Ministry of Justice","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Office of the Scottish Charity Regulator","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of the Scottish Charity Regulator","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Planning Inspectorate","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
