"Status","Year","Age","Disability","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","50-59","Unknown","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Science and Engineering","London","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Science and Engineering","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Science and Engineering","South East (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Science and Engineering","South West (England)","50","[c]","40840","43400"
"New entrant CS","2023","50-59","Unknown","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Science and Engineering","Yorkshire and The Humber","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Security","East of England","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Security","London","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Security","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Security","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Security","Scotland","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Security","South East (England)","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Security","South West (England)","45","[c]","30140","27500"
"New entrant CS","2023","50-59","Unknown","Security","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Security","Yorkshire and The Humber","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Social Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Social Research","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Statistics","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Tax","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Unknown","London","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Unknown","North East (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Unknown","Scotland","340","[c]","33260","29100"
"New entrant CS","2023","50-59","Unknown","Unknown","South East (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Unknown","South West (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Unknown","West Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Unknown","Yorkshire and The Humber","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Veterinarian","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Veterinarian","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Commercial","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Commercial","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Communications","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Communications","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Communications","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Digital, Data and Technology","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Digital, Data and Technology","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Digital, Data and Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Finance","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Finance","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Finance","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Geography","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Human Resources","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Human Resources","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Human Resources","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Inspector of Education and Training","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Inspector of Education and Training","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Inspector of Education and Training","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Inspector of Education and Training","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Intelligence Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Internal Audit","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","International Trade","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","International Trade","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","International Trade","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","International Trade","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","International Trade","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","International Trade","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Knowledge and Information Management","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Legal","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Legal","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Legal","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Legal","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Legal","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Legal","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Legal","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Medicine","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Medicine","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Medicine","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Medicine","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Medicine","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Medicine","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Medicine","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Medicine","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Operational Delivery","East Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Operational Delivery","East of England","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Operational Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Operational Delivery","North West (England)","15","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Operational Delivery","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Operational Delivery","South East (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Operational Delivery","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Operational Delivery","West Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Operational Delivery","Yorkshire and The Humber","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Operational Research","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Operational Research","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Operational Research","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Operational Research","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Declared disabled","Other","East of England","[c]","[c]","[c]","[c]"
