"Status","Year","Disability","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Declared disabled","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for International Trade","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Transport (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Transport (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Transport (excl. agencies)","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Transport (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Transport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Transport (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","AO","105","[c]","21850","21690"
"Leaver Dept.","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","EO","210","[c]","28810","28120"
"Leaver Dept.","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","HEO","40","[c]","33700","34170"
"Leaver Dept.","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Disclosure Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Disclosure Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Driver and Vehicle Licensing Agency","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Driver and Vehicle Licensing Agency","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Driver and Vehicle Licensing Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Driver and Vehicle Licensing Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Driver and Vehicle Licensing Agency","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Driver and Vehicle Licensing Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Driver and Vehicle Standards Agency","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Driver and Vehicle Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Driver and Vehicle Standards Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Driver and Vehicle Standards Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Driver and Vehicle Standards Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Driver and Vehicle Standards Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Education Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Education and Skills Funding Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Education and Skills Funding Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Education and Skills Funding Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Education and Skills Funding Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Education and Skills Funding Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Estyn","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","FCDO Services","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","FCDO Services","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","FCDO Services","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","FCDO Services","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Food Standards Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Forestry and Land Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Forestry and Land Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Forestry and Land Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Forestry and Land Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Forestry and Land Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Forestry and Land Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Government Actuary's Department","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Government Actuary's Department","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Government Actuary's Department","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Government Commercial Organisation","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Government Commercial Organisation","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Government Commercial Organisation","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Government Internal Audit Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Government Internal Audit Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Government Internal Audit Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Government Internal Audit Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Government Legal Department","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Government Legal Department","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Government Legal Department","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Government Legal Department","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Government Legal Department","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Government Legal Department","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Government Legal Department","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Government Property Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Government Property Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Government Property Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Government Property Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Government Property Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Government Property Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Courts and Tribunals Service","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Courts and Tribunals Service","AO","40","[c]","22270","21780"
"Leaver Dept.","2023","Declared disabled","HM Courts and Tribunals Service","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Courts and Tribunals Service","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Courts and Tribunals Service","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Courts and Tribunals Service","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Courts and Tribunals Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Courts and Tribunals Service","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Crown Prosecution Service Inspectorate","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Crown Prosecution Service Inspectorate","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Prison and Probation Service","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Prison and Probation Service","AO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Prison and Probation Service","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Prison and Probation Service","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Prison and Probation Service","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Prison and Probation Service","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Prison and Probation Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Prison and Probation Service","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Prison and Probation Service","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","AO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Treasury (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Treasury (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Treasury (excl. agencies)","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Treasury (excl. agencies)","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Treasury (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","HM Treasury (excl. agencies)","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Health and Safety Executive","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Health and Safety Executive","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Health and Safety Executive","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Health and Safety Executive","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Health and Safety Executive","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Health and Safety Executive","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Health and Safety Executive","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Home Office","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Home Office","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Home Office","EO","30","[c]","27470","26210"
"Leaver Dept.","2023","Declared disabled","Home Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Home Office","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Home Office","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Home Office","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Institute for Apprenticeships and Technical Education","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Institute for Apprenticeships and Technical Education","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Institute for Apprenticeships and Technical Education","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Intellectual Property Office","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Intellectual Property Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Intellectual Property Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Intellectual Property Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Intellectual Property Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Intellectual Property Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal Aid Agency","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal Aid Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal Aid Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal Aid Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal Aid Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Maritime and Coastguard Agency","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Maritime and Coastguard Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Maritime and Coastguard Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Maritime and Coastguard Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Met Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Met Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Met Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Met Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Ministry of Defence (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Ministry of Defence (excl. agencies)","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Ministry of Defence (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Ministry of Defence (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Ministry of Defence (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Ministry of Defence (excl. agencies)","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Ministry of Defence (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Ministry of Defence (excl. agencies)","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Ministry of Justice (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Ministry of Justice (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Ministry of Justice (excl. agencies)","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Ministry of Justice (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Ministry of Justice (excl. agencies)","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Ministry of Justice (excl. agencies)","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Ministry of Justice (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Ministry of Justice (excl. agencies)","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","National Infrastructure Commission","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","National Infrastructure Commission","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","National Infrastructure Commission","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","National Records of Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","National Savings and Investments","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","National Savings and Investments","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Northern Ireland Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Northern Ireland Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Northern Ireland Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office for Budget Responsibility","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office for Budget Responsibility","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office for Standards in Education, Children's Services and Skills","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of the Public Guardian","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of the Public Guardian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of the Public Guardian","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of the Public Guardian","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of the Public Guardian","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Office of the Secretary of State for Wales","AO","[c]","[c]","[c]","[c]"
