"Status","Year","Disability","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared disabled","Disclosure Scotland","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Disclosure Scotland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Disclosure Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Disclosure Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Disclosure Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Disclosure Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Driver and Vehicle Licensing Agency","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Driver and Vehicle Licensing Agency","AO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Driver and Vehicle Licensing Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Driver and Vehicle Licensing Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Driver and Vehicle Licensing Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Driver and Vehicle Standards Agency","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Driver and Vehicle Standards Agency","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Driver and Vehicle Standards Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Driver and Vehicle Standards Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Driver and Vehicle Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Driver and Vehicle Standards Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Education Scotland","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Education Scotland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Education Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Education Scotland","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Education Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Education Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Education Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Education and Skills Funding Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Education and Skills Funding Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Education and Skills Funding Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Education and Skills Funding Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Estyn","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Estyn","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Estyn","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Estyn","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Estyn","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Food Standards Agency","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Food Standards Scotland","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Food Standards Scotland","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Food Standards Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Food Standards Scotland","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Food Standards Scotland","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Food Standards Scotland","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Government Actuary's Department","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Government Actuary's Department","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Government Actuary's Department","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Government Commercial Organisation","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Government Commercial Organisation","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Government Commercial Organisation","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Government Internal Audit Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Government Internal Audit Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Government Internal Audit Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Government Internal Audit Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Government Internal Audit Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Government Internal Audit Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Government Internal Audit Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Government Legal Department","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Government Legal Department","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Government Legal Department","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Government Legal Department","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Government Legal Department","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Government Legal Department","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Government Property Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Government Property Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Government Property Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Government Property Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Government Property Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Government Property Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Courts and Tribunals Service","AA","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Courts and Tribunals Service","AO","120","[c]","21990","21780"
"New entrant CS","2023","Declared disabled","HM Courts and Tribunals Service","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Courts and Tribunals Service","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Courts and Tribunals Service","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Courts and Tribunals Service","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Courts and Tribunals Service","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Land Registry","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Land Registry","AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Land Registry","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Prison and Probation Service","AA","120","[c]","23380","23230"
"New entrant CS","2023","Declared disabled","HM Prison and Probation Service","AO","230","[c]","28630","28880"
"New entrant CS","2023","Declared disabled","HM Prison and Probation Service","EO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Prison and Probation Service","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Prison and Probation Service","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Prison and Probation Service","HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Prison and Probation Service","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Prison and Probation Service","Unknown","455","[c]","23130","23640"
"New entrant CS","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","AO","165","[c]","22870","22520"
"New entrant CS","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","EO","35","[c]","28220","27650"
"New entrant CS","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","HEO","35","[c]","35390","34400"
"New entrant CS","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Treasury (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Treasury (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Treasury (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Treasury (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Treasury (excl. agencies)","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Treasury (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","HM Treasury (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Health and Safety Executive","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Health and Safety Executive","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Health and Safety Executive","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Health and Safety Executive","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Health and Safety Executive","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Health and Safety Executive","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Home Office","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Home Office","AO","80","[c]","23100","22400"
"New entrant CS","2023","Declared disabled","Home Office","EO","70","[c]","26980","25750"
"New entrant CS","2023","Declared disabled","Home Office","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Home Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Home Office","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Home Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Home Office","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Institute for Apprenticeships and Technical Education","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Institute for Apprenticeships and Technical Education","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Institute for Apprenticeships and Technical Education","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Institute for Apprenticeships and Technical Education","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Institute for Apprenticeships and Technical Education","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Intellectual Property Office","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Intellectual Property Office","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Intellectual Property Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Intellectual Property Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Intellectual Property Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Intellectual Property Office","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal Aid Agency","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal Aid Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal Aid Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal Aid Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Maritime and Coastguard Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Maritime and Coastguard Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Maritime and Coastguard Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Maritime and Coastguard Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Maritime and Coastguard Agency","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Maritime and Coastguard Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","SCS level","[c]","[c]","[c]","[c]"
