"Status","Year","Age","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","20-29","Finance","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Geography","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Geography","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Geography","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Geography","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","AO","Heterosexual / straight","30","[c]","22190","22220"
"Leaver CS","2023","20-29","Human Resources","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Human Resources","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Inspector of Education and Training","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Inspector of Education and Training","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Intelligence Analysis","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Intelligence Analysis","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Intelligence Analysis","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Intelligence Analysis","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Intelligence Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Intelligence Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Intelligence Analysis","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Intelligence Analysis","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Intelligence Analysis","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Intelligence Analysis","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Intelligence Analysis","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Intelligence Analysis","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Intelligence Analysis","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Internal Audit","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Internal Audit","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Internal Audit","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Internal Audit","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Internal Audit","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Internal Audit","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Internal Audit","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","International Trade","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","International Trade","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","International Trade","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","International Trade","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","International Trade","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","International Trade","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","International Trade","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","International Trade","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","International Trade","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","International Trade","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","International Trade","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Knowledge and Information Management","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Knowledge and Information Management","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Knowledge and Information Management","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Knowledge and Information Management","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Knowledge and Information Management","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Knowledge and Information Management","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Knowledge and Information Management","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Knowledge and Information Management","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Knowledge and Information Management","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Knowledge and Information Management","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Knowledge and Information Management","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Knowledge and Information Management","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Knowledge and Information Management","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Knowledge and Information Management","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","HEO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Legal","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Medicine","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Medicine","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Medicine","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Medicine","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Medicine","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Medicine","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Medicine","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Medicine","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Medicine","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Medicine","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Medicine","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Medicine","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Medicine","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Delivery","AA","Heterosexual / straight","240","[c]","19770","19300"
"Leaver CS","2023","20-29","Operational Delivery","AA","LGBO","40","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Delivery","AA","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Delivery","AA","Unknown","195","[c]","20180","19770"
"Leaver CS","2023","20-29","Operational Delivery","AO","Heterosexual / straight","1700","[c]","22350","21780"
"Leaver CS","2023","20-29","Operational Delivery","AO","LGBO","265","[c]","21970","21690"
"Leaver CS","2023","20-29","Operational Delivery","AO","Undeclared","140","[c]","22370","21780"
"Leaver CS","2023","20-29","Operational Delivery","AO","Unknown","1550","[c]","22660","21840"
"Leaver CS","2023","20-29","Operational Delivery","EO","Heterosexual / straight","855","[c]","28690","28120"
"Leaver CS","2023","20-29","Operational Delivery","EO","LGBO","130","[c]","28410","28120"
"Leaver CS","2023","20-29","Operational Delivery","EO","Undeclared","80","[c]","28300","27860"
"Leaver CS","2023","20-29","Operational Delivery","EO","Unknown","340","[c]","28200","27630"
"Leaver CS","2023","20-29","Operational Delivery","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Delivery","G6","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Delivery","G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Delivery","G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Delivery","G7","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Delivery","HEO","Heterosexual / straight","125","[c]","33260","33330"
"Leaver CS","2023","20-29","Operational Delivery","HEO","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Delivery","HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Delivery","HEO","Unknown","110","[c]","32570","32790"
"Leaver CS","2023","20-29","Operational Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Delivery","SEO","Heterosexual / straight","50","[c]","40600","40880"
"Leaver CS","2023","20-29","Operational Delivery","SEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Delivery","SEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Delivery","SEO","Unknown","45","[c]","41040","40880"
"Leaver CS","2023","20-29","Operational Delivery","Unknown","Heterosexual / straight","280","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Delivery","Unknown","LGBO","55","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Delivery","Unknown","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Delivery","Unknown","Unknown","155","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Research","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Research","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Research","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Research","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Research","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Research","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Research","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Research","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Research","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Research","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Research","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Research","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Research","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Research","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Operational Research","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other","AA","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other","AA","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other","AA","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other","AO","Heterosexual / straight","60","[c]","22240","21690"
"Leaver CS","2023","20-29","Other","AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other","AO","Unknown","30","[c]","22690","21690"
"Leaver CS","2023","20-29","Other","EO","Heterosexual / straight","30","[c]","27480","27400"
"Leaver CS","2023","20-29","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other","HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other","Unknown","Unknown","50","[c]","27940","29530"
"Leaver CS","2023","20-29","Planning","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Planning","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Planning","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Planning","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Planning","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Planning","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Planning","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Planning","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Policy","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Policy","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Policy","AA","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Policy","AO","Heterosexual / straight","65","[c]","22970","22440"
"Leaver CS","2023","20-29","Policy","AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Policy","AO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Policy","AO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Policy","EO","Heterosexual / straight","65","[c]","26480","27680"
"Leaver CS","2023","20-29","Policy","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Policy","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Policy","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Policy","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Policy","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Policy","G7","Heterosexual / straight","65","[c]","54150","53380"
"Leaver CS","2023","20-29","Policy","G7","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Policy","G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Policy","G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Policy","HEO","Heterosexual / straight","150","[c]","34200","33630"
"Leaver CS","2023","20-29","Policy","HEO","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Policy","HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Policy","HEO","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Policy","SEO","Heterosexual / straight","65","[c]","40760","40050"
"Leaver CS","2023","20-29","Policy","SEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Policy","SEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Policy","SEO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","EO","Heterosexual / straight","35","[c]","26780","26630"
"Leaver CS","2023","20-29","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","HEO","Heterosexual / straight","70","[c]","33000","32550"
"Leaver CS","2023","20-29","Project Delivery","HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","HEO","Unknown","40","[c]","31620","32000"
"Leaver CS","2023","20-29","Project Delivery","SEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","SEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Property","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Property","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Property","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Property","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Property","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Property","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Property","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Property","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Property","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Property","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Property","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Property","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Property","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Property","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Property","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Property","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Property","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Property","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Property","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Psychology","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Psychology","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Psychology","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Psychology","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Psychology","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Psychology","EO","Undeclared","[c]","[c]","[c]","[c]"
