"Status","Year","Age","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","30-39","Statistics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Statistics","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Statistics","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Statistics","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Tax","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Tax","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Tax","AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Tax","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Tax","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Tax","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Tax","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Tax","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Tax","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Tax","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Tax","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Tax","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Tax","HEO","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Tax","HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Tax","HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Tax","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Tax","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","AA","Heterosexual / straight","35","[c]","22180","22180"
"New entrant CS","2023","30-39","Unknown","AA","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","AA","Unknown","205","[c]","22420","22180"
"New entrant CS","2023","30-39","Unknown","AO","Heterosexual / straight","55","[c]","23150","22520"
"New entrant CS","2023","30-39","Unknown","AO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","AO","Unknown","70","[c]","24970","25710"
"New entrant CS","2023","30-39","Unknown","EO","Heterosexual / straight","145","[c]","29050","29100"
"New entrant CS","2023","30-39","Unknown","EO","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","EO","Unknown","195","[c]","29380","29100"
"New entrant CS","2023","30-39","Unknown","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","G6","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","G6","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","G7","Heterosexual / straight","40","[c]","55220","52600"
"New entrant CS","2023","30-39","Unknown","G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","G7","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","G7","Unknown","65","[c]","56020","52360"
"New entrant CS","2023","30-39","Unknown","HEO","Heterosexual / straight","90","[c]","34650","33520"
"New entrant CS","2023","30-39","Unknown","HEO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","HEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","HEO","Unknown","130","[c]","34380","33520"
"New entrant CS","2023","30-39","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","SEO","Heterosexual / straight","80","[c]","42440","41640"
"New entrant CS","2023","30-39","Unknown","SEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","SEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","SEO","Unknown","75","[c]","43670","41660"
"New entrant CS","2023","30-39","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Veterinarian","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Veterinarian","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Veterinarian","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Veterinarian","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Veterinarian","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Veterinarian","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","G6","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","G7","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","HEO","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","SEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","G7","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","SEO","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Communications","SEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Corporate Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Corporate Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Corporate Finance","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Counter Fraud","AO","Heterosexual / straight","30","[c]","24030","25610"
"New entrant CS","2023","40-49","Counter Fraud","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Counter Fraud","AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Counter Fraud","AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Counter Fraud","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Counter Fraud","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Counter Fraud","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Counter Fraud","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Counter Fraud","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Counter Fraud","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Counter Fraud","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Counter Fraud","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Counter Fraud","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Counter Fraud","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Counter Fraud","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Counter Fraud","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Counter Fraud","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data and Technology","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data and Technology","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data and Technology","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data and Technology","EO","Heterosexual / straight","40","[c]","27860","27650"
"New entrant CS","2023","40-49","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data and Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data and Technology","EO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data and Technology","G6","Heterosexual / straight","40","[c]","70540","71030"
"New entrant CS","2023","40-49","Digital, Data and Technology","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data and Technology","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data and Technology","G6","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data and Technology","G7","Heterosexual / straight","120","[c]","55740","55000"
"New entrant CS","2023","40-49","Digital, Data and Technology","G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data and Technology","G7","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data and Technology","G7","Unknown","40","[c]","56880","55880"
"New entrant CS","2023","40-49","Digital, Data and Technology","HEO","Heterosexual / straight","85","[c]","34560","34170"
"New entrant CS","2023","40-49","Digital, Data and Technology","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data and Technology","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data and Technology","HEO","Unknown","35","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data and Technology","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data and Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data and Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data and Technology","SCS level","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data and Technology","SEO","Heterosexual / straight","120","[c]","41280","41480"
"New entrant CS","2023","40-49","Digital, Data and Technology","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data and Technology","SEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data and Technology","SEO","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Economics","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Economics","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Economics","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Economics","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Economics","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Economics","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Economics","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Economics","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Economics","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Economics","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Economics","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Economics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Economics","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Economics","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
