"Status","Year","Organisation","Parent_department","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","G7","Undeclared","5","5","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","G7","Unknown","5","5","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","HEO","Heterosexual / straight","155","150","35910","36930"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","HEO","Unknown","25","25","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","SEO","Heterosexual / straight","125","125","44020","42990"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","SEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Companies House","Department for Business, Energy and Industrial Strategy","SEO","Unknown","20","20","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","EO","Heterosexual / straight","50","50","28730","28760"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","G6","Heterosexual / straight","180","170","77080","76720"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","G6","LGBO","15","15","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","G6","Undeclared","25","25","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","G6","Unknown","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","G7","Heterosexual / straight","190","185","58240","57540"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","G7","LGBO","20","20","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","G7","Undeclared","25","25","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","G7","Unknown","10","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","HEO","Heterosexual / straight","130","125","35340","34110"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","HEO","LGBO","15","15","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","SCS level","Heterosexual / straight","110","105","108370","102320"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","SEO","Heterosexual / straight","55","55","44940","44800"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","SEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Competition and Markets Authority","Competition and Markets Authority","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","AO","Heterosexual / straight","60","55","21780","21780"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","AO","LGBO","10","10","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","AO","Undeclared","10","10","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","AO","Unknown","45","40","21780","21780"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","EO","Heterosexual / straight","60","55","25970","25830"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","EO","Unknown","15","15","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","G7","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","HEO","Heterosexual / straight","55","50","31730","31270"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","HEO","Unknown","15","15","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","SEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Ministry of Justice","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","EO","Heterosexual / straight","75","70","26490","26410"
"In post","2023","Crown Commercial Service","Cabinet Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","EO","Unknown","10","10","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","G6","Heterosexual / straight","45","45","65190","65880"
"In post","2023","Crown Commercial Service","Cabinet Office","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","G7","Heterosexual / straight","105","100","53000","52990"
"In post","2023","Crown Commercial Service","Cabinet Office","G7","LGBO","5","5","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","G7","Unknown","25","25","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","HEO","Heterosexual / straight","135","130","32230","32110"
"In post","2023","Crown Commercial Service","Cabinet Office","HEO","LGBO","10","10","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","HEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","HEO","Unknown","35","30","32130","32110"
"In post","2023","Crown Commercial Service","Cabinet Office","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","SEO","Heterosexual / straight","185","180","40120","40620"
"In post","2023","Crown Commercial Service","Cabinet Office","SEO","LGBO","15","15","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","SEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Crown Commercial Service","Cabinet Office","SEO","Unknown","40","40","39550","40450"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","AO","Heterosexual / straight","665","605","24000","24490"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","AO","LGBO","45","45","23830","23700"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","AO","Undeclared","40","35","24010","24490"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","AO","Unknown","25","20","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","EO","Heterosexual / straight","355","345","30260","29450"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","EO","LGBO","25","25","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","EO","Undeclared","15","15","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","EO","Unknown","15","15","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","G6","Heterosexual / straight","175","165","74170","74000"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","G6","LGBO","10","10","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","G6","Undeclared","15","15","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","G6","Unknown","20","15","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Scottish Government","G7","Heterosexual / straight","430","410","56520","52360"
