"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Counter Fraud","Operational Delivery","SEO","20","20","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Operational Research","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Operational Research","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Other","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Other","EO","10","10","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Other","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Other","G7","5","5","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Other","HEO","10","5","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Other","SEO","5","5","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Security","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Tax","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Tax","EO","55","50","30060","28130"
"In post","2023","Asian","Counter Fraud","Tax","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Tax","G7","15","10","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Tax","HEO","80","75","37360","37350"
"In post","2023","Asian","Counter Fraud","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Tax","SEO","20","20","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Unknown","EO","20","20","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Unknown","G7","5","5","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Unknown","HEO","10","10","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Unknown","SEO","5","5","[c]","[c]"
"In post","2023","Asian","Debt","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Operational Delivery","AO","530","475","23800","22520"
"In post","2023","Asian","Debt","Operational Delivery","EO","65","60","29890","28130"
"In post","2023","Asian","Debt","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Operational Delivery","HEO","5","5","[c]","[c]"
"In post","2023","Asian","Debt","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Operational Research","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Other","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Other","AO","355","300","22230","21690"
"In post","2023","Asian","Debt","Other","EO","45","40","29380","28120"
"In post","2023","Asian","Debt","Other","HEO","5","5","[c]","[c]"
"In post","2023","Asian","Debt","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Tax","AO","60","55","22880","22520"
"In post","2023","Asian","Debt","Tax","EO","10","10","[c]","[c]"
"In post","2023","Asian","Debt","Tax","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Tax","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Tax","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Tax","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Unknown","EO","10","10","[c]","[c]"
"In post","2023","Asian","Debt","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Digital, Data and Technology","AO","25","25","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Digital, Data and Technology","EO","270","260","29170","28120"
"In post","2023","Asian","Digital, Data & Technology","Digital, Data and Technology","G6","105","105","70610","68640"
"In post","2023","Asian","Digital, Data & Technology","Digital, Data and Technology","G7","400","395","57330","56430"
"In post","2023","Asian","Digital, Data & Technology","Digital, Data and Technology","HEO","380","375","35150","34780"
"In post","2023","Asian","Digital, Data & Technology","Digital, Data and Technology","SCS level","20","20","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Digital, Data and Technology","SEO","450","450","42600","42140"
"In post","2023","Asian","Digital, Data & Technology","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Economics","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Economics","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Geography","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","International Trade","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Knowledge and Information Management","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Knowledge and Information Management","AO","10","5","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Knowledge and Information Management","EO","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Knowledge and Information Management","HEO","20","20","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Knowledge and Information Management","SEO","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Operational Delivery","EO","15","15","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Operational Delivery","G7","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Operational Delivery","HEO","15","15","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Operational Delivery","SEO","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Operational Research","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Operational Research","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Operational Research","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Other","AA","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Other","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Other","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Other","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Other","HEO","10","5","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Other","SEO","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Project Delivery","HEO","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Project Delivery","SEO","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Property","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Security","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Security","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Social Research","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Statistics","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Statistics","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Statistics","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Tax","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Tax","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Tax","G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Tax","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Tax","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Unknown","EO","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Unknown","G6","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Unknown","G7","30","30","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Unknown","HEO","30","30","35440","34400"
"In post","2023","Asian","Digital, Data & Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Unknown","SEO","20","20","[c]","[c]"
"In post","2023","Asian","Finance","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Commercial","EO","10","5","[c]","[c]"
"In post","2023","Asian","Finance","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Commercial","G7","5","5","[c]","[c]"
"In post","2023","Asian","Finance","Commercial","HEO","30","30","35790","34170"
"In post","2023","Asian","Finance","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Commercial","SEO","10","10","[c]","[c]"
