"Status","Year","Ethnicity","Function_of_post","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Digital, Data & Technology","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","East Midlands (England)","EO","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","East Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","East Midlands (England)","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","East of England","EO","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","East of England","G6/G7","5","5","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","East of England","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","London","AA/AO","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","London","EO","110","105","30950","30450"
"In post","2023","Asian","Digital, Data & Technology","London","G6/G7","305","305","62180","60390"
"In post","2023","Asian","Digital, Data & Technology","London","SCS level","15","15","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","London","SEO/HEO","435","425","40730","41370"
"In post","2023","Asian","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","North East (England)","EO","15","10","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","North East (England)","G6/G7","35","35","57480","56100"
"In post","2023","Asian","Digital, Data & Technology","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","North East (England)","SEO/HEO","45","45","39490","40050"
"In post","2023","Asian","Digital, Data & Technology","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","North West (England)","EO","45","45","27420","27650"
"In post","2023","Asian","Digital, Data & Technology","North West (England)","G6/G7","50","50","58420","56550"
"In post","2023","Asian","Digital, Data & Technology","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","North West (England)","SEO/HEO","135","135","36920","37680"
"In post","2023","Asian","Digital, Data & Technology","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Scotland","G6/G7","5","5","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Scotland","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","South East (England)","EO","15","10","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","South East (England)","G6/G7","25","20","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","South East (England)","SEO/HEO","35","35","38030","37690"
"In post","2023","Asian","Digital, Data & Technology","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","South West (England)","AA/AO","5","5","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","South West (England)","EO","20","20","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","South West (England)","G6/G7","15","15","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","South West (England)","SEO/HEO","50","50","37500","37590"
"In post","2023","Asian","Digital, Data & Technology","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Wales","EO","10","10","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Wales","G6/G7","15","15","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Wales","SEO/HEO","30","30","38150","37750"
"In post","2023","Asian","Digital, Data & Technology","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","West Midlands (England)","EO","45","45","27460","27570"
"In post","2023","Asian","Digital, Data & Technology","West Midlands (England)","G6/G7","65","65","56040","53420"
"In post","2023","Asian","Digital, Data & Technology","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","West Midlands (England)","SEO/HEO","140","140","37680","37590"
"In post","2023","Asian","Digital, Data & Technology","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Yorkshire and The Humber","EO","35","30","27650","28120"
"In post","2023","Asian","Digital, Data & Technology","Yorkshire and The Humber","G6/G7","50","50","58220","57050"
"In post","2023","Asian","Digital, Data & Technology","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Yorkshire and The Humber","SEO/HEO","85","85","37480","37590"
"In post","2023","Asian","Digital, Data & Technology","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","East Midlands (England)","AA/AO","5","5","[c]","[c]"
"In post","2023","Asian","Finance","East Midlands (England)","EO","10","10","[c]","[c]"
"In post","2023","Asian","Finance","East Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","Asian","Finance","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","East Midlands (England)","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Asian","Finance","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","East of England","EO","5","5","[c]","[c]"
"In post","2023","Asian","Finance","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","East of England","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Asian","Finance","London","AA/AO","20","20","[c]","[c]"
"In post","2023","Asian","Finance","London","EO","90","90","30920","31200"
"In post","2023","Asian","Finance","London","G6/G7","150","150","62260","60740"
"In post","2023","Asian","Finance","London","SCS level","15","15","[c]","[c]"
"In post","2023","Asian","Finance","London","SEO/HEO","330","320","41450","41190"
"In post","2023","Asian","Finance","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","North East (England)","EO","5","5","[c]","[c]"
"In post","2023","Asian","Finance","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","North East (England)","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Asian","Finance","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","North West (England)","EO","15","15","[c]","[c]"
"In post","2023","Asian","Finance","North West (England)","G6/G7","15","15","[c]","[c]"
"In post","2023","Asian","Finance","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","North West (England)","SEO/HEO","50","45","35880","34170"
"In post","2023","Asian","Finance","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Scotland","AA/AO","10","10","[c]","[c]"
"In post","2023","Asian","Finance","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","South East (England)","AA/AO","5","5","[c]","[c]"
"In post","2023","Asian","Finance","South East (England)","EO","20","20","[c]","[c]"
"In post","2023","Asian","Finance","South East (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","Asian","Finance","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","South East (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Asian","Finance","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","South West (England)","AA/AO","10","10","[c]","[c]"
"In post","2023","Asian","Finance","South West (England)","EO","5","5","[c]","[c]"
"In post","2023","Asian","Finance","South West (England)","G6/G7","10","10","[c]","[c]"
"In post","2023","Asian","Finance","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","South West (England)","SEO/HEO","25","20","[c]","[c]"
"In post","2023","Asian","Finance","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","West Midlands (England)","EO","30","30","26730","26940"
"In post","2023","Asian","Finance","West Midlands (England)","G6/G7","15","15","[c]","[c]"
"In post","2023","Asian","Finance","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","West Midlands (England)","SEO/HEO","75","75","36850","37590"
"In post","2023","Asian","Finance","Yorkshire and The Humber","AA/AO","55","50","22490","22520"
"In post","2023","Asian","Finance","Yorkshire and The Humber","EO","30","30","27530","28120"
"In post","2023","Asian","Finance","Yorkshire and The Humber","G6/G7","20","20","[c]","[c]"
"In post","2023","Asian","Finance","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Yorkshire and The Humber","SEO/HEO","50","50","36220","35000"
"In post","2023","Asian","Grants Management","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Asian","Grants Management","North East (England)","AA/AO","5","5","[c]","[c]"
"In post","2023","Asian","Grants Management","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","South East (England)","AA/AO","15","15","[c]","[c]"
"In post","2023","Asian","Grants Management","South East (England)","EO","[c]","[c]","[c]","[c]"
