"Status","Year","Organisation","Region_london","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","SEO/HEO","HEO","110","[c]","36120","35620"
"Leaver Dept.","2023","Department for Education (excl. agencies)","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education (excl. agencies)","London","EO","EO","15","[c]","30160","29530"
"Leaver Dept.","2023","Department for Education (excl. agencies)","London","G6/G7","G6","15","[c]","69070","65780"
"Leaver Dept.","2023","Department for Education (excl. agencies)","London","G6/G7","G7","35","[c]","56760","55380"
"Leaver Dept.","2023","Department for Education (excl. agencies)","London","SCS level","SCS level","15","[c]","89590","84500"
"Leaver Dept.","2023","Department for Education (excl. agencies)","London","SEO/HEO","HEO","40","[c]","35330","34030"
"Leaver Dept.","2023","Department for Education (excl. agencies)","London","SEO/HEO","SEO","50","[c]","43390","41440"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Outside London","EO","EO","35","[c]","26360","25900"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Outside London","G6/G7","G6","10","[c]","63960","63220"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Outside London","G6/G7","G7","55","[c]","52790","51640"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Outside London","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Outside London","SEO/HEO","HEO","70","[c]","31310","30330"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Outside London","SEO/HEO","SEO","105","[c]","39750","37880"
"Leaver Dept.","2023","Department for Education (excl. agencies)","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","EO","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6/G7","G7","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO/HEO","HEO","95","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO/HEO","SEO","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","EO","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G6/G7","G7","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SEO/HEO","HEO","70","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SEO/HEO","SEO","65","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","London","EO","EO","25","[c]","26460","26250"
"Leaver Dept.","2023","Department for International Trade","London","G6/G7","G6","15","[c]","64830","64700"
"Leaver Dept.","2023","Department for International Trade","London","G6/G7","G7","35","[c]","53840","52780"
"Leaver Dept.","2023","Department for International Trade","London","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","London","SEO/HEO","HEO","60","[c]","32850","32120"
"Leaver Dept.","2023","Department for International Trade","London","SEO/HEO","SEO","50","[c]","39770","38940"
"Leaver Dept.","2023","Department for International Trade","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Outside London","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Overseas","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for International Trade","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","EO","EO","45","[c]","28490","27850"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G6/G7","G6","25","[c]","64660","64480"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G6/G7","G7","70","[c]","55350","54630"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SCS level","SCS level","15","[c]","88300","76060"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SEO/HEO","HEO","105","[c]","33840","33990"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SEO/HEO","SEO","45","[c]","41210","40800"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","EO","EO","15","[c]","26440","26100"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","G6/G7","G7","25","[c]","51200","49700"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SEO/HEO","HEO","50","[c]","31800","31290"
"Leaver Dept.","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SEO/HEO","SEO","35","[c]","39110","38020"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","London","EO","EO","20","[c]","31270","30920"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","London","G6/G7","G6","15","[c]","68770","67710"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","London","G6/G7","G7","40","[c]","55420","55040"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","London","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","London","SEO/HEO","HEO","65","[c]","35480","35760"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","London","SEO/HEO","SEO","40","[c]","43000","43360"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","Outside London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","Outside London","SEO/HEO","HEO","15","[c]","32170","31660"
"Leaver Dept.","2023","Department for Transport (excl. agencies)","Outside London","SEO/HEO","SEO","10","[c]","39370","39040"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","London","AA/AO","AO","20","[c]","25220","25610"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","London","EO","EO","260","[c]","32050","32520"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","London","G6/G7","G6","15","[c]","71800","72550"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","London","G6/G7","G7","30","[c]","56840","55150"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","London","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","London","SEO/HEO","HEO","80","[c]","37300","39150"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","London","SEO/HEO","SEO","25","[c]","43450","43760"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","Outside London","AA/AO","AO","545","[c]","21600","21690"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","Outside London","EO","EO","1270","[c]","28070","28120"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","Outside London","G6/G7","G6","20","[c]","68410","66860"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","Outside London","G6/G7","G7","55","[c]","52010","50160"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","Outside London","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","Outside London","SEO/HEO","HEO","220","[c]","33790","34170"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","Outside London","SEO/HEO","SEO","105","[c]","38120","38470"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","Unknown","EO","EO","25","[c]","28920","28120"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","Unknown","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Work and Pensions (excl. agencies)","Unknown","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","London","EO","EO","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","London","G6/G7","G6","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","London","G6/G7","G7","65","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","London","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","London","SEO/HEO","HEO","80","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","London","SEO/HEO","SEO","60","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Outside London","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Outside London","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Outside London","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Outside London","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Outside London","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Outside London","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Unknown","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Unknown","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department of Health and Social Care (excl. agencies)","Unknown","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Disclosure Scotland","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Disclosure Scotland","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Outside London","AA/AO","AA","10","[c]","18870","19000"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Outside London","AA/AO","AO","65","[c]","22350","22500"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Outside London","EO","EO","45","[c]","26810","26960"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Outside London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Outside London","SEO/HEO","HEO","55","[c]","31750","31660"
"Leaver Dept.","2023","Driver and Vehicle Licensing Agency","Outside London","SEO/HEO","SEO","25","[c]","40740","40180"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Outside London","AA/AO","AO","35","[c]","22570","22500"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Outside London","EO","EO","40","[c]","27430","26960"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Outside London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Outside London","SEO/HEO","HEO","20","[c]","32320","31940"
"Leaver Dept.","2023","Driver and Vehicle Standards Agency","Outside London","SEO/HEO","SEO","15","[c]","42220","40570"
"Leaver Dept.","2023","Education Scotland","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
