"Status","Year","Age","Ethnicity","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","60-64","Black","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","No function","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","No function","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Debt","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","No function","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","No function","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Debt","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","No function","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Debt","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Legal","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","No function","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","No function","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","No function","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","No function","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Debt","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Debt","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Digital, Data & Technology","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Grants Management","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Human Resources","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Legal","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","No function","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","No function","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","No function","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","No function","Unknown","455","[c]","27370","23570"
"New entrant CS","2023","60-64","Unknown","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Property","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Security","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","Unknown","Unknown","Unknown","75","[c]","30230","29100"
"New entrant CS","2023","60-64","White","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Communications","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Communications","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Counter Fraud","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Debt","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Debt","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Debt","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Debt","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Digital, Data & Technology","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Finance","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","60-64","White","Finance","LGBO","[c]","[c]","[c]","[c]"
