"Status","Year","Organisation","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","EO","Female","10","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","EO","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","G6/G7","Female","45","40","58750","56430"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","G6/G7","Male","25","25","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","SCS level","Male","20","20","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Commercial","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Communications","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Communications","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Communications","G6/G7","Female","45","45","60510","57370"
"In post","2023","Cabinet Office (excl. agencies)","Communications","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Communications","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Communications","SEO/HEO","Female","40","40","39320","41410"
"In post","2023","Cabinet Office (excl. agencies)","Communications","SEO/HEO","Male","30","30","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Counter Fraud","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Counter Fraud","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Counter Fraud","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Counter Fraud","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","EO","Female","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","EO","Male","25","25","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","G6/G7","Female","235","225","57890","56430"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","G6/G7","Male","380","375","58560","56430"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","SCS level","Female","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","SCS level","Male","30","30","99790","91980"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","SEO/HEO","Female","135","130","38290","38460"
"In post","2023","Cabinet Office (excl. agencies)","Digital, Data and Technology","SEO/HEO","Male","195","195","38190","38460"
"In post","2023","Cabinet Office (excl. agencies)","Economics","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Economics","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Economics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Economics","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Economics","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Economics","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Finance","EO","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Finance","EO","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Finance","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Finance","G6/G7","Male","20","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Finance","SCS level","Female","10","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Finance","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Finance","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Finance","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","AA/AO","Female","80","70","21810","21720"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","AA/AO","Male","50","50","21790","21720"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","EO","Female","100","90","26670","26300"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","EO","Male","40","40","26490","25010"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","G6/G7","Female","180","175","58690","57650"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","G6/G7","Male","80","80","58260","56430"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","SCS level","Female","25","25","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","SEO/HEO","Female","235","225","37250","37760"
"In post","2023","Cabinet Office (excl. agencies)","Human Resources","SEO/HEO","Male","85","80","37440","38460"
"In post","2023","Cabinet Office (excl. agencies)","Intelligence Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Intelligence Analysis","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Knowledge and Information Management","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Knowledge and Information Management","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Knowledge and Information Management","EO","Female","10","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Knowledge and Information Management","EO","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Knowledge and Information Management","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Knowledge and Information Management","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Knowledge and Information Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Knowledge and Information Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Knowledge and Information Management","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Knowledge and Information Management","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Legal","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Legal","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Legal","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Legal","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Legal","SCS level","Female","25","20","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Legal","SCS level","Male","30","30","86900","81600"
"In post","2023","Cabinet Office (excl. agencies)","Legal","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Legal","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Policy","EO","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Policy","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Policy","G6/G7","Female","105","100","58150","56430"
"In post","2023","Cabinet Office (excl. agencies)","Policy","G6/G7","Male","90","90","59210","56430"
"In post","2023","Cabinet Office (excl. agencies)","Policy","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Policy","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Policy","SEO/HEO","Female","90","85","38910","39580"
"In post","2023","Cabinet Office (excl. agencies)","Policy","SEO/HEO","Male","75","70","39090","40600"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Project Delivery","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Property","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Property","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Property","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Property","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Property","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Property","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Property","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Psychology","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Psychology","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Psychology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Psychology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Security","AA/AO","Female","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Security","AA/AO","Male","20","20","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Security","EO","Female","15","15","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Security","EO","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Security","G6/G7","Female","25","20","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Security","G6/G7","Male","30","30","63040","64090"
"In post","2023","Cabinet Office (excl. agencies)","Security","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Security","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Security","SEO/HEO","Female","105","100","35580","34320"
"In post","2023","Cabinet Office (excl. agencies)","Security","SEO/HEO","Male","150","145","35370","34320"
"In post","2023","Cabinet Office (excl. agencies)","Social Research","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Social Research","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Statistics","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Statistics","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Statistics","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Statistics","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Statistics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Statistics","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Statistics","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Statistics","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","AA/AO","Female","130","115","22710","21830"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","AA/AO","Male","105","105","22950","21830"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","EO","Female","285","265","27320","27690"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","EO","Male","195","195","26710","27100"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","G6/G7","Female","455","440","59300","56430"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","G6/G7","Male","410","405","59910","56540"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","SCS level","Female","100","100","89910","81600"
