"Status","Year","Ethnicity","Function_of_post","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Digital, Data & Technology","UK Statistics Authority","Outside London","40","35","38450","37690"
"In post","2023","Asian","Digital, Data & Technology","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Attorney General's Departments","London","20","20","[c]","[c]"
"In post","2023","Asian","Finance","Attorney General's Departments","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Finance","Cabinet Office","London","15","15","[c]","[c]"
"In post","2023","Asian","Finance","Cabinet Office","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Finance","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Chancellor's other departments","London","10","10","[c]","[c]"
"In post","2023","Asian","Finance","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Department for Business, Energy and Industrial Strategy","London","30","30","[c]","[c]"
"In post","2023","Asian","Finance","Department for Business, Energy and Industrial Strategy","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Finance","Department for Digital, Culture, Media and Sport","London","15","15","[c]","[c]"
"In post","2023","Asian","Finance","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Department for Education","London","15","15","[c]","[c]"
"In post","2023","Asian","Finance","Department for Education","Outside London","85","85","39890","37590"
"In post","2023","Asian","Finance","Department for Environment, Food and Rural Affairs","London","10","10","[c]","[c]"
"In post","2023","Asian","Finance","Department for Environment, Food and Rural Affairs","Outside London","20","20","[c]","[c]"
"In post","2023","Asian","Finance","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Department for International Trade","London","15","15","[c]","[c]"
"In post","2023","Asian","Finance","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Department for Levelling Up, Housing and Communities","London","10","10","[c]","[c]"
"In post","2023","Asian","Finance","Department for Levelling Up, Housing and Communities","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Finance","Department for Transport","London","35","35","54550","56880"
"In post","2023","Asian","Finance","Department for Transport","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Finance","Department for Work and Pensions","London","65","65","42940","39150"
"In post","2023","Asian","Finance","Department for Work and Pensions","Outside London","105","100","36620","34170"
"In post","2023","Asian","Finance","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Department of Health and Social Care","London","40","40","41830","41330"
"In post","2023","Asian","Finance","Department of Health and Social Care","Outside London","20","20","[c]","[c]"
"In post","2023","Asian","Finance","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Foreign, Commonwealth and Development Office","London","25","25","[c]","[c]"
"In post","2023","Asian","Finance","Foreign, Commonwealth and Development Office","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Finance","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","HM Revenue and Customs","London","100","100","46920","45170"
"In post","2023","Asian","Finance","HM Revenue and Customs","Outside London","150","140","30250","27650"
"In post","2023","Asian","Finance","HM Treasury","London","15","15","[c]","[c]"
"In post","2023","Asian","Finance","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Home Office","London","45","45","48460","43210"
"In post","2023","Asian","Finance","Home Office","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Finance","Ministry of Defence","London","40","40","44710","45540"
"In post","2023","Asian","Finance","Ministry of Defence","Outside London","80","80","38350","34300"
"In post","2023","Asian","Finance","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Ministry of Justice","London","70","65","44710","43650"
"In post","2023","Asian","Finance","Ministry of Justice","Outside London","40","40","35550","31270"
"In post","2023","Asian","Finance","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Office of Gas and Electricity Markets","London","5","5","[c]","[c]"
"In post","2023","Asian","Finance","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Scottish Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","UK Export Finance","London","10","10","[c]","[c]"
"In post","2023","Asian","Finance","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Water Services Regulation Authority","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Finance","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","Department for Environment, Food and Rural Affairs","Outside London","50","50","23340","22150"
"In post","2023","Asian","Grants Management","Department of Health and Social Care","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","Home Office","London","5","5","[c]","[c]"
"In post","2023","Asian","Grants Management","Home Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Attorney General's Departments","London","20","20","[c]","[c]"
"In post","2023","Asian","Human Resources","Attorney General's Departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Cabinet Office","London","45","40","41210","35940"
"In post","2023","Asian","Human Resources","Cabinet Office","Outside London","25","25","[c]","[c]"
"In post","2023","Asian","Human Resources","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Department for Business, Energy and Industrial Strategy","London","20","15","[c]","[c]"
"In post","2023","Asian","Human Resources","Department for Business, Energy and Industrial Strategy","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Human Resources","Department for Digital, Culture, Media and Sport","London","5","5","[c]","[c]"
"In post","2023","Asian","Human Resources","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Department for Education","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Department for Education","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Human Resources","Department for Environment, Food and Rural Affairs","London","10","10","[c]","[c]"
"In post","2023","Asian","Human Resources","Department for Environment, Food and Rural Affairs","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Human Resources","Department for International Trade","London","20","20","[c]","[c]"
"In post","2023","Asian","Human Resources","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Department for Levelling Up, Housing and Communities","London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Department for Transport","London","5","5","[c]","[c]"
"In post","2023","Asian","Human Resources","Department for Transport","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Human Resources","Department for Work and Pensions","London","50","45","37520","39150"
"In post","2023","Asian","Human Resources","Department for Work and Pensions","Outside London","80","80","31980","28120"
"In post","2023","Asian","Human Resources","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Department of Health and Social Care","London","35","30","40850","33940"
"In post","2023","Asian","Human Resources","Department of Health and Social Care","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Estyn","Outside London","[c]","[c]","[c]","[c]"
