"Status","Year","Age","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","60-64","UK Debt Management Office","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Debt Management Office","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Debt Management Office","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Debt Management Office","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Debt Management Office","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Debt Management Office","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Debt Management Office","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Debt Management Office","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Export Finance","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Export Finance","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Export Finance","Operational Delivery","G6/G7","10","10","65410","57310"
"In post","2023","60-64","UK Export Finance","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Export Finance","Operational Delivery","SEO/HEO","10","10","44960","42410"
"In post","2023","60-64","UK Health Security Agency","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Health Security Agency","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Health Security Agency","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Health Security Agency","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Health Security Agency","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Health Security Agency","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Health Security Agency","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Health Security Agency","Digital, Data and Technology","SEO/HEO","5","5","[c]","[c]"
"In post","2023","60-64","UK Health Security Agency","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Health Security Agency","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Health Security Agency","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Health Security Agency","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Health Security Agency","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Health Security Agency","Human Resources","G6/G7","5","5","[c]","[c]"
"In post","2023","60-64","UK Health Security Agency","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Health Security Agency","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Health Security Agency","Medicine","G6/G7","5","5","[c]","[c]"
"In post","2023","60-64","UK Health Security Agency","Medicine","SCS level","30","25","135970","127250"
"In post","2023","60-64","UK Health Security Agency","Medicine","SEO/HEO","5","5","[c]","[c]"
"In post","2023","60-64","UK Health Security Agency","Operational Delivery","AA/AO","35","30","22490","22380"
"In post","2023","60-64","UK Health Security Agency","Operational Delivery","EO","35","30","29180","28830"
"In post","2023","60-64","UK Health Security Agency","Operational Delivery","G6/G7","45","45","61020","60480"
"In post","2023","60-64","UK Health Security Agency","Operational Delivery","SCS level","10","10","[c]","[c]"
"In post","2023","60-64","UK Health Security Agency","Operational Delivery","SEO/HEO","45","40","37230","37510"
"In post","2023","60-64","UK Health Security Agency","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Health Security Agency","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Health Security Agency","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Health Security Agency","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Health Security Agency","Science and Engineering","EO","5","5","[c]","[c]"
"In post","2023","60-64","UK Health Security Agency","Science and Engineering","G6/G7","45","40","63550","60360"
"In post","2023","60-64","UK Health Security Agency","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Health Security Agency","Science and Engineering","SEO/HEO","35","30","40060","40810"
"In post","2023","60-64","UK Health Security Agency","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Hydrographic Office","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Hydrographic Office","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Hydrographic Office","Digital, Data and Technology","SEO/HEO","10","5","[c]","[c]"
"In post","2023","60-64","UK Hydrographic Office","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Hydrographic Office","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Hydrographic Office","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Hydrographic Office","Geography","EO","15","10","29590","29880"
"In post","2023","60-64","UK Hydrographic Office","Geography","SEO/HEO","20","15","38410","36050"
"In post","2023","60-64","UK Hydrographic Office","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Hydrographic Office","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Hydrographic Office","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Hydrographic Office","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Hydrographic Office","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Hydrographic Office","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Hydrographic Office","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Hydrographic Office","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Hydrographic Office","Other","SEO/HEO","5","5","[c]","[c]"
"In post","2023","60-64","UK Hydrographic Office","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Hydrographic Office","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Hydrographic Office","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Space Agency","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Space Agency","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Space Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Space Agency","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Space Agency","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","Digital, Data and Technology","G6/G7","15","15","55650","55010"
"In post","2023","60-64","UK Statistics Authority","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","Digital, Data and Technology","SEO/HEO","15","15","36930","37760"
"In post","2023","60-64","UK Statistics Authority","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","Human Resources","SEO/HEO","5","5","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","Operational Delivery","AA/AO","305","200","21580","21200"
"In post","2023","60-64","UK Statistics Authority","Operational Delivery","EO","45","45","26180","25100"
"In post","2023","60-64","UK Statistics Authority","Operational Delivery","G6/G7","10","10","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","Operational Delivery","SEO/HEO","40","35","34880","34370"
"In post","2023","60-64","UK Statistics Authority","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","Social Research","G6/G7","5","5","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","Statistics","G6/G7","10","5","[c]","[c]"
"In post","2023","60-64","UK Statistics Authority","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","UK Supreme Court","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Valuation Office Agency","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Valuation Office Agency","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Valuation Office Agency","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Valuation Office Agency","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Valuation Office Agency","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Valuation Office Agency","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Valuation Office Agency","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Valuation Office Agency","Operational Delivery","AA/AO","60","50","22840","22520"
"In post","2023","60-64","Valuation Office Agency","Operational Delivery","EO","15","10","29180","27810"
"In post","2023","60-64","Valuation Office Agency","Operational Delivery","G6/G7","5","5","[c]","[c]"
"In post","2023","60-64","Valuation Office Agency","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Valuation Office Agency","Operational Delivery","SEO/HEO","25","20","39200","39020"
"In post","2023","60-64","Valuation Office Agency","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Valuation Office Agency","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Valuation Office Agency","Property","AA/AO","25","20","23780","22520"
"In post","2023","60-64","Valuation Office Agency","Property","EO","90","75","28920","27810"
"In post","2023","60-64","Valuation Office Agency","Property","G6/G7","35","25","61430","59290"
"In post","2023","60-64","Valuation Office Agency","Property","SEO/HEO","100","75","41980","44710"
"In post","2023","60-64","Vehicle Certification Agency","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Vehicle Certification Agency","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Vehicle Certification Agency","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Vehicle Certification Agency","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Vehicle Certification Agency","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Vehicle Certification Agency","Operational Delivery","AA/AO","5","5","[c]","[c]"
"In post","2023","60-64","Vehicle Certification Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Vehicle Certification Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Vehicle Certification Agency","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Vehicle Certification Agency","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Vehicle Certification Agency","Science and Engineering","SEO/HEO","5","5","[c]","[c]"
"In post","2023","60-64","Veterinary Medicines Directorate","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Veterinary Medicines Directorate","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Veterinary Medicines Directorate","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Veterinary Medicines Directorate","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Veterinary Medicines Directorate","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Veterinary Medicines Directorate","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Veterinary Medicines Directorate","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Veterinary Medicines Directorate","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Water Services Regulation Authority","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Water Services Regulation Authority","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Water Services Regulation Authority","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Water Services Regulation Authority","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Water Services Regulation Authority","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Water Services Regulation Authority","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Water Services Regulation Authority","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Digital, Data and Technology","EO","5","5","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Digital, Data and Technology","SEO/HEO","10","10","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Finance","AA/AO","5","5","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Finance","G6/G7","5","5","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Finance","SEO/HEO","10","10","40570","39690"
"In post","2023","60-64","Welsh Government (excl. agencies)","Human Resources","AA/AO","10","5","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Legal","G6/G7","5","5","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Medicine","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Medicine","SEO/HEO","5","5","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Operational Delivery","AA/AO","55","45","25520","25620"
"In post","2023","60-64","Welsh Government (excl. agencies)","Operational Delivery","EO","30","25","30470","30610"
"In post","2023","60-64","Welsh Government (excl. agencies)","Operational Delivery","G6/G7","30","25","68310","63900"
"In post","2023","60-64","Welsh Government (excl. agencies)","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Operational Delivery","SEO/HEO","55","50","43920","39690"
"In post","2023","60-64","Welsh Government (excl. agencies)","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Other","EO","10","10","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Other","G6/G7","10","10","66080","63900"
"In post","2023","60-64","Welsh Government (excl. agencies)","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Other","SEO/HEO","35","30","45340","49370"
"In post","2023","60-64","Welsh Government (excl. agencies)","Planning","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Policy","AA/AO","10","10","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Policy","EO","30","25","30400","30610"
"In post","2023","60-64","Welsh Government (excl. agencies)","Policy","G6/G7","25","20","66320","63900"
"In post","2023","60-64","Welsh Government (excl. agencies)","Policy","SCS level","5","5","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Policy","SEO/HEO","55","50","43480","39690"
"In post","2023","60-64","Welsh Government (excl. agencies)","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Government (excl. agencies)","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Welsh Revenue Authority","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Wilton Park","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Wilton Park","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Wilton Park","Other","AA/AO","5","5","[c]","[c]"
"In post","2023","60-64","Wilton Park","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Wilton Park","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Wilton Park","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Wilton Park","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Accountant in Bankruptcy","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Advisory, Conciliation and Arbitration Service","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Advisory, Conciliation and Arbitration Service","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Advisory, Conciliation and Arbitration Service","Operational Delivery","EO","5","5","[c]","[c]"
"In post","2023","65+","Advisory, Conciliation and Arbitration Service","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Advisory, Conciliation and Arbitration Service","Operational Delivery","SEO/HEO","30","20","38620","35190"
"In post","2023","65+","Advisory, Conciliation and Arbitration Service","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Animal and Plant Health Agency","Operational Delivery","AA/AO","25","20","23100","22150"
"In post","2023","65+","Animal and Plant Health Agency","Operational Delivery","EO","15","10","27340","26850"
"In post","2023","65+","Animal and Plant Health Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Animal and Plant Health Agency","Operational Delivery","SEO/HEO","15","15","36300","32490"
"In post","2023","65+","Animal and Plant Health Agency","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Animal and Plant Health Agency","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Animal and Plant Health Agency","Science and Engineering","AA/AO","10","5","[c]","[c]"
"In post","2023","65+","Animal and Plant Health Agency","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Animal and Plant Health Agency","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Animal and Plant Health Agency","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Animal and Plant Health Agency","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Animal and Plant Health Agency","Veterinarian","SEO/HEO","10","10","47580","50970"
"In post","2023","65+","Building Digital UK","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Cabinet Office (excl. agencies)","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Cabinet Office (excl. agencies)","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Cabinet Office (excl. agencies)","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Cabinet Office (excl. agencies)","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Cabinet Office (excl. agencies)","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Cabinet Office (excl. agencies)","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Cabinet Office (excl. agencies)","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Cabinet Office (excl. agencies)","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Cabinet Office (excl. agencies)","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Cabinet Office (excl. agencies)","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Cabinet Office (excl. agencies)","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Cabinet Office (excl. agencies)","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Cabinet Office (excl. agencies)","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Cabinet Office (excl. agencies)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Cabinet Office (excl. agencies)","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Cabinet Office (excl. agencies)","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Cabinet Office (excl. agencies)","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Cabinet Office (excl. agencies)","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Cabinet Office (excl. agencies)","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Cabinet Office (excl. agencies)","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Cabinet Office (excl. agencies)","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","65+","Cabinet Office (excl. agencies)","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Cabinet Office (excl. agencies)","Security","SEO/HEO","10","10","[c]","[c]"
"In post","2023","65+","Cabinet Office (excl. agencies)","Unknown","AA/AO","10","5","[c]","[c]"
"In post","2023","65+","Cabinet Office (excl. agencies)","Unknown","EO","5","5","[c]","[c]"
"In post","2023","65+","Cabinet Office (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","65+","Cabinet Office (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","65+","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
